time,performance_context,performance_type,instruments,notes,flux,number_performers,entropy,trace,length_seconds,determinant,norm,filename
2014-12-12 12:06:19.528851,data_collection,composition,iPad,gesture data collection with harness - charles,0.03714285714285703,1,3.2863404192937526,0.962857142857143,699.783175,8.398555070840404e-10,0.36549658699096055,2014-12-12T12-05-53-GestureTargetLog-CPM
2015-02-07 17:20:17.103662,data_collection,composition,iPad,gesture data collection with harness - jonathan,0.14899713467048706,1,3.743646889128576,0.8510028653295129,698.746008,3.055953812841342e-11,0.3540856378672411,2015-02-07T17-19-45-MetatoneOSCLog-JG
2015-03-20 13:40:47.684507,rehearsal,composition,iPad,ANU New Music Ensemble - gesture study (rehearsal),0.1229314420803782,6,3.412104025654556,0.8770685579196218,422.836389,4.018905501033805e-12,0.3920498868433303,2015-03-20T13-40-47-MetatoneOSCLog-autosplit
2015-03-20 13:48:33.423973,rehearsal,fail,iPad,ANU New Music Ensemble Rehearsal,0.4,2,1.7609640474436812,0.6,5.020157,0.0,0.5830951894845301,2015-03-20T13-48-33-MetatoneOSCLog-autosplit
2015-03-20 13:49:15.926543,rehearsal,composition,iPad,ANU New Music Ensemble Rehearsal - rehearsing sections of gesture study,0.08372093023255811,6,1.9163406381310848,0.9162790697674419,214.572417,3.5304588821835633e-19,0.7222393715057495,2015-03-20T13-49-15-MetatoneOSCLog-autosplit
2015-03-20 13:53:24.325925,rehearsal,composition,iPad,ANU New Music Ensemble Rehearsal - rehearsing sections of gesture study,0.1228791773778919,5,2.4912743805056885,0.877120822622108,388.750292,1.5107237842407698e-14,0.6357244876539314,2015-03-20T13-53-24-MetatoneOSCLog-autosplit
2015-03-20 14:01:00.421682,rehearsal,fail,iPad,ANU New Music Ensemble Rehearsal,0.0,1,-inf,0.0,0.004293,0.0,0.0,2015-03-20T14-01-00-MetatoneOSCLog-autosplit
2015-03-20 14:02:20.406455,rehearsal,fail,iPad,ANU New Music Ensemble Rehearsal,0.0,1,-inf,0.0,0.002084,0.0,0.0,2015-03-20T14-02-20-MetatoneOSCLog-autosplit
2015-03-20 14:02:51.744646,rehearsal,composition,iPad,ANU New Music Ensemble - gesture study (rehearsal),0.1193058568329719,5,3.5234792460517284,0.8806941431670281,460.266348,3.2378606557437724e-11,0.3631132775688971,2015-03-20T14-02-51-MetatoneOSCLog-autosplit
2015-03-20 14:11:13.353861,rehearsal,fail,iPad,ANU New Music Ensemble Rehearsal,0.025641025641025772,3,0.5707541642968788,0.9743589743589742,65.540359,0.0,0.9192656360729983,2015-03-20T14-11-00-MetatoneOSCLog-6PlayerRehearsal
