time,jonathan,christina,yvonne
2014-07-19 16:29:23,4,7,3
2014-07-19 16:29:24,3,7,8
2014-07-19 16:29:25,2,4,4
2014-07-19 16:29:26,1,4,4
2014-07-19 16:29:27,1,4,6
2014-07-19 16:29:28,3,4,6
2014-07-19 16:29:29,3,4,6
2014-07-19 16:29:30,3,7,6
2014-07-19 16:29:31,7,7,6
2014-07-19 16:29:32,7,7,6
2014-07-19 16:29:33,7,7,8
2014-07-19 16:29:34,7,7,8
2014-07-19 16:29:35,7,4,4
2014-07-19 16:29:36,4,4,4
2014-07-19 16:29:37,4,4,4
2014-07-19 16:29:38,4,4,4
2014-07-19 16:29:39,3,4,7
2014-07-19 16:29:40,3,4,7
2014-07-19 16:29:41,3,4,7
2014-07-19 16:29:42,3,6,7
2014-07-19 16:29:43,3,6,6
2014-07-19 16:29:44,3,6,6
2014-07-19 16:29:45,3,6,8
2014-07-19 16:29:46,4,6,6
2014-07-19 16:29:47,4,6,6
2014-07-19 16:29:48,4,6,6
2014-07-19 16:29:49,7,6,8
2014-07-19 16:29:50,7,4,6
2014-07-19 16:29:51,7,4,6
2014-07-19 16:29:52,7,4,6
2014-07-19 16:29:53,8,4,6
2014-07-19 16:29:54,7,4,6
2014-07-19 16:29:55,7,4,6
2014-07-19 16:29:56,7,7,6
2014-07-19 16:29:57,8,4,6
2014-07-19 16:29:58,7,4,6
2014-07-19 16:29:59,4,6,6
2014-07-19 16:30:00,4,6,6
2014-07-19 16:30:01,4,6,6
2014-07-19 16:30:02,2,7,7
2014-07-19 16:30:03,2,7,7
2014-07-19 16:30:04,2,7,7
2014-07-19 16:30:05,2,7,7
2014-07-19 16:30:06,2,7,7
2014-07-19 16:30:07,2,7,7
2014-07-19 16:30:08,2,7,7
2014-07-19 16:30:09,2,8,7
2014-07-19 16:30:10,2,8,7
2014-07-19 16:30:11,2,3,7
2014-07-19 16:30:12,2,3,7
2014-07-19 16:30:13,2,2,7
2014-07-19 16:30:14,2,3,7
2014-07-19 16:30:15,2,3,7
2014-07-19 16:30:16,2,3,7
2014-07-19 16:30:17,2,3,7
2014-07-19 16:30:18,2,3,7
2014-07-19 16:30:19,2,2,7
2014-07-19 16:30:20,1,2,7
2014-07-19 16:30:21,2,2,7
2014-07-19 16:30:22,2,2,7
2014-07-19 16:30:23,2,2,7
2014-07-19 16:30:24,2,4,7
2014-07-19 16:30:25,2,4,7
2014-07-19 16:30:26,2,4,7
2014-07-19 16:30:27,2,6,7
2014-07-19 16:30:28,2,6,7
2014-07-19 16:30:29,2,6,7
2014-07-19 16:30:30,2,4,7
2014-07-19 16:30:31,2,4,7
2014-07-19 16:30:32,2,4,7
2014-07-19 16:30:33,2,4,7
2014-07-19 16:30:34,2,4,7
2014-07-19 16:30:35,2,6,7
2014-07-19 16:30:36,1,6,7
2014-07-19 16:30:37,1,6,7
2014-07-19 16:30:38,1,7,7
2014-07-19 16:30:39,1,7,7
2014-07-19 16:30:40,1,7,7
2014-07-19 16:30:41,2,7,7
2014-07-19 16:30:42,2,4,7
2014-07-19 16:30:43,2,4,7
2014-07-19 16:30:44,2,3,7
2014-07-19 16:30:45,1,3,7
2014-07-19 16:30:46,1,3,7
2014-07-19 16:30:47,1,3,7
2014-07-19 16:30:48,1,3,7
2014-07-19 16:30:49,1,3,7
2014-07-19 16:30:50,1,3,7
2014-07-19 16:30:51,2,3,7
2014-07-19 16:30:52,2,3,7
2014-07-19 16:30:53,1,3,7
2014-07-19 16:30:54,1,1,7
2014-07-19 16:30:55,1,1,7
2014-07-19 16:30:56,1,3,7
2014-07-19 16:30:57,1,3,7
2014-07-19 16:30:58,1,3,7
2014-07-19 16:30:59,1,3,7
2014-07-19 16:31:00,1,1,7
2014-07-19 16:31:01,1,3,7
2014-07-19 16:31:02,1,2,7
2014-07-19 16:31:03,1,4,6
2014-07-19 16:31:04,1,4,6
2014-07-19 16:31:05,2,4,6
2014-07-19 16:31:06,1,4,7
2014-07-19 16:31:07,1,4,7
2014-07-19 16:31:08,1,4,7
2014-07-19 16:31:09,1,6,4
2014-07-19 16:31:10,2,6,7
2014-07-19 16:31:11,2,6,0
2014-07-19 16:31:12,2,6,0
2014-07-19 16:31:13,2,7,0
2014-07-19 16:31:14,2,6,0
2014-07-19 16:31:15,2,6,0
2014-07-19 16:31:16,0,4,0
2014-07-19 16:31:17,0,4,0
2014-07-19 16:31:18,2,4,0
2014-07-19 16:31:19,8,8,0
2014-07-19 16:31:20,8,4,0
2014-07-19 16:31:21,8,4,0
2014-07-19 16:31:22,8,3,0
2014-07-19 16:31:23,8,3,0
2014-07-19 16:31:24,0,3,0
2014-07-19 16:31:25,0,3,0
2014-07-19 16:31:26,0,3,0
2014-07-19 16:31:27,0,3,0
2014-07-19 16:31:28,0,3,0
2014-07-19 16:31:29,0,3,2
2014-07-19 16:31:30,2,2,5
2014-07-19 16:31:31,2,3,7
2014-07-19 16:31:32,2,2,7
2014-07-19 16:31:33,2,2,7
2014-07-19 16:31:34,2,2,7
2014-07-19 16:31:35,2,2,7
2014-07-19 16:31:36,0,2,7
2014-07-19 16:31:37,0,2,7
2014-07-19 16:31:38,8,2,7
2014-07-19 16:31:39,7,3,7
2014-07-19 16:31:40,7,3,7
2014-07-19 16:31:41,0,2,7
2014-07-19 16:31:42,0,2,7
2014-07-19 16:31:43,0,2,8
2014-07-19 16:31:44,0,0,7
2014-07-19 16:31:45,0,0,7
2014-07-19 16:31:46,0,0,7
2014-07-19 16:31:47,0,0,8
2014-07-19 16:31:48,0,0,7
2014-07-19 16:31:49,0,0,7
2014-07-19 16:31:50,0,0,7
2014-07-19 16:31:51,0,0,7
2014-07-19 16:31:52,0,0,7
2014-07-19 16:31:53,0,0,4
2014-07-19 16:31:54,0,0,5
2014-07-19 16:31:55,0,0,4
2014-07-19 16:31:56,0,0,0
2014-07-19 16:31:57,0,0,0
2014-07-19 16:31:58,0,0,0
2014-07-19 16:31:59,0,0,0
