time,christina,charles,jonathan
2014-08-14 18:42:25,4,6,8
2014-08-14 18:42:26,4,6,8
2014-08-14 18:42:27,4,6,8
2014-08-14 18:42:28,4,7,8
2014-08-14 18:42:29,4,4,4
2014-08-14 18:42:30,4,4,4
2014-08-14 18:42:31,4,4,4
2014-08-14 18:42:32,4,2,4
2014-08-14 18:42:33,4,2,4
2014-08-14 18:42:34,4,2,4
2014-08-14 18:42:35,4,4,4
2014-08-14 18:42:36,4,4,4
2014-08-14 18:42:37,4,4,4
2014-08-14 18:42:38,4,7,4
2014-08-14 18:42:39,4,6,4
2014-08-14 18:42:40,4,6,4
2014-08-14 18:42:41,7,6,4
2014-08-14 18:42:42,7,6,3
2014-08-14 18:42:43,7,7,2
2014-08-14 18:42:44,7,7,3
2014-08-14 18:42:45,6,4,2
2014-08-14 18:42:46,7,4,3
2014-08-14 18:42:47,4,3,3
2014-08-14 18:42:48,4,2,4
2014-08-14 18:42:49,3,2,4
2014-08-14 18:42:50,3,2,4
2014-08-14 18:42:51,1,2,4
2014-08-14 18:42:52,1,2,4
2014-08-14 18:42:53,1,3,3
2014-08-14 18:42:54,1,3,3
2014-08-14 18:42:55,1,3,3
2014-08-14 18:42:56,1,3,3
2014-08-14 18:42:57,1,3,3
2014-08-14 18:42:58,1,3,2
2014-08-14 18:42:59,1,3,4
2014-08-14 18:43:00,1,3,2
2014-08-14 18:43:01,1,3,2
2014-08-14 18:43:02,1,3,3
2014-08-14 18:43:03,1,1,3
2014-08-14 18:43:04,1,1,3
2014-08-14 18:43:05,1,1,1
2014-08-14 18:43:06,1,1,1
2014-08-14 18:43:07,3,1,2
2014-08-14 18:43:08,3,1,3
2014-08-14 18:43:09,3,1,3
2014-08-14 18:43:10,4,1,3
2014-08-14 18:43:11,4,1,3
2014-08-14 18:43:12,6,1,3
2014-08-14 18:43:13,4,1,3
2014-08-14 18:43:14,4,1,3
2014-08-14 18:43:15,4,1,3
2014-08-14 18:43:16,4,1,1
2014-08-14 18:43:17,4,1,1
2014-08-14 18:43:18,3,1,2
2014-08-14 18:43:19,3,1,2
2014-08-14 18:43:20,3,1,2
2014-08-14 18:43:21,3,1,2
2014-08-14 18:43:22,3,1,3
2014-08-14 18:43:23,3,1,3
2014-08-14 18:43:24,3,1,3
2014-08-14 18:43:25,3,2,3
2014-08-14 18:43:26,1,2,3
2014-08-14 18:43:27,1,8,3
2014-08-14 18:43:28,1,2,2
2014-08-14 18:43:29,1,2,2
2014-08-14 18:43:30,1,2,2
2014-08-14 18:43:31,1,2,2
2014-08-14 18:43:32,2,2,2
2014-08-14 18:43:33,2,2,2
2014-08-14 18:43:34,2,2,2
2014-08-14 18:43:35,2,2,2
2014-08-14 18:43:36,2,2,2
2014-08-14 18:43:37,2,0,1
2014-08-14 18:43:38,2,2,2
2014-08-14 18:43:39,2,2,2
2014-08-14 18:43:40,2,2,2
2014-08-14 18:43:41,3,2,2
2014-08-14 18:43:42,2,2,2
2014-08-14 18:43:43,3,0,2
2014-08-14 18:43:44,3,2,2
2014-08-14 18:43:45,3,2,2
2014-08-14 18:43:46,3,1,1
2014-08-14 18:43:47,1,1,1
2014-08-14 18:43:48,2,1,1
2014-08-14 18:43:49,2,2,1
2014-08-14 18:43:50,1,2,1
2014-08-14 18:43:51,1,2,1
2014-08-14 18:43:52,1,1,1
2014-08-14 18:43:53,1,1,2
2014-08-14 18:43:54,1,1,2
2014-08-14 18:43:55,1,1,2
2014-08-14 18:43:56,1,1,2
2014-08-14 18:43:57,1,1,2
2014-08-14 18:43:58,1,1,2
2014-08-14 18:43:59,1,1,1
2014-08-14 18:44:00,1,1,1
2014-08-14 18:44:01,1,1,1
2014-08-14 18:44:02,1,3,2
2014-08-14 18:44:03,1,3,1
2014-08-14 18:44:04,1,4,2
2014-08-14 18:44:05,1,6,2
2014-08-14 18:44:06,1,6,1
2014-08-14 18:44:07,2,6,1
2014-08-14 18:44:08,2,6,2
2014-08-14 18:44:09,4,6,1
2014-08-14 18:44:10,8,6,1
2014-08-14 18:44:11,4,6,2
2014-08-14 18:44:12,7,7,2
2014-08-14 18:44:13,7,7,2
2014-08-14 18:44:14,6,7,2
2014-08-14 18:44:15,8,6,2
2014-08-14 18:44:16,6,7,2
2014-08-14 18:44:17,6,6,2
2014-08-14 18:44:18,6,7,2
2014-08-14 18:44:19,6,7,2
2014-08-14 18:44:20,4,6,2
2014-08-14 18:44:21,6,8,3
2014-08-14 18:44:22,6,7,3
2014-08-14 18:44:23,6,6,8
2014-08-14 18:44:24,6,6,8
2014-08-14 18:44:25,6,6,4
2014-08-14 18:44:26,4,6,4
2014-08-14 18:44:27,4,7,4
2014-08-14 18:44:28,4,7,4
2014-08-14 18:44:29,4,7,4
2014-08-14 18:44:30,4,7,4
2014-08-14 18:44:31,3,7,3
2014-08-14 18:44:32,3,7,3
2014-08-14 18:44:33,1,7,4
2014-08-14 18:44:34,3,4,4
2014-08-14 18:44:35,3,7,4
2014-08-14 18:44:36,3,4,4
2014-08-14 18:44:37,3,7,4
2014-08-14 18:44:38,3,7,4
2014-08-14 18:44:39,3,7,3
2014-08-14 18:44:40,3,7,4
2014-08-14 18:44:41,3,7,4
2014-08-14 18:44:42,3,7,4
2014-08-14 18:44:43,1,7,4
2014-08-14 18:44:44,3,7,4
2014-08-14 18:44:45,4,7,4
2014-08-14 18:44:46,4,7,8
2014-08-14 18:44:47,6,7,4
2014-08-14 18:44:48,6,7,4
2014-08-14 18:44:49,4,7,4
2014-08-14 18:44:50,4,7,4
2014-08-14 18:44:51,4,7,4
2014-08-14 18:44:52,4,7,4
2014-08-14 18:44:53,2,7,4
2014-08-14 18:44:54,2,7,4
2014-08-14 18:44:55,2,7,3
2014-08-14 18:44:56,2,7,4
2014-08-14 18:44:57,2,7,8
2014-08-14 18:44:58,2,8,7
2014-08-14 18:44:59,2,7,7
2014-08-14 18:45:00,2,7,7
2014-08-14 18:45:01,2,7,7
2014-08-14 18:45:02,2,7,7
2014-08-14 18:45:03,2,7,7
2014-08-14 18:45:04,2,7,7
2014-08-14 18:45:05,2,7,7
2014-08-14 18:45:06,2,4,8
2014-08-14 18:45:07,2,4,8
2014-08-14 18:45:08,2,2,8
2014-08-14 18:45:09,2,2,8
2014-08-14 18:45:10,2,2,8
2014-08-14 18:45:11,2,2,8
2014-08-14 18:45:12,2,2,8
2014-08-14 18:45:13,2,3,8
2014-08-14 18:45:14,3,3,8
2014-08-14 18:45:15,2,3,8
2014-08-14 18:45:16,2,2,8
2014-08-14 18:45:17,2,2,8
2014-08-14 18:45:18,2,2,8
2014-08-14 18:45:19,2,2,8
2014-08-14 18:45:20,2,3,8
2014-08-14 18:45:21,2,3,8
2014-08-14 18:45:22,2,3,8
2014-08-14 18:45:23,2,3,8
2014-08-14 18:45:24,3,3,8
2014-08-14 18:45:25,3,3,8
2014-08-14 18:45:26,3,3,8
2014-08-14 18:45:27,3,3,8
2014-08-14 18:45:28,3,3,8
2014-08-14 18:45:29,3,3,8
2014-08-14 18:45:30,3,3,8
2014-08-14 18:45:31,3,3,8
2014-08-14 18:45:32,3,3,8
2014-08-14 18:45:33,3,3,8
2014-08-14 18:45:34,4,3,8
2014-08-14 18:45:35,3,3,8
2014-08-14 18:45:36,4,3,8
2014-08-14 18:45:37,4,4,8
2014-08-14 18:45:38,3,2,8
2014-08-14 18:45:39,3,2,8
2014-08-14 18:45:40,4,2,8
2014-08-14 18:45:41,3,2,8
2014-08-14 18:45:42,3,2,8
2014-08-14 18:45:43,4,2,8
2014-08-14 18:45:44,4,2,4
2014-08-14 18:45:45,3,2,8
2014-08-14 18:45:46,8,2,4
2014-08-14 18:45:47,4,2,3
2014-08-14 18:45:48,3,4,8
2014-08-14 18:45:49,3,3,8
2014-08-14 18:45:50,3,3,4
2014-08-14 18:45:51,3,3,4
2014-08-14 18:45:52,3,1,3
2014-08-14 18:45:53,4,1,3
2014-08-14 18:45:54,4,3,3
2014-08-14 18:45:55,4,3,4
2014-08-14 18:45:56,4,3,4
2014-08-14 18:45:57,4,3,4
2014-08-14 18:45:58,4,3,8
2014-08-14 18:45:59,3,3,2
2014-08-14 18:46:00,3,3,2
2014-08-14 18:46:01,3,3,0
2014-08-14 18:46:02,3,3,0
2014-08-14 18:46:03,1,3,0
2014-08-14 18:46:04,1,3,2
2014-08-14 18:46:05,3,3,2
2014-08-14 18:46:06,3,2,2
2014-08-14 18:46:07,3,2,2
2014-08-14 18:46:08,3,2,2
2014-08-14 18:46:09,3,2,2
2014-08-14 18:46:10,8,2,2
2014-08-14 18:46:11,3,2,2
2014-08-14 18:46:12,3,2,2
2014-08-14 18:46:13,8,2,2
2014-08-14 18:46:14,3,2,2
2014-08-14 18:46:15,3,2,2
2014-08-14 18:46:16,8,2,2
2014-08-14 18:46:17,8,2,2
2014-08-14 18:46:18,3,2,2
2014-08-14 18:46:19,2,2,2
2014-08-14 18:46:20,2,2,2
2014-08-14 18:46:21,3,2,2
2014-08-14 18:46:22,3,2,2
2014-08-14 18:46:23,2,2,2
2014-08-14 18:46:24,2,2,2
2014-08-14 18:46:25,3,3,2
2014-08-14 18:46:26,2,3,0
2014-08-14 18:46:27,2,3,0
2014-08-14 18:46:28,2,3,8
2014-08-14 18:46:29,2,3,6
2014-08-14 18:46:30,3,2,6
2014-08-14 18:46:31,3,2,6
2014-08-14 18:46:32,3,2,8
2014-08-14 18:46:33,8,2,3
2014-08-14 18:46:34,8,2,2
2014-08-14 18:46:35,7,2,2
2014-08-14 18:46:36,6,2,2
2014-08-14 18:46:37,7,2,2
2014-08-14 18:46:38,7,2,2
2014-08-14 18:46:39,6,2,2
2014-08-14 18:46:40,7,2,2
2014-08-14 18:46:41,7,2,2
2014-08-14 18:46:42,4,2,2
2014-08-14 18:46:43,4,5,2
2014-08-14 18:46:44,8,5,2
2014-08-14 18:46:45,8,5,2
2014-08-14 18:46:46,8,5,2
2014-08-14 18:46:47,2,5,2
2014-08-14 18:46:48,2,5,2
2014-08-14 18:46:49,2,5,2
2014-08-14 18:46:50,2,5,2
2014-08-14 18:46:51,2,5,2
2014-08-14 18:46:52,2,5,2
2014-08-14 18:46:53,2,5,1
2014-08-14 18:46:54,2,5,1
2014-08-14 18:46:55,2,5,1
2014-08-14 18:46:56,2,7,2
2014-08-14 18:46:57,3,7,2
2014-08-14 18:46:58,3,7,2
2014-08-14 18:46:59,3,7,2
2014-08-14 18:47:00,2,7,2
2014-08-14 18:47:01,2,7,2
2014-08-14 18:47:02,2,7,2
2014-08-14 18:47:03,2,7,2
2014-08-14 18:47:04,2,7,2
2014-08-14 18:47:05,2,7,2
2014-08-14 18:47:06,2,5,2
2014-08-14 18:47:07,2,7,2
2014-08-14 18:47:08,2,7,2
2014-08-14 18:47:09,1,5,2
2014-08-14 18:47:10,1,7,2
2014-08-14 18:47:11,1,7,2
2014-08-14 18:47:12,2,7,2
2014-08-14 18:47:13,2,7,2
2014-08-14 18:47:14,2,5,2
2014-08-14 18:47:15,2,5,2
2014-08-14 18:47:16,1,5,2
2014-08-14 18:47:17,1,5,2
2014-08-14 18:47:18,2,5,2
2014-08-14 18:47:19,2,5,2
2014-08-14 18:47:20,2,5,2
2014-08-14 18:47:21,2,7,2
2014-08-14 18:47:22,2,7,2
2014-08-14 18:47:23,2,5,2
2014-08-14 18:47:24,2,5,2
2014-08-14 18:47:25,2,5,2
2014-08-14 18:47:26,2,5,2
2014-08-14 18:47:27,2,5,2
2014-08-14 18:47:28,2,5,2
2014-08-14 18:47:29,2,7,2
2014-08-14 18:47:30,2,7,2
2014-08-14 18:47:31,2,7,2
2014-08-14 18:47:32,2,7,2
2014-08-14 18:47:33,2,7,2
2014-08-14 18:47:34,2,5,2
2014-08-14 18:47:35,2,5,2
2014-08-14 18:47:36,2,5,2
2014-08-14 18:47:37,2,5,2
2014-08-14 18:47:38,2,5,2
2014-08-14 18:47:39,2,5,2
2014-08-14 18:47:40,2,5,2
2014-08-14 18:47:41,2,5,2
2014-08-14 18:47:42,2,5,2
2014-08-14 18:47:43,2,5,2
2014-08-14 18:47:44,2,5,2
2014-08-14 18:47:45,2,5,2
2014-08-14 18:47:46,2,5,2
2014-08-14 18:47:47,2,5,2
2014-08-14 18:47:48,2,5,2
2014-08-14 18:47:49,2,5,2
2014-08-14 18:47:50,2,5,2
2014-08-14 18:47:51,2,5,2
2014-08-14 18:47:52,2,5,2
2014-08-14 18:47:53,2,5,2
2014-08-14 18:47:54,2,5,2
2014-08-14 18:47:55,2,5,2
2014-08-14 18:47:56,0,0,0
2014-08-14 18:47:57,0,0,0
2014-08-14 18:47:58,0,0,0
