time,christina,jonathan,yvonne
2014-07-19 14:00:30,3,7,2
2014-07-19 14:00:31,3,7,2
2014-07-19 14:00:32,1,7,6
2014-07-19 14:00:33,3,7,6
2014-07-19 14:00:34,3,7,7
2014-07-19 14:00:35,3,4,7
2014-07-19 14:00:36,3,4,7
2014-07-19 14:00:37,6,2,8
2014-07-19 14:00:38,6,2,6
2014-07-19 14:00:39,6,8,6
2014-07-19 14:00:40,6,8,6
2014-07-19 14:00:41,6,8,6
2014-07-19 14:00:42,6,8,6
2014-07-19 14:00:43,3,7,6
2014-07-19 14:00:44,3,8,6
2014-07-19 14:00:45,1,8,8
2014-07-19 14:00:46,1,8,6
2014-07-19 14:00:47,1,8,7
2014-07-19 14:00:48,1,8,4
2014-07-19 14:00:49,1,3,4
2014-07-19 14:00:50,1,3,8
2014-07-19 14:00:51,3,5,0
2014-07-19 14:00:52,3,5,0
2014-07-19 14:00:53,3,3,0
2014-07-19 14:00:54,3,3,0
2014-07-19 14:00:55,3,8,0
2014-07-19 14:00:56,3,8,0
2014-07-19 14:00:57,3,3,0
2014-07-19 14:00:58,3,3,4
2014-07-19 14:00:59,3,2,4
2014-07-19 14:01:00,2,2,7
2014-07-19 14:01:01,2,2,7
2014-07-19 14:01:02,2,2,7
2014-07-19 14:01:03,2,2,7
2014-07-19 14:01:04,2,2,7
2014-07-19 14:01:05,2,2,7
2014-07-19 14:01:06,2,2,7
2014-07-19 14:01:07,2,2,7
2014-07-19 14:01:08,2,2,7
2014-07-19 14:01:09,2,2,7
2014-07-19 14:01:10,2,2,7
2014-07-19 14:01:11,2,2,7
2014-07-19 14:01:12,2,6,7
2014-07-19 14:01:13,2,2,7
2014-07-19 14:01:14,2,2,7
2014-07-19 14:01:15,2,2,7
2014-07-19 14:01:16,2,2,7
2014-07-19 14:01:17,2,2,7
2014-07-19 14:01:18,2,2,7
2014-07-19 14:01:19,2,6,7
2014-07-19 14:01:20,2,2,7
2014-07-19 14:01:21,1,2,7
2014-07-19 14:01:22,1,2,7
2014-07-19 14:01:23,1,2,7
2014-07-19 14:01:24,1,2,7
2014-07-19 14:01:25,1,2,7
2014-07-19 14:01:26,1,0,7
2014-07-19 14:01:27,1,2,7
2014-07-19 14:01:28,1,2,7
2014-07-19 14:01:29,1,2,7
2014-07-19 14:01:30,1,2,7
2014-07-19 14:01:31,1,2,7
2014-07-19 14:01:32,1,2,7
2014-07-19 14:01:33,1,8,7
2014-07-19 14:01:34,1,1,7
2014-07-19 14:01:35,1,1,7
2014-07-19 14:01:36,1,1,7
2014-07-19 14:01:37,1,1,7
2014-07-19 14:01:38,1,2,7
2014-07-19 14:01:39,1,6,7
2014-07-19 14:01:40,1,0,7
2014-07-19 14:01:41,1,0,7
2014-07-19 14:01:42,2,2,7
2014-07-19 14:01:43,2,3,7
2014-07-19 14:01:44,2,3,7
2014-07-19 14:01:45,2,3,7
2014-07-19 14:01:46,2,3,7
2014-07-19 14:01:47,2,3,7
2014-07-19 14:01:48,2,1,7
2014-07-19 14:01:49,2,1,7
2014-07-19 14:01:50,2,1,7
2014-07-19 14:01:51,2,1,7
2014-07-19 14:01:52,2,2,8
2014-07-19 14:01:53,2,6,8
2014-07-19 14:01:54,2,6,4
2014-07-19 14:01:55,2,6,4
2014-07-19 14:01:56,2,2,2
2014-07-19 14:01:57,2,2,7
2014-07-19 14:01:58,8,2,7
2014-07-19 14:01:59,4,2,6
2014-07-19 14:02:00,4,2,7
2014-07-19 14:02:01,7,2,7
2014-07-19 14:02:02,7,2,7
2014-07-19 14:02:03,6,2,7
2014-07-19 14:02:04,6,2,7
2014-07-19 14:02:05,6,2,8
2014-07-19 14:02:06,6,2,7
2014-07-19 14:02:07,7,6,7
2014-07-19 14:02:08,6,6,7
2014-07-19 14:02:09,6,6,7
2014-07-19 14:02:10,6,6,7
2014-07-19 14:02:11,6,7,7
2014-07-19 14:02:12,6,7,7
2014-07-19 14:02:13,6,7,7
2014-07-19 14:02:14,6,7,7
2014-07-19 14:02:15,6,7,7
2014-07-19 14:02:16,6,7,7
2014-07-19 14:02:17,7,7,7
2014-07-19 14:02:18,6,6,7
2014-07-19 14:02:19,7,6,7
2014-07-19 14:02:20,6,7,7
2014-07-19 14:02:21,6,7,7
2014-07-19 14:02:22,6,7,7
2014-07-19 14:02:23,6,7,7
2014-07-19 14:02:24,6,7,7
2014-07-19 14:02:25,6,7,7
2014-07-19 14:02:26,6,7,7
2014-07-19 14:02:27,6,6,7
2014-07-19 14:02:28,6,6,7
2014-07-19 14:02:29,7,4,7
2014-07-19 14:02:30,6,4,7
2014-07-19 14:02:31,6,4,7
2014-07-19 14:02:32,6,4,8
2014-07-19 14:02:33,6,4,6
2014-07-19 14:02:34,6,3,7
2014-07-19 14:02:35,6,3,7
2014-07-19 14:02:36,6,3,8
2014-07-19 14:02:37,6,3,7
2014-07-19 14:02:38,6,4,7
2014-07-19 14:02:39,6,4,7
2014-07-19 14:02:40,6,4,6
2014-07-19 14:02:41,6,6,7
2014-07-19 14:02:42,6,6,7
2014-07-19 14:02:43,6,7,7
2014-07-19 14:02:44,6,7,8
2014-07-19 14:02:45,6,7,7
2014-07-19 14:02:46,7,7,7
2014-07-19 14:02:47,7,7,7
2014-07-19 14:02:48,4,7,7
2014-07-19 14:02:49,4,7,6
2014-07-19 14:02:50,3,7,7
2014-07-19 14:02:51,3,7,7
2014-07-19 14:02:52,3,7,7
2014-07-19 14:02:53,3,7,7
2014-07-19 14:02:54,3,4,7
2014-07-19 14:02:55,3,4,7
2014-07-19 14:02:56,3,4,7
2014-07-19 14:02:57,3,4,7
2014-07-19 14:02:58,3,6,7
2014-07-19 14:02:59,3,6,7
2014-07-19 14:03:00,3,6,7
2014-07-19 14:03:01,3,6,7
2014-07-19 14:03:02,3,6,7
2014-07-19 14:03:03,3,6,8
2014-07-19 14:03:04,3,4,7
2014-07-19 14:03:05,3,4,7
2014-07-19 14:03:06,7,4,7
2014-07-19 14:03:07,7,4,7
2014-07-19 14:03:08,7,4,7
2014-07-19 14:03:09,4,4,7
2014-07-19 14:03:10,6,3,7
2014-07-19 14:03:11,6,8,7
2014-07-19 14:03:12,6,3,7
2014-07-19 14:03:13,7,7,7
2014-07-19 14:03:14,7,7,7
2014-07-19 14:03:15,7,7,8
2014-07-19 14:03:16,3,7,3
2014-07-19 14:03:17,3,7,3
2014-07-19 14:03:18,1,7,2
2014-07-19 14:03:19,1,7,2
2014-07-19 14:03:20,1,7,2
2014-07-19 14:03:21,0,0,0
2014-07-19 14:03:22,0,0,0
2014-07-19 14:03:23,0,0,0
