time,christina,yvonne,jonathan
2014-07-19 14:15:03,4,7,6
2014-07-19 14:15:04,4,7,6
2014-07-19 14:15:05,7,7,6
2014-07-19 14:15:06,7,7,6
2014-07-19 14:15:07,7,7,6
2014-07-19 14:15:08,7,7,6
2014-07-19 14:15:09,7,7,6
2014-07-19 14:15:10,4,7,6
2014-07-19 14:15:11,4,7,6
2014-07-19 14:15:12,2,7,6
2014-07-19 14:15:13,2,7,6
2014-07-19 14:15:14,5,7,6
2014-07-19 14:15:15,5,7,6
2014-07-19 14:15:16,7,8,8
2014-07-19 14:15:17,7,6,6
2014-07-19 14:15:18,7,6,6
2014-07-19 14:15:19,7,6,6
2014-07-19 14:15:20,7,8,8
2014-07-19 14:15:21,7,8,6
2014-07-19 14:15:22,7,8,6
2014-07-19 14:15:23,8,6,6
2014-07-19 14:15:24,8,6,8
2014-07-19 14:15:25,4,7,6
2014-07-19 14:15:26,4,7,6
2014-07-19 14:15:27,4,7,6
2014-07-19 14:15:28,4,7,7
2014-07-19 14:15:29,6,7,7
2014-07-19 14:15:30,7,3,7
2014-07-19 14:15:31,6,4,7
2014-07-19 14:15:32,6,4,7
2014-07-19 14:15:33,6,4,7
2014-07-19 14:15:34,6,6,7
2014-07-19 14:15:35,6,6,7
2014-07-19 14:15:36,4,7,6
2014-07-19 14:15:37,4,6,6
2014-07-19 14:15:38,4,6,6
2014-07-19 14:15:39,4,6,6
2014-07-19 14:15:40,4,6,6
2014-07-19 14:15:41,7,6,6
2014-07-19 14:15:42,7,6,6
2014-07-19 14:15:43,6,6,8
2014-07-19 14:15:44,4,6,6
2014-07-19 14:15:45,6,4,6
2014-07-19 14:15:46,4,6,6
2014-07-19 14:15:47,4,7,8
2014-07-19 14:15:48,3,7,6
2014-07-19 14:15:49,3,7,6
2014-07-19 14:15:50,3,7,6
2014-07-19 14:15:51,3,8,8
2014-07-19 14:15:52,1,8,7
2014-07-19 14:15:53,1,8,7
2014-07-19 14:15:54,1,8,7
2014-07-19 14:15:55,1,8,8
2014-07-19 14:15:56,3,8,7
2014-07-19 14:15:57,3,8,7
2014-07-19 14:15:58,3,8,7
2014-07-19 14:15:59,3,8,7
2014-07-19 14:16:00,1,8,8
2014-07-19 14:16:01,1,8,8
2014-07-19 14:16:02,2,8,8
2014-07-19 14:16:03,3,8,8
2014-07-19 14:16:04,4,7,8
2014-07-19 14:16:05,4,7,8
2014-07-19 14:16:06,4,7,8
2014-07-19 14:16:07,4,7,7
2014-07-19 14:16:08,4,7,7
2014-07-19 14:16:09,2,6,8
2014-07-19 14:16:10,2,5,8
2014-07-19 14:16:11,2,5,8
2014-07-19 14:16:12,2,5,8
2014-07-19 14:16:13,2,5,8
2014-07-19 14:16:14,2,5,8
2014-07-19 14:16:15,3,5,8
2014-07-19 14:16:16,3,2,8
2014-07-19 14:16:17,3,2,8
2014-07-19 14:16:18,3,5,8
2014-07-19 14:16:19,3,5,8
2014-07-19 14:16:20,3,5,8
2014-07-19 14:16:21,3,5,8
2014-07-19 14:16:22,3,5,8
2014-07-19 14:16:23,3,7,8
2014-07-19 14:16:24,3,7,8
2014-07-19 14:16:25,4,7,8
2014-07-19 14:16:26,7,7,8
2014-07-19 14:16:27,8,8,8
2014-07-19 14:16:28,8,7,8
2014-07-19 14:16:29,8,7,8
2014-07-19 14:16:30,8,7,8
2014-07-19 14:16:31,7,7,8
2014-07-19 14:16:32,7,7,8
2014-07-19 14:16:33,4,7,8
2014-07-19 14:16:34,4,7,8
2014-07-19 14:16:35,6,7,8
2014-07-19 14:16:36,6,7,8
2014-07-19 14:16:37,6,7,8
2014-07-19 14:16:38,6,7,8
2014-07-19 14:16:39,6,7,8
2014-07-19 14:16:40,7,7,8
2014-07-19 14:16:41,7,7,8
2014-07-19 14:16:42,7,7,8
2014-07-19 14:16:43,7,7,8
2014-07-19 14:16:44,7,7,7
2014-07-19 14:16:45,8,7,8
2014-07-19 14:16:46,7,7,8
2014-07-19 14:16:47,8,7,8
2014-07-19 14:16:48,7,7,8
2014-07-19 14:16:49,7,7,8
2014-07-19 14:16:50,7,7,8
2014-07-19 14:16:51,7,7,7
2014-07-19 14:16:52,7,7,7
2014-07-19 14:16:53,7,7,8
2014-07-19 14:16:54,4,7,8
2014-07-19 14:16:55,4,7,8
2014-07-19 14:16:56,4,7,8
2014-07-19 14:16:57,4,7,8
2014-07-19 14:16:58,7,7,8
2014-07-19 14:16:59,7,7,7
2014-07-19 14:17:00,7,7,7
2014-07-19 14:17:01,7,7,7
2014-07-19 14:17:02,7,7,5
2014-07-19 14:17:03,6,7,5
2014-07-19 14:17:04,5,7,2
2014-07-19 14:17:05,5,7,2
2014-07-19 14:17:06,5,7,0
2014-07-19 14:17:07,5,7,0
2014-07-19 14:17:08,5,7,0
2014-07-19 14:17:09,5,7,0
2014-07-19 14:17:10,7,7,0
2014-07-19 14:17:11,7,7,0
2014-07-19 14:17:12,7,7,2
2014-07-19 14:17:13,7,7,2
2014-07-19 14:17:14,7,7,2
2014-07-19 14:17:15,7,7,2
2014-07-19 14:17:16,7,7,2
2014-07-19 14:17:17,7,7,2
2014-07-19 14:17:18,4,7,2
2014-07-19 14:17:19,4,7,2
2014-07-19 14:17:20,4,7,2
2014-07-19 14:17:21,2,8,2
2014-07-19 14:17:22,2,7,2
2014-07-19 14:17:23,2,7,2
2014-07-19 14:17:24,2,7,2
2014-07-19 14:17:25,2,7,2
2014-07-19 14:17:26,2,7,1
2014-07-19 14:17:27,2,7,1
2014-07-19 14:17:28,2,7,1
2014-07-19 14:17:29,2,7,1
2014-07-19 14:17:30,1,7,1
2014-07-19 14:17:31,1,7,1
2014-07-19 14:17:32,1,7,1
2014-07-19 14:17:33,1,7,1
2014-07-19 14:17:34,1,7,3
2014-07-19 14:17:35,1,7,3
2014-07-19 14:17:36,1,7,1
2014-07-19 14:17:37,3,7,2
2014-07-19 14:17:38,3,7,2
2014-07-19 14:17:39,3,7,3
2014-07-19 14:17:40,3,7,3
2014-07-19 14:17:41,3,7,4
2014-07-19 14:17:42,3,5,3
2014-07-19 14:17:43,3,5,3
2014-07-19 14:17:44,3,5,3
2014-07-19 14:17:45,3,5,3
2014-07-19 14:17:46,8,5,3
2014-07-19 14:17:47,7,5,1
2014-07-19 14:17:48,7,5,3
2014-07-19 14:17:49,8,5,2
2014-07-19 14:17:50,7,5,2
2014-07-19 14:17:51,7,2,2
2014-07-19 14:17:52,8,2,2
2014-07-19 14:17:53,8,2,2
2014-07-19 14:17:54,3,2,1
2014-07-19 14:17:55,3,2,1
2014-07-19 14:17:56,3,0,1
2014-07-19 14:17:57,3,0,1
2014-07-19 14:17:58,3,0,2
2014-07-19 14:17:59,3,0,2
2014-07-19 14:18:00,2,2,2
2014-07-19 14:18:01,2,2,0
2014-07-19 14:18:02,2,2,2
2014-07-19 14:18:03,2,2,2
2014-07-19 14:18:04,2,2,2
2014-07-19 14:18:05,2,8,2
2014-07-19 14:18:06,2,2,2
2014-07-19 14:18:07,2,2,2
2014-07-19 14:18:08,2,2,0
2014-07-19 14:18:09,2,2,0
2014-07-19 14:18:10,2,2,2
2014-07-19 14:18:11,8,2,2
2014-07-19 14:18:12,5,2,2
2014-07-19 14:18:13,5,2,2
2014-07-19 14:18:14,5,2,2
2014-07-19 14:18:15,5,2,2
2014-07-19 14:18:16,5,2,2
2014-07-19 14:18:17,5,2,2
2014-07-19 14:18:18,5,2,2
2014-07-19 14:18:19,5,2,2
2014-07-19 14:18:20,5,2,2
2014-07-19 14:18:21,5,2,3
2014-07-19 14:18:22,5,2,2
2014-07-19 14:18:23,5,2,2
2014-07-19 14:18:24,5,2,2
2014-07-19 14:18:25,5,2,2
2014-07-19 14:18:26,5,2,2
2014-07-19 14:18:27,5,2,2
2014-07-19 14:18:28,4,2,2
2014-07-19 14:18:29,4,2,2
2014-07-19 14:18:30,7,2,2
2014-07-19 14:18:31,7,2,2
2014-07-19 14:18:32,7,2,2
2014-07-19 14:18:33,7,2,2
2014-07-19 14:18:34,7,2,3
2014-07-19 14:18:35,7,2,3
2014-07-19 14:18:36,7,2,3
2014-07-19 14:18:37,4,2,2
2014-07-19 14:18:38,3,2,2
2014-07-19 14:18:39,3,2,2
2014-07-19 14:18:40,2,2,3
2014-07-19 14:18:41,0,0,0
2014-07-19 14:18:42,0,0,0
