time,christina,jonathan,yvonne
2014-07-19 15:15:48,7,7,1
2014-07-19 15:15:49,7,4,1
2014-07-19 15:15:50,7,4,0
2014-07-19 15:15:51,7,8,0
2014-07-19 15:15:52,5,7,0
2014-07-19 15:15:53,5,8,0
2014-07-19 15:15:54,2,8,2
2014-07-19 15:15:55,2,8,2
2014-07-19 15:15:56,2,8,2
2014-07-19 15:15:57,5,8,2
2014-07-19 15:15:58,2,8,2
2014-07-19 15:15:59,2,8,0
2014-07-19 15:16:00,2,8,6
2014-07-19 15:16:01,2,8,2
2014-07-19 15:16:02,2,8,2
2014-07-19 15:16:03,5,8,2
2014-07-19 15:16:04,5,8,2
2014-07-19 15:16:05,5,8,6
2014-07-19 15:16:06,4,8,0
2014-07-19 15:16:07,7,4,0
2014-07-19 15:16:08,3,8,0
2014-07-19 15:16:09,3,8,0
2014-07-19 15:16:10,3,8,0
2014-07-19 15:16:11,3,8,0
2014-07-19 15:16:12,3,8,0
2014-07-19 15:16:13,3,8,0
2014-07-19 15:16:14,3,5,0
2014-07-19 15:16:15,3,8,0
2014-07-19 15:16:16,1,8,2
2014-07-19 15:16:17,1,8,5
2014-07-19 15:16:18,1,8,5
2014-07-19 15:16:19,1,8,5
2014-07-19 15:16:20,1,8,7
2014-07-19 15:16:21,1,8,7
2014-07-19 15:16:22,1,8,6
2014-07-19 15:16:23,1,8,6
2014-07-19 15:16:24,1,8,6
2014-07-19 15:16:25,1,8,6
2014-07-19 15:16:26,1,6,6
2014-07-19 15:16:27,1,2,6
2014-07-19 15:16:28,1,2,6
2014-07-19 15:16:29,1,2,6
2014-07-19 15:16:30,1,2,6
2014-07-19 15:16:31,1,2,6
2014-07-19 15:16:32,3,2,6
2014-07-19 15:16:33,3,2,8
2014-07-19 15:16:34,3,2,8
2014-07-19 15:16:35,4,2,8
2014-07-19 15:16:36,4,2,8
2014-07-19 15:16:37,3,2,3
2014-07-19 15:16:38,2,2,3
2014-07-19 15:16:39,7,0,3
2014-07-19 15:16:40,7,0,3
2014-07-19 15:16:41,7,0,3
2014-07-19 15:16:42,7,2,3
2014-07-19 15:16:43,7,2,3
2014-07-19 15:16:44,7,2,3
2014-07-19 15:16:45,6,2,3
2014-07-19 15:16:46,6,2,1
2014-07-19 15:16:47,6,2,1
2014-07-19 15:16:48,6,1,3
2014-07-19 15:16:49,6,3,1
2014-07-19 15:16:50,6,3,3
2014-07-19 15:16:51,7,3,3
2014-07-19 15:16:52,6,3,3
2014-07-19 15:16:53,6,3,3
2014-07-19 15:16:54,7,8,3
2014-07-19 15:16:55,7,8,3
2014-07-19 15:16:56,7,8,3
2014-07-19 15:16:57,7,2,3
2014-07-19 15:16:58,7,0,1
2014-07-19 15:16:59,7,0,3
2014-07-19 15:17:00,7,0,1
2014-07-19 15:17:01,4,0,3
2014-07-19 15:17:02,4,0,3
2014-07-19 15:17:03,4,0,3
2014-07-19 15:17:04,4,0,1
2014-07-19 15:17:05,5,0,3
2014-07-19 15:17:06,5,0,3
2014-07-19 15:17:07,5,0,1
2014-07-19 15:17:08,5,0,1
2014-07-19 15:17:09,5,0,2
2014-07-19 15:17:10,5,1,1
2014-07-19 15:17:11,0,0,0
2014-07-19 15:17:12,0,0,0
