time,24C41EC3-7ECC-40DA-B942-7ABE23017E74,9A5116EA-2793-4C75-AC93-524C9EF550FD,1A56F5DD-C5B6-4E56-8690-E5A12BAA7E78,BD49B35A-8999-4987-9759-8D3F28D1292B
2015-05-01 17:54:16,2,1,2,7
2015-05-01 17:54:17,2,3,2,8
2015-05-01 17:54:18,4,3,2,7
2015-05-01 17:54:19,4,3,2,7
2015-05-01 17:54:20,6,4,0,7
2015-05-01 17:54:21,6,7,2,7
2015-05-01 17:54:22,4,7,6,2
2015-05-01 17:54:23,4,7,6,0
2015-05-01 17:54:24,7,7,6,0
2015-05-01 17:54:25,7,7,7,0
2015-05-01 17:54:26,7,7,7,0
2015-05-01 17:54:27,7,8,7,0
2015-05-01 17:54:28,7,8,7,0
2015-05-01 17:54:29,4,8,7,2
2015-05-01 17:54:30,4,4,7,6
2015-05-01 17:54:31,4,4,6,6
2015-05-01 17:54:32,7,8,6,8
2015-05-01 17:54:33,7,7,7,8
2015-05-01 17:54:34,7,7,7,8
2015-05-01 17:54:35,7,4,7,8
2015-05-01 17:54:36,7,7,7,8
2015-05-01 17:54:37,7,7,7,8
2015-05-01 17:54:38,7,7,8,8
2015-05-01 17:54:39,7,8,8,4
2015-05-01 17:54:40,7,8,8,8
2015-05-01 17:54:41,7,7,7,8
2015-05-01 17:54:42,8,8,7,8
2015-05-01 17:54:43,8,7,7,8
2015-05-01 17:54:44,4,3,6,8
2015-05-01 17:54:45,4,3,6,7
2015-05-01 17:54:46,4,3,6,7
2015-05-01 17:54:47,4,1,6,6
2015-05-01 17:54:48,4,1,6,6
2015-05-01 17:54:49,4,1,8,5
2015-05-01 17:54:50,4,1,8,6
2015-05-01 17:54:51,4,2,8,7
2015-05-01 17:54:52,4,2,8,7
2015-05-01 17:54:53,2,3,8,7
2015-05-01 17:54:54,2,2,8,7
2015-05-01 17:54:55,2,2,8,7
2015-05-01 17:54:56,2,2,8,2
2015-05-01 17:54:57,2,3,8,0
2015-05-01 17:54:58,2,3,8,0
2015-05-01 17:54:59,2,3,8,0
2015-05-01 17:55:00,2,3,8,0
2015-05-01 17:55:01,2,3,8,0
2015-05-01 17:55:02,2,4,8,0
2015-05-01 17:55:03,2,4,7,0
2015-05-01 17:55:04,2,4,7,0
2015-05-01 17:55:05,2,4,7,0
2015-05-01 17:55:06,2,4,7,0
2015-05-01 17:55:07,2,4,7,0
2015-05-01 17:55:08,2,4,7,0
2015-05-01 17:55:09,2,4,7,0
2015-05-01 17:55:10,2,4,7,0
2015-05-01 17:55:11,2,6,7,0
2015-05-01 17:55:12,1,6,7,2
2015-05-01 17:55:13,1,6,7,2
2015-05-01 17:55:14,1,6,7,2
2015-05-01 17:55:15,1,8,7,2
2015-05-01 17:55:16,1,8,7,2
2015-05-01 17:55:17,2,8,7,2
2015-05-01 17:55:18,2,6,7,2
2015-05-01 17:55:19,2,4,8,2
2015-05-01 17:55:20,2,4,8,2
2015-05-01 17:55:21,2,4,7,2
2015-05-01 17:55:22,2,4,8,2
2015-05-01 17:55:23,1,7,7,2
2015-05-01 17:55:24,1,7,7,2
2015-05-01 17:55:25,1,3,4,2
2015-05-01 17:55:26,1,8,4,2
2015-05-01 17:55:27,3,8,4,2
2015-05-01 17:55:28,3,8,2,3
2015-05-01 17:55:29,3,8,2,3
2015-05-01 17:55:30,3,8,2,8
2015-05-01 17:55:31,3,8,8,8
2015-05-01 17:55:32,1,8,7,8
2015-05-01 17:55:33,3,8,7,8
2015-05-01 17:55:34,3,6,7,8
2015-05-01 17:55:35,3,6,7,8
2015-05-01 17:55:36,3,6,7,3
2015-05-01 17:55:37,3,6,7,3
2015-05-01 17:55:38,3,6,7,3
2015-05-01 17:55:39,3,7,7,3
2015-05-01 17:55:40,8,4,7,3
2015-05-01 17:55:41,8,4,8,3
2015-05-01 17:55:42,8,2,8,3
2015-05-01 17:55:43,8,2,8,3
2015-05-01 17:55:44,3,3,8,3
2015-05-01 17:55:45,3,3,8,3
2015-05-01 17:55:46,3,3,7,4
2015-05-01 17:55:47,3,3,7,8
2015-05-01 17:55:48,3,3,7,7
2015-05-01 17:55:49,3,3,7,7
2015-05-01 17:55:50,3,4,7,7
2015-05-01 17:55:51,3,4,6,4
2015-05-01 17:55:52,3,4,8,4
2015-05-01 17:55:53,1,4,7,3
2015-05-01 17:55:54,1,7,7,3
2015-05-01 17:55:55,3,7,7,3
2015-05-01 17:55:56,3,7,7,3
2015-05-01 17:55:57,3,8,7,3
2015-05-01 17:55:58,4,8,7,3
2015-05-01 17:55:59,7,8,7,1
2015-05-01 17:56:00,4,8,7,1
2015-05-01 17:56:01,4,8,7,1
2015-05-01 17:56:02,4,3,7,1
2015-05-01 17:56:03,4,3,7,1
2015-05-01 17:56:04,4,8,6,3
2015-05-01 17:56:05,4,3,6,2
2015-05-01 17:56:06,8,3,2,2
2015-05-01 17:56:07,8,3,0,2
2015-05-01 17:56:08,3,4,3,2
2015-05-01 17:56:09,3,4,3,2
2015-05-01 17:56:10,3,4,3,2
2015-05-01 17:56:11,3,4,3,8
2015-05-01 17:56:12,3,3,3,8
2015-05-01 17:56:13,3,3,2,8
2015-05-01 17:56:14,3,3,2,3
2015-05-01 17:56:15,3,1,2,3
2015-05-01 17:56:16,3,1,2,3
2015-05-01 17:56:17,3,1,4,3
2015-05-01 17:56:18,3,8,4,3
2015-05-01 17:56:19,3,8,4,3
2015-05-01 17:56:20,3,8,4,3
2015-05-01 17:56:21,3,8,4,3
2015-05-01 17:56:22,3,8,4,3
2015-05-01 17:56:23,3,8,4,3
2015-05-01 17:56:24,3,8,4,3
2015-05-01 17:56:25,3,8,4,3
2015-05-01 17:56:26,3,8,4,3
2015-05-01 17:56:27,3,8,4,3
2015-05-01 17:56:28,3,1,4,3
2015-05-01 17:56:29,3,8,2,3
2015-05-01 17:56:30,4,8,2,4
2015-05-01 17:56:31,3,8,4,4
2015-05-01 17:56:32,3,8,4,4
2015-05-01 17:56:33,3,8,7,4
2015-05-01 17:56:34,3,8,6,7
2015-05-01 17:56:35,3,8,6,3
2015-05-01 17:56:36,3,8,6,0
2015-05-01 17:56:37,3,8,6,0
2015-05-01 17:56:38,3,8,6,0
2015-05-01 17:56:39,3,7,6,0
2015-05-01 17:56:40,3,7,7,0
2015-05-01 17:56:41,3,7,7,0
2015-05-01 17:56:42,3,7,7,0
2015-05-01 17:56:43,3,7,7,0
2015-05-01 17:56:44,3,7,7,0
2015-05-01 17:56:45,3,3,7,0
2015-05-01 17:56:46,3,8,7,2
2015-05-01 17:56:47,8,8,7,2
2015-05-01 17:56:48,7,7,7,2
2015-05-01 17:56:49,8,4,7,2
2015-05-01 17:56:50,8,4,7,2
2015-05-01 17:56:51,7,4,7,2
2015-05-01 17:56:52,8,4,7,6
2015-05-01 17:56:53,8,3,7,6
2015-05-01 17:56:54,8,3,7,6
2015-05-01 17:56:55,8,3,7,8
2015-05-01 17:56:56,8,1,7,7
2015-05-01 17:56:57,3,1,7,7
2015-05-01 17:56:58,3,1,7,7
2015-05-01 17:56:59,3,1,7,4
2015-05-01 17:57:00,3,1,7,4
2015-05-01 17:57:01,8,1,7,8
2015-05-01 17:57:02,8,1,7,8
2015-05-01 17:57:03,8,1,7,4
2015-05-01 17:57:04,8,1,7,4
2015-05-01 17:57:05,4,1,7,4
2015-05-01 17:57:06,4,1,7,4
2015-05-01 17:57:07,4,1,7,4
2015-05-01 17:57:08,7,1,7,4
2015-05-01 17:57:09,3,1,7,4
2015-05-01 17:57:10,0,1,7,4
2015-05-01 17:57:11,0,1,7,4
2015-05-01 17:57:12,0,1,6,4
2015-05-01 17:57:13,0,1,6,3
2015-05-01 17:57:14,2,3,6,7
2015-05-01 17:57:15,2,3,6,4
2015-05-01 17:57:16,2,7,6,4
2015-05-01 17:57:17,2,7,7,4
2015-05-01 17:57:18,2,8,6,7
2015-05-01 17:57:19,2,8,6,8
2015-05-01 17:57:20,2,8,6,8
2015-05-01 17:57:21,4,8,6,8
2015-05-01 17:57:22,4,8,6,6
2015-05-01 17:57:23,4,8,7,7
2015-05-01 17:57:24,8,7,7,4
2015-05-01 17:57:25,8,4,7,4
2015-05-01 17:57:26,8,7,6,0
2015-05-01 17:57:27,8,4,8,0
2015-05-01 17:57:28,8,2,6,0
2015-05-01 17:57:29,8,2,6,3
2015-05-01 17:57:30,7,2,7,6
2015-05-01 17:57:31,7,2,8,3
2015-05-01 17:57:32,7,4,7,4
2015-05-01 17:57:33,7,4,7,4
2015-05-01 17:57:34,8,4,7,4
2015-05-01 17:57:35,8,4,7,8
2015-05-01 17:57:36,8,4,7,8
2015-05-01 17:57:37,4,4,7,4
2015-05-01 17:57:38,3,4,7,4
2015-05-01 17:57:39,3,4,7,4
2015-05-01 17:57:40,3,4,7,4
2015-05-01 17:57:41,4,4,4,4
2015-05-01 17:57:42,4,4,4,4
2015-05-01 17:57:43,4,4,4,4
2015-05-01 17:57:44,4,4,4,4
2015-05-01 17:57:45,8,4,4,4
2015-05-01 17:57:46,8,4,4,4
2015-05-01 17:57:47,8,4,4,4
2015-05-01 17:57:48,4,4,4,4
2015-05-01 17:57:49,4,4,4,4
2015-05-01 17:57:50,4,4,4,4
2015-05-01 17:57:51,4,4,4,4
2015-05-01 17:57:52,4,4,4,4
2015-05-01 17:57:53,4,4,4,4
2015-05-01 17:57:54,7,7,4,4
2015-05-01 17:57:55,4,7,4,6
2015-05-01 17:57:56,7,7,4,6
2015-05-01 17:57:57,7,3,4,6
2015-05-01 17:57:58,7,3,4,6
2015-05-01 17:57:59,7,3,4,6
2015-05-01 17:58:00,7,3,4,6
2015-05-01 17:58:01,7,3,4,4
2015-05-01 17:58:02,7,3,3,4
2015-05-01 17:58:03,7,3,4,4
2015-05-01 17:58:04,7,3,4,4
2015-05-01 17:58:05,7,3,4,4
2015-05-01 17:58:06,7,3,4,4
2015-05-01 17:58:07,7,7,4,4
2015-05-01 17:58:08,7,7,4,4
2015-05-01 17:58:09,7,7,4,4
2015-05-01 17:58:10,4,7,4,4
2015-05-01 17:58:11,4,7,4,4
2015-05-01 17:58:12,4,7,4,4
2015-05-01 17:58:13,4,7,4,4
2015-05-01 17:58:14,4,7,4,4
2015-05-01 17:58:15,4,7,4,4
2015-05-01 17:58:16,4,7,4,2
2015-05-01 17:58:17,4,7,4,2
2015-05-01 17:58:18,4,7,2,2
2015-05-01 17:58:19,4,7,0,2
2015-05-01 17:58:20,4,4,0,2
2015-05-01 17:58:21,4,4,0,2
2015-05-01 17:58:22,7,4,0,2
2015-05-01 17:58:23,7,4,2,2
2015-05-01 17:58:24,4,4,2,2
2015-05-01 17:58:25,4,3,2,2
2015-05-01 17:58:26,6,3,2,2
2015-05-01 17:58:27,0,3,4,2
2015-05-01 17:58:28,2,3,4,4
2015-05-01 17:58:29,2,3,4,4
2015-05-01 17:58:30,8,3,4,4
2015-05-01 17:58:31,8,3,4,4
2015-05-01 17:58:32,4,3,4,4
2015-05-01 17:58:33,7,4,4,4
2015-05-01 17:58:34,6,4,4,4
2015-05-01 17:58:35,6,7,4,4
2015-05-01 17:58:36,6,6,4,4
2015-05-01 17:58:37,8,6,4,4
2015-05-01 17:58:38,8,6,4,7
2015-05-01 17:58:39,8,6,4,6
2015-05-01 17:58:40,8,6,7,6
2015-05-01 17:58:41,8,6,7,7
2015-05-01 17:58:42,6,7,7,7
2015-05-01 17:58:43,8,7,7,7
2015-05-01 17:58:44,8,7,7,7
2015-05-01 17:58:45,8,7,7,4
2015-05-01 17:58:46,8,4,7,7
2015-05-01 17:58:47,8,4,7,6
2015-05-01 17:58:48,8,4,7,6
2015-05-01 17:58:49,8,3,7,7
2015-05-01 17:58:50,8,3,7,4
2015-05-01 17:58:51,8,3,7,4
2015-05-01 17:58:52,8,3,7,8
2015-05-01 17:58:53,8,3,7,5
2015-05-01 17:58:54,8,1,7,5
2015-05-01 17:58:55,8,1,7,4
2015-05-01 17:58:56,8,1,7,4
2015-05-01 17:58:57,8,1,7,4
2015-05-01 17:58:58,8,1,7,4
2015-05-01 17:58:59,8,1,7,4
2015-05-01 17:59:00,6,1,7,4
2015-05-01 17:59:01,6,1,7,4
2015-05-01 17:59:02,6,1,7,4
2015-05-01 17:59:03,6,1,6,7
2015-05-01 17:59:04,7,3,6,4
2015-05-01 17:59:05,7,3,7,4
2015-05-01 17:59:06,7,3,7,4
2015-05-01 17:59:07,7,4,8,7
2015-05-01 17:59:08,7,7,8,2
2015-05-01 17:59:09,7,4,8,0
2015-05-01 17:59:10,7,4,8,0
2015-05-01 17:59:11,8,7,8,2
2015-05-01 17:59:12,8,7,7,2
2015-05-01 17:59:13,8,7,7,2
2015-05-01 17:59:14,8,7,7,2
2015-05-01 17:59:15,8,7,7,2
2015-05-01 17:59:16,8,7,7,2
2015-05-01 17:59:17,7,7,7,2
2015-05-01 17:59:18,5,8,7,2
2015-05-01 17:59:19,5,8,7,5
2015-05-01 17:59:20,5,8,7,5
2015-05-01 17:59:21,5,4,7,6
2015-05-01 17:59:22,5,7,7,6
2015-05-01 17:59:23,5,7,7,7
2015-05-01 17:59:24,5,7,7,6
2015-05-01 17:59:25,4,7,7,6
2015-05-01 17:59:26,8,7,7,7
2015-05-01 17:59:27,8,4,7,6
2015-05-01 17:59:28,7,4,7,6
2015-05-01 17:59:29,7,4,7,6
2015-05-01 17:59:30,7,6,4,6
2015-05-01 17:59:31,4,4,4,6
2015-05-01 17:59:32,2,2,6,0
2015-05-01 17:59:33,2,2,6,2
2015-05-01 17:59:34,2,2,2,2
2015-05-01 17:59:35,2,2,2,2
2015-05-01 17:59:36,2,2,2,2
2015-05-01 17:59:37,2,2,2,2
2015-05-01 17:59:38,4,2,2,2
2015-05-01 17:59:39,4,2,0,2
2015-05-01 17:59:40,4,2,0,2
2015-05-01 17:59:41,4,2,0,2
2015-05-01 17:59:42,8,2,0,2
2015-05-01 17:59:43,8,2,0,2
2015-05-01 17:59:44,8,2,0,2
2015-05-01 17:59:45,8,2,2,2
2015-05-01 17:59:46,8,2,2,2
2015-05-01 17:59:47,8,2,2,2
2015-05-01 17:59:48,8,2,7,2
2015-05-01 17:59:49,8,2,8,2
2015-05-01 17:59:50,8,2,7,2
2015-05-01 17:59:51,8,2,4,2
2015-05-01 17:59:52,8,2,7,2
2015-05-01 17:59:53,8,2,4,2
2015-05-01 17:59:54,8,2,4,2
2015-05-01 17:59:55,8,5,4,2
2015-05-01 17:59:56,3,2,4,2
2015-05-01 17:59:57,3,1,4,2
2015-05-01 17:59:58,3,3,7,2
2015-05-01 17:59:59,3,3,8,2
2015-05-01 18:00:00,3,3,7,2
2015-05-01 18:00:01,3,5,7,2
2015-05-01 18:00:02,3,3,7,2
2015-05-01 18:00:03,3,3,8,2
2015-05-01 18:00:04,3,3,6,2
2015-05-01 18:00:05,8,3,4,2
2015-05-01 18:00:06,8,3,4,2
2015-05-01 18:00:07,8,3,6,2
2015-05-01 18:00:08,7,3,7,2
2015-05-01 18:00:09,7,3,6,2
2015-05-01 18:00:10,7,3,2,2
2015-05-01 18:00:11,6,3,2,2
2015-05-01 18:00:12,6,3,2,2
2015-05-01 18:00:13,2,3,2,2
2015-05-01 18:00:14,2,1,2,2
2015-05-01 18:00:15,2,1,2,2
2015-05-01 18:00:16,2,3,2,2
2015-05-01 18:00:17,2,3,2,2
2015-05-01 18:00:18,2,3,2,2
2015-05-01 18:00:19,2,2,2,2
2015-05-01 18:00:20,2,2,2,2
2015-05-01 18:00:21,2,2,2,2
2015-05-01 18:00:22,2,2,2,2
2015-05-01 18:00:23,2,2,2,2
2015-05-01 18:00:24,2,2,2,2
2015-05-01 18:00:25,2,2,2,2
2015-05-01 18:00:26,2,2,2,2
2015-05-01 18:00:27,2,2,2,2
2015-05-01 18:00:28,2,2,2,2
2015-05-01 18:00:29,2,2,2,2
2015-05-01 18:00:30,2,2,2,2
2015-05-01 18:00:31,2,2,2,2
2015-05-01 18:00:32,2,2,2,2
2015-05-01 18:00:33,2,2,2,2
2015-05-01 18:00:34,2,2,2,2
2015-05-01 18:00:35,2,2,2,2
2015-05-01 18:00:36,2,2,2,2
2015-05-01 18:00:37,2,2,2,2
2015-05-01 18:00:38,2,2,2,2
2015-05-01 18:00:39,2,2,2,2
2015-05-01 18:00:40,2,2,3,2
2015-05-01 18:00:41,2,2,3,2
2015-05-01 18:00:42,2,2,8,2
2015-05-01 18:00:43,2,2,8,2
2015-05-01 18:00:44,2,2,8,2
2015-05-01 18:00:45,2,2,2,2
2015-05-01 18:00:46,2,2,2,2
2015-05-01 18:00:47,2,2,2,2
2015-05-01 18:00:48,2,2,2,2
2015-05-01 18:00:49,2,2,2,2
2015-05-01 18:00:50,2,2,2,2
2015-05-01 18:00:51,2,2,2,2
2015-05-01 18:00:52,2,2,2,2
2015-05-01 18:00:53,2,2,2,2
2015-05-01 18:00:54,2,2,2,2
2015-05-01 18:00:55,2,2,2,2
2015-05-01 18:00:56,0,0,0,2
2015-05-01 18:00:57,0,0,0,2
2015-05-01 18:00:58,0,0,0,5
2015-05-01 18:00:59,0,0,0,5
2015-05-01 18:01:00,0,0,0,5
2015-05-01 18:01:01,0,0,0,0
