time,BD49B35A-8999-4987-9759-8D3F28D1292B,24C41EC3-7ECC-40DA-B942-7ABE23017E74,9A5116EA-2793-4C75-AC93-524C9EF550FD,1A56F5DD-C5B6-4E56-8690-E5A12BAA7E78
2015-05-07 18:12:49,2,2,7,4
2015-05-07 18:12:50,2,2,7,2
2015-05-07 18:12:51,2,2,7,2
2015-05-07 18:12:52,2,2,7,2
2015-05-07 18:12:53,2,2,7,2
2015-05-07 18:12:54,2,2,7,2
2015-05-07 18:12:55,2,2,7,2
2015-05-07 18:12:56,2,2,7,2
2015-05-07 18:12:57,2,2,7,2
2015-05-07 18:12:58,2,8,7,2
2015-05-07 18:12:59,2,8,7,2
2015-05-07 18:13:00,2,7,7,2
2015-05-07 18:13:01,2,7,7,2
2015-05-07 18:13:02,2,7,7,2
2015-05-07 18:13:03,2,7,7,2
2015-05-07 18:13:04,2,7,7,2
2015-05-07 18:13:05,2,7,7,2
2015-05-07 18:13:06,2,7,7,2
2015-05-07 18:13:07,2,7,7,2
2015-05-07 18:13:08,2,7,7,2
2015-05-07 18:13:09,2,7,8,2
2015-05-07 18:13:10,2,7,8,2
2015-05-07 18:13:11,2,7,8,2
2015-05-07 18:13:12,2,8,8,2
2015-05-07 18:13:13,2,8,8,2
2015-05-07 18:13:14,2,8,8,2
2015-05-07 18:13:15,2,2,8,2
2015-05-07 18:13:16,2,2,8,2
2015-05-07 18:13:17,1,2,8,2
2015-05-07 18:13:18,3,2,8,2
2015-05-07 18:13:19,3,2,8,3
2015-05-07 18:13:20,3,2,8,3
2015-05-07 18:13:21,3,2,8,3
2015-05-07 18:13:22,1,2,8,8
2015-05-07 18:13:23,1,2,8,8
2015-05-07 18:13:24,2,2,8,8
2015-05-07 18:13:25,2,2,8,8
2015-05-07 18:13:26,2,2,8,8
2015-05-07 18:13:27,2,2,8,8
2015-05-07 18:13:28,2,2,8,8
2015-05-07 18:13:29,2,2,8,8
2015-05-07 18:13:30,2,2,8,8
2015-05-07 18:13:31,2,2,8,8
2015-05-07 18:13:32,2,2,8,8
2015-05-07 18:13:33,2,2,8,8
2015-05-07 18:13:34,8,2,8,8
2015-05-07 18:13:35,8,2,8,8
2015-05-07 18:13:36,8,2,8,8
2015-05-07 18:13:37,8,2,8,8
2015-05-07 18:13:38,8,2,8,8
2015-05-07 18:13:39,2,2,8,8
2015-05-07 18:13:40,2,2,8,8
2015-05-07 18:13:41,2,2,8,8
2015-05-07 18:13:42,2,2,8,8
2015-05-07 18:13:43,2,2,8,8
2015-05-07 18:13:44,2,2,8,8
2015-05-07 18:13:45,2,2,8,7
2015-05-07 18:13:46,2,2,8,7
2015-05-07 18:13:47,2,2,7,7
2015-05-07 18:13:48,2,2,7,7
2015-05-07 18:13:49,2,2,7,7
2015-05-07 18:13:50,2,2,5,7
2015-05-07 18:13:51,2,2,5,4
2015-05-07 18:13:52,2,2,2,2
2015-05-07 18:13:53,2,2,2,2
2015-05-07 18:13:54,2,2,2,2
2015-05-07 18:13:55,2,2,2,2
2015-05-07 18:13:56,2,2,2,3
2015-05-07 18:13:57,2,2,2,3
2015-05-07 18:13:58,2,2,2,3
2015-05-07 18:13:59,2,2,2,3
2015-05-07 18:14:00,2,3,2,3
2015-05-07 18:14:01,2,3,2,3
2015-05-07 18:14:02,2,8,2,3
2015-05-07 18:14:03,2,8,2,2
2015-05-07 18:14:04,2,8,2,0
2015-05-07 18:14:05,2,8,2,2
2015-05-07 18:14:06,2,8,2,2
2015-05-07 18:14:07,2,8,2,2
2015-05-07 18:14:08,2,4,3,2
2015-05-07 18:14:09,2,2,1,4
2015-05-07 18:14:10,2,2,3,3
2015-05-07 18:14:11,2,2,2,4
2015-05-07 18:14:12,2,2,1,4
2015-05-07 18:14:13,2,2,1,4
2015-05-07 18:14:14,2,2,1,4
2015-05-07 18:14:15,2,2,1,3
2015-05-07 18:14:16,2,2,1,4
2015-05-07 18:14:17,2,2,1,4
2015-05-07 18:14:18,2,2,1,3
2015-05-07 18:14:19,2,2,1,3
2015-05-07 18:14:20,2,2,2,4
2015-05-07 18:14:21,2,2,1,3
2015-05-07 18:14:22,2,2,1,3
2015-05-07 18:14:23,2,2,1,3
2015-05-07 18:14:24,2,2,1,3
2015-05-07 18:14:25,3,2,1,3
2015-05-07 18:14:26,3,2,1,3
2015-05-07 18:14:27,3,2,1,3
2015-05-07 18:14:28,3,2,1,3
2015-05-07 18:14:29,3,2,1,3
2015-05-07 18:14:30,3,3,1,4
2015-05-07 18:14:31,3,3,1,4
2015-05-07 18:14:32,3,4,2,4
2015-05-07 18:14:33,2,4,2,3
2015-05-07 18:14:34,2,4,2,3
2015-05-07 18:14:35,2,4,2,4
2015-05-07 18:14:36,2,4,2,4
2015-05-07 18:14:37,2,4,2,3
2015-05-07 18:14:38,2,4,2,3
2015-05-07 18:14:39,3,4,2,0
2015-05-07 18:14:40,3,2,8,0
2015-05-07 18:14:41,3,2,7,2
2015-05-07 18:14:42,4,2,7,2
2015-05-07 18:14:43,4,2,8,2
2015-05-07 18:14:44,3,2,8,2
2015-05-07 18:14:45,1,2,8,1
2015-05-07 18:14:46,1,2,7,1
2015-05-07 18:14:47,3,2,7,1
2015-05-07 18:14:48,3,2,7,1
2015-05-07 18:14:49,3,2,7,1
2015-05-07 18:14:50,3,2,7,1
2015-05-07 18:14:51,3,2,7,2
2015-05-07 18:14:52,3,2,7,2
2015-05-07 18:14:53,3,2,7,2
2015-05-07 18:14:54,2,2,7,2
2015-05-07 18:14:55,2,2,7,2
2015-05-07 18:14:56,2,2,7,2
2015-05-07 18:14:57,2,2,7,2
2015-05-07 18:14:58,2,2,7,2
2015-05-07 18:14:59,2,2,8,2
2015-05-07 18:15:00,2,2,8,2
2015-05-07 18:15:01,3,2,8,2
2015-05-07 18:15:02,3,2,8,2
2015-05-07 18:15:03,8,2,8,2
2015-05-07 18:15:04,8,2,7,2
2015-05-07 18:15:05,8,2,8,2
2015-05-07 18:15:06,3,2,7,2
2015-05-07 18:15:07,3,2,8,2
2015-05-07 18:15:08,3,2,8,2
2015-05-07 18:15:09,3,2,8,2
2015-05-07 18:15:10,3,2,8,2
2015-05-07 18:15:11,3,2,8,2
2015-05-07 18:15:12,3,2,8,2
2015-05-07 18:15:13,3,2,8,2
2015-05-07 18:15:14,3,2,8,2
2015-05-07 18:15:15,3,2,8,2
2015-05-07 18:15:16,3,2,8,2
2015-05-07 18:15:17,3,2,8,2
2015-05-07 18:15:18,3,2,8,2
2015-05-07 18:15:19,3,2,8,2
2015-05-07 18:15:20,4,2,8,2
2015-05-07 18:15:21,7,2,8,2
2015-05-07 18:15:22,7,2,8,2
2015-05-07 18:15:23,7,2,8,2
2015-05-07 18:15:24,7,2,8,2
2015-05-07 18:15:25,7,2,8,2
2015-05-07 18:15:26,7,2,8,3
2015-05-07 18:15:27,4,2,8,3
2015-05-07 18:15:28,4,2,8,3
2015-05-07 18:15:29,8,2,8,3
2015-05-07 18:15:30,7,2,8,3
2015-05-07 18:15:31,7,2,8,2
2015-05-07 18:15:32,7,2,8,2
2015-05-07 18:15:33,7,2,8,2
2015-05-07 18:15:34,3,2,3,2
2015-05-07 18:15:35,3,2,3,2
2015-05-07 18:15:36,3,2,3,2
2015-05-07 18:15:37,3,2,3,0
2015-05-07 18:15:38,2,2,2,0
2015-05-07 18:15:39,2,2,2,2
2015-05-07 18:15:40,2,2,2,2
2015-05-07 18:15:41,2,2,2,2
2015-05-07 18:15:42,2,2,2,3
2015-05-07 18:15:43,2,2,2,3
2015-05-07 18:15:44,2,2,2,1
2015-05-07 18:15:45,2,2,2,1
2015-05-07 18:15:46,2,2,2,1
2015-05-07 18:15:47,2,2,2,2
2015-05-07 18:15:48,2,2,2,2
2015-05-07 18:15:49,2,2,2,2
2015-05-07 18:15:50,2,2,2,0
2015-05-07 18:15:51,2,2,2,0
2015-05-07 18:15:52,2,2,2,0
2015-05-07 18:15:53,2,2,2,0
2015-05-07 18:15:54,2,0,2,0
2015-05-07 18:15:55,2,0,2,0
2015-05-07 18:15:56,2,2,2,6
2015-05-07 18:15:57,2,5,2,6
2015-05-07 18:15:58,2,5,2,2
2015-05-07 18:15:59,2,5,0,2
2015-05-07 18:16:00,2,5,0,2
2015-05-07 18:16:01,2,7,0,2
2015-05-07 18:16:02,2,7,0,2
2015-05-07 18:16:03,2,7,0,2
2015-05-07 18:16:04,2,7,7,2
2015-05-07 18:16:05,2,6,7,2
2015-05-07 18:16:06,2,6,7,2
2015-05-07 18:16:07,2,7,7,2
2015-05-07 18:16:08,2,6,7,2
2015-05-07 18:16:09,2,7,7,2
2015-05-07 18:16:10,2,7,7,2
2015-05-07 18:16:11,2,6,7,2
2015-05-07 18:16:12,2,7,7,2
2015-05-07 18:16:13,2,7,7,2
2015-05-07 18:16:14,2,7,7,2
2015-05-07 18:16:15,2,7,7,2
2015-05-07 18:16:16,2,7,7,2
2015-05-07 18:16:17,2,7,7,2
2015-05-07 18:16:18,2,7,7,2
2015-05-07 18:16:19,2,7,7,2
2015-05-07 18:16:20,2,7,7,2
2015-05-07 18:16:21,1,7,7,2
2015-05-07 18:16:22,1,4,7,2
2015-05-07 18:16:23,1,7,8,2
2015-05-07 18:16:24,1,4,8,2
2015-05-07 18:16:25,1,4,8,2
2015-05-07 18:16:26,2,4,8,2
2015-05-07 18:16:27,2,4,8,2
2015-05-07 18:16:28,2,4,8,2
2015-05-07 18:16:29,2,2,8,3
2015-05-07 18:16:30,2,2,8,3
2015-05-07 18:16:31,2,2,8,2
2015-05-07 18:16:32,2,2,8,2
2015-05-07 18:16:33,2,2,8,3
2015-05-07 18:16:34,2,2,8,2
2015-05-07 18:16:35,1,2,8,2
2015-05-07 18:16:36,2,2,8,2
2015-05-07 18:16:37,3,2,8,2
2015-05-07 18:16:38,1,2,8,2
2015-05-07 18:16:39,1,2,8,2
2015-05-07 18:16:40,1,2,8,3
2015-05-07 18:16:41,2,2,8,2
2015-05-07 18:16:42,2,2,8,2
2015-05-07 18:16:43,2,2,8,2
2015-05-07 18:16:44,2,2,8,2
2015-05-07 18:16:45,2,2,8,2
2015-05-07 18:16:46,2,2,8,2
2015-05-07 18:16:47,2,2,8,2
2015-05-07 18:16:48,2,2,8,2
2015-05-07 18:16:49,2,2,8,2
2015-05-07 18:16:50,2,2,8,3
2015-05-07 18:16:51,2,2,8,3
2015-05-07 18:16:52,2,2,8,3
2015-05-07 18:16:53,2,2,8,3
2015-05-07 18:16:54,2,2,8,3
2015-05-07 18:16:55,1,2,8,3
2015-05-07 18:16:56,1,2,8,3
2015-05-07 18:16:57,1,2,8,3
2015-05-07 18:16:58,1,2,8,3
2015-05-07 18:16:59,1,2,8,3
2015-05-07 18:17:00,1,2,8,3
2015-05-07 18:17:01,1,2,8,3
2015-05-07 18:17:02,1,2,8,3
2015-05-07 18:17:03,1,2,8,3
2015-05-07 18:17:04,1,2,3,3
2015-05-07 18:17:05,1,2,3,3
2015-05-07 18:17:06,1,2,3,3
2015-05-07 18:17:07,1,3,2,3
2015-05-07 18:17:08,1,4,2,3
2015-05-07 18:17:09,1,8,2,3
2015-05-07 18:17:10,2,7,2,3
2015-05-07 18:17:11,2,7,2,2
2015-05-07 18:17:12,1,7,2,2
2015-05-07 18:17:13,1,7,2,2
2015-05-07 18:17:14,1,7,3,2
2015-05-07 18:17:15,1,8,3,2
2015-05-07 18:17:16,1,8,2,2
2015-05-07 18:17:17,1,3,2,2
2015-05-07 18:17:18,1,2,3,2
2015-05-07 18:17:19,1,2,3,2
2015-05-07 18:17:20,1,2,3,2
2015-05-07 18:17:21,1,2,3,2
2015-05-07 18:17:22,2,2,3,2
2015-05-07 18:17:23,2,2,3,2
2015-05-07 18:17:24,2,2,8,2
2015-05-07 18:17:25,2,2,8,2
2015-05-07 18:17:26,2,2,8,2
2015-05-07 18:17:27,2,2,8,2
2015-05-07 18:17:28,2,2,8,2
2015-05-07 18:17:29,2,2,8,2
2015-05-07 18:17:30,2,2,8,2
2015-05-07 18:17:31,1,2,8,2
2015-05-07 18:17:32,1,5,8,4
2015-05-07 18:17:33,1,5,8,4
2015-05-07 18:17:34,1,7,8,4
2015-05-07 18:17:35,1,8,8,4
2015-05-07 18:17:36,1,7,8,4
2015-05-07 18:17:37,3,7,8,4
2015-05-07 18:17:38,3,7,8,4
2015-05-07 18:17:39,3,7,8,6
2015-05-07 18:17:40,8,7,8,6
2015-05-07 18:17:41,8,7,8,6
2015-05-07 18:17:42,8,4,8,8
2015-05-07 18:17:43,8,3,8,8
2015-05-07 18:17:44,8,3,8,8
2015-05-07 18:17:45,8,3,8,8
2015-05-07 18:17:46,8,0,8,8
2015-05-07 18:17:47,8,0,8,8
2015-05-07 18:17:48,7,0,8,8
2015-05-07 18:17:49,7,0,8,8
2015-05-07 18:17:50,7,3,8,8
2015-05-07 18:17:51,7,3,8,8
2015-05-07 18:17:52,7,8,8,8
2015-05-07 18:17:53,7,8,8,8
2015-05-07 18:17:54,7,7,7,8
2015-05-07 18:17:55,7,8,7,8
2015-05-07 18:17:56,7,3,7,8
2015-05-07 18:17:57,7,3,7,8
2015-05-07 18:17:58,7,3,7,8
2015-05-07 18:17:59,7,3,7,8
2015-05-07 18:18:00,7,3,7,8
2015-05-07 18:18:01,7,3,7,8
2015-05-07 18:18:02,7,3,7,8
2015-05-07 18:18:03,7,7,7,8
2015-05-07 18:18:04,7,7,7,8
2015-05-07 18:18:05,7,4,7,8
2015-05-07 18:18:06,7,3,7,8
2015-05-07 18:18:07,7,3,7,8
2015-05-07 18:18:08,7,3,8,8
2015-05-07 18:18:09,7,1,8,8
2015-05-07 18:18:10,7,3,8,8
2015-05-07 18:18:11,7,8,8,8
2015-05-07 18:18:12,7,7,8,8
2015-05-07 18:18:13,7,7,8,8
2015-05-07 18:18:14,7,7,8,8
2015-05-07 18:18:15,7,5,8,3
2015-05-07 18:18:16,7,5,7,3
2015-05-07 18:18:17,7,5,7,3
2015-05-07 18:18:18,7,2,6,3
2015-05-07 18:18:19,7,2,8,2
2015-05-07 18:18:20,7,2,2,2
2015-05-07 18:18:21,7,2,2,2
2015-05-07 18:18:22,7,2,2,2
2015-05-07 18:18:23,7,2,2,2
2015-05-07 18:18:24,7,2,2,2
2015-05-07 18:18:25,7,2,2,2
2015-05-07 18:18:26,5,2,2,2
2015-05-07 18:18:27,5,2,2,2
2015-05-07 18:18:28,5,2,5,2
2015-05-07 18:18:29,5,2,5,2
2015-05-07 18:18:30,5,2,5,2
2015-05-07 18:18:31,5,2,5,2
2015-05-07 18:18:32,5,2,5,4
2015-05-07 18:18:33,5,2,5,4
2015-05-07 18:18:34,5,2,5,4
2015-05-07 18:18:35,5,2,5,7
2015-05-07 18:18:36,5,2,5,8
2015-05-07 18:18:37,5,2,5,8
2015-05-07 18:18:38,5,2,5,8
2015-05-07 18:18:39,5,2,1,8
2015-05-07 18:18:40,5,2,1,8
2015-05-07 18:18:41,5,2,1,8
2015-05-07 18:18:42,5,2,1,8
2015-05-07 18:18:43,5,2,1,8
2015-05-07 18:18:44,5,2,1,8
2015-05-07 18:18:45,5,2,1,8
2015-05-07 18:18:46,5,8,1,8
2015-05-07 18:18:47,5,8,3,8
2015-05-07 18:18:48,5,7,3,7
2015-05-07 18:18:49,5,7,7,8
2015-05-07 18:18:50,5,7,7,8
2015-05-07 18:18:51,5,7,8,8
2015-05-07 18:18:52,5,7,7,8
2015-05-07 18:18:53,5,7,7,8
2015-05-07 18:18:54,5,7,7,8
2015-05-07 18:18:55,5,7,8,8
2015-05-07 18:18:56,5,7,7,8
2015-05-07 18:18:57,5,7,8,8
2015-05-07 18:18:58,5,7,8,8
2015-05-07 18:18:59,5,7,8,8
2015-05-07 18:19:00,5,6,8,8
2015-05-07 18:19:01,5,6,8,8
2015-05-07 18:19:02,5,7,8,8
2015-05-07 18:19:03,5,7,8,8
2015-05-07 18:19:04,5,4,8,8
2015-05-07 18:19:05,5,4,8,8
2015-05-07 18:19:06,5,2,8,8
2015-05-07 18:19:07,5,2,8,8
2015-05-07 18:19:08,5,2,8,8
2015-05-07 18:19:09,7,2,8,8
2015-05-07 18:19:10,7,2,8,8
2015-05-07 18:19:11,7,2,8,8
2015-05-07 18:19:12,7,2,8,8
2015-05-07 18:19:13,5,2,8,8
2015-05-07 18:19:14,5,2,8,8
2015-05-07 18:19:15,5,2,8,8
2015-05-07 18:19:16,5,8,8,8
2015-05-07 18:19:17,5,4,8,8
2015-05-07 18:19:18,5,4,8,8
2015-05-07 18:19:19,5,4,8,8
2015-05-07 18:19:20,5,7,8,8
2015-05-07 18:19:21,5,7,8,8
2015-05-07 18:19:22,5,7,8,8
2015-05-07 18:19:23,5,4,8,8
2015-05-07 18:19:24,5,4,8,8
2015-05-07 18:19:25,5,4,8,8
2015-05-07 18:19:26,5,4,8,8
2015-05-07 18:19:27,5,2,8,7
2015-05-07 18:19:28,7,2,8,4
2015-05-07 18:19:29,7,2,8,4
2015-05-07 18:19:30,7,2,8,4
2015-05-07 18:19:31,7,2,8,4
2015-05-07 18:19:32,7,3,8,4
2015-05-07 18:19:33,7,3,8,6
2015-05-07 18:19:34,7,3,8,6
2015-05-07 18:19:35,7,2,8,7
2015-05-07 18:19:36,0,2,1,7
2015-05-07 18:19:37,0,2,3,7
2015-05-07 18:19:38,0,2,3,7
2015-05-07 18:19:39,0,2,4,6
2015-05-07 18:19:40,0,2,0,7
2015-05-07 18:19:41,0,2,0,7
2015-05-07 18:19:42,0,2,0,7
2015-05-07 18:19:43,0,2,0,7
2015-05-07 18:19:44,0,2,2,8
2015-05-07 18:19:45,0,2,2,0
2015-05-07 18:19:46,0,2,2,0
2015-05-07 18:19:47,0,2,2,0
2015-05-07 18:19:48,0,2,2,0
2015-05-07 18:19:49,0,2,2,0
2015-05-07 18:19:50,0,2,2,0
2015-05-07 18:19:51,0,2,2,0
2015-05-07 18:19:52,0,2,2,6
2015-05-07 18:19:53,0,2,2,6
2015-05-07 18:19:54,0,2,2,6
2015-05-07 18:19:55,0,2,2,6
2015-05-07 18:19:56,0,2,2,6
2015-05-07 18:19:57,0,2,2,0
2015-05-07 18:19:58,0,2,2,0
2015-05-07 18:19:59,0,5,2,6
2015-05-07 18:20:00,0,5,2,6
2015-05-07 18:20:01,0,5,2,6
2015-05-07 18:20:02,0,5,2,6
2015-05-07 18:20:03,0,5,2,6
2015-05-07 18:20:04,0,5,2,0
2015-05-07 18:20:05,0,5,2,0
2015-05-07 18:20:06,0,5,2,0
2015-05-07 18:20:07,0,5,2,0
2015-05-07 18:20:08,0,5,2,6
2015-05-07 18:20:09,0,5,2,6
2015-05-07 18:20:10,0,5,2,6
2015-05-07 18:20:11,0,5,2,6
2015-05-07 18:20:12,0,5,2,6
2015-05-07 18:20:13,0,5,2,0
2015-05-07 18:20:14,0,5,2,0
2015-05-07 18:20:15,0,5,2,0
2015-05-07 18:20:16,0,5,2,0
2015-05-07 18:20:17,0,5,2,0
2015-05-07 18:20:18,0,5,2,0
2015-05-07 18:20:19,0,5,2,0
2015-05-07 18:20:20,0,5,2,0
2015-05-07 18:20:21,0,5,2,0
2015-05-07 18:20:22,0,5,2,0
2015-05-07 18:20:23,0,5,2,0
2015-05-07 18:20:24,0,5,2,0
2015-05-07 18:20:25,0,5,2,0
2015-05-07 18:20:26,0,5,2,6
2015-05-07 18:20:27,0,5,2,6
2015-05-07 18:20:28,0,2,2,6
2015-05-07 18:20:29,0,2,2,6
2015-05-07 18:20:30,0,2,2,6
2015-05-07 18:20:31,0,2,2,0
2015-05-07 18:20:32,0,2,5,0
2015-05-07 18:20:33,0,2,1,0
2015-05-07 18:20:34,0,2,1,0
2015-05-07 18:20:35,0,8,1,0
2015-05-07 18:20:36,0,8,1,0
2015-05-07 18:20:37,0,8,1,0
2015-05-07 18:20:38,0,8,1,0
2015-05-07 18:20:39,0,7,1,0
2015-05-07 18:20:40,0,8,1,0
2015-05-07 18:20:41,0,8,1,0
2015-05-07 18:20:42,0,7,1,0
2015-05-07 18:20:43,0,7,1,0
2015-05-07 18:20:44,0,7,1,0
2015-05-07 18:20:45,0,7,1,0
2015-05-07 18:20:46,0,8,1,0
2015-05-07 18:20:47,0,8,2,0
2015-05-07 18:20:48,0,8,2,0
2015-05-07 18:20:49,0,8,2,0
2015-05-07 18:20:50,0,8,2,0
2015-05-07 18:20:51,0,8,2,0
2015-05-07 18:20:52,0,8,2,0
2015-05-07 18:20:53,0,8,2,0
2015-05-07 18:20:54,0,8,2,0
2015-05-07 18:20:55,0,8,2,0
2015-05-07 18:20:56,0,7,2,0
2015-05-07 18:20:57,0,7,2,0
2015-05-07 18:20:58,0,7,2,0
2015-05-07 18:20:59,0,7,2,0
2015-05-07 18:21:00,0,5,2,0
2015-05-07 18:21:01,0,2,0,0
2015-05-07 18:21:02,0,2,0,0
2015-05-07 18:21:03,0,2,0,0
2015-05-07 18:21:04,0,8,0,0
2015-05-07 18:21:05,0,8,0,0
2015-05-07 18:21:06,0,8,0,0
2015-05-07 18:21:07,0,4,0,0
2015-05-07 18:21:08,0,8,0,0
2015-05-07 18:21:09,0,2,0,0
2015-05-07 18:21:10,0,2,0,0
