time,yvonne,christina,jonathan
2014-07-19 14:51:08,7,1,3
2014-07-19 14:51:09,7,1,3
2014-07-19 14:51:10,8,1,3
2014-07-19 14:51:11,7,1,1
2014-07-19 14:51:12,7,3,1
2014-07-19 14:51:13,3,1,1
2014-07-19 14:51:14,3,1,1
2014-07-19 14:51:15,7,1,3
2014-07-19 14:51:16,3,1,2
2014-07-19 14:51:17,8,1,2
2014-07-19 14:51:18,7,3,2
2014-07-19 14:51:19,8,4,2
2014-07-19 14:51:20,8,7,3
2014-07-19 14:51:21,8,6,3
2014-07-19 14:51:22,8,6,3
2014-07-19 14:51:23,8,4,1
2014-07-19 14:51:24,8,3,1
2014-07-19 14:51:25,8,3,3
2014-07-19 14:51:26,7,3,3
2014-07-19 14:51:27,8,3,3
2014-07-19 14:51:28,3,3,3
2014-07-19 14:51:29,8,6,3
2014-07-19 14:51:30,3,3,1
2014-07-19 14:51:31,3,3,3
2014-07-19 14:51:32,3,3,3
2014-07-19 14:51:33,3,3,3
2014-07-19 14:51:34,3,1,1
2014-07-19 14:51:35,3,1,3
2014-07-19 14:51:36,3,1,1
2014-07-19 14:51:37,1,3,3
2014-07-19 14:51:38,1,3,3
2014-07-19 14:51:39,1,3,3
2014-07-19 14:51:40,1,3,3
2014-07-19 14:51:41,1,3,1
2014-07-19 14:51:42,1,3,3
2014-07-19 14:51:43,3,3,3
2014-07-19 14:51:44,3,3,3
2014-07-19 14:51:45,3,3,3
2014-07-19 14:51:46,8,1,3
2014-07-19 14:51:47,8,1,3
2014-07-19 14:51:48,8,1,3
2014-07-19 14:51:49,8,1,3
2014-07-19 14:51:50,8,1,3
2014-07-19 14:51:51,3,1,3
2014-07-19 14:51:52,3,1,3
2014-07-19 14:51:53,1,7,3
2014-07-19 14:51:54,3,3,1
2014-07-19 14:51:55,3,1,3
2014-07-19 14:51:56,1,1,3
2014-07-19 14:51:57,1,1,3
2014-07-19 14:51:58,3,1,1
2014-07-19 14:51:59,3,1,1
2014-07-19 14:52:00,3,8,3
2014-07-19 14:52:01,3,5,3
2014-07-19 14:52:02,6,7,3
2014-07-19 14:52:03,6,5,3
2014-07-19 14:52:04,7,7,4
2014-07-19 14:52:05,7,3,7
2014-07-19 14:52:06,7,3,7
2014-07-19 14:52:07,7,3,7
2014-07-19 14:52:08,7,3,7
2014-07-19 14:52:09,7,1,7
2014-07-19 14:52:10,4,3,8
2014-07-19 14:52:11,3,3,8
2014-07-19 14:52:12,4,1,8
2014-07-19 14:52:13,8,1,3
2014-07-19 14:52:14,3,3,3
2014-07-19 14:52:15,3,3,7
2014-07-19 14:52:16,2,3,7
2014-07-19 14:52:17,3,8,7
2014-07-19 14:52:18,3,8,7
2014-07-19 14:52:19,3,3,7
2014-07-19 14:52:20,3,3,7
2014-07-19 14:52:21,3,3,7
2014-07-19 14:52:22,7,3,5
2014-07-19 14:52:23,8,1,7
2014-07-19 14:52:24,8,3,7
2014-07-19 14:52:25,5,3,5
2014-07-19 14:52:26,5,3,5
2014-07-19 14:52:27,2,3,2
2014-07-19 14:52:28,2,3,2
2014-07-19 14:52:29,2,3,2
2014-07-19 14:52:30,2,3,2
2014-07-19 14:52:31,2,3,2
2014-07-19 14:52:32,2,3,6
2014-07-19 14:52:33,2,3,6
2014-07-19 14:52:34,2,8,6
2014-07-19 14:52:35,4,7,6
2014-07-19 14:52:36,4,7,5
2014-07-19 14:52:37,4,7,5
2014-07-19 14:52:38,4,7,5
2014-07-19 14:52:39,3,7,5
2014-07-19 14:52:40,5,7,5
2014-07-19 14:52:41,5,0,0
2014-07-19 14:52:42,5,0,0
2014-07-19 14:52:43,5,0,0
2014-07-19 14:52:44,2,0,0
2014-07-19 14:52:45,2,0,0
2014-07-19 14:52:46,0,0,0
2014-07-19 14:52:47,0,0,0
