time,jonathan,christina,yvonne,charles,00088B8E-D27C-4AE1-8102-5FE318589D3E
2014-04-28 17:52:18,0,2,2,0,0
2014-04-28 17:52:19,0,0,2,0,0
2014-04-28 17:52:20,0,0,2,0,0
2014-04-28 17:52:21,0,0,2,0,0
2014-04-28 17:52:22,0,0,2,0,0
2014-04-28 17:52:23,0,0,2,0,0
2014-04-28 17:52:24,0,0,2,0,0
2014-04-28 17:52:25,0,0,2,0,0
2014-04-28 17:52:26,0,2,0,0,0
2014-04-28 17:52:27,0,0,0,0,0
2014-04-28 17:52:28,0,2,0,0,0
2014-04-28 17:52:29,0,4,0,0,0
2014-04-28 17:52:30,0,4,0,0,0
2014-04-28 17:52:31,0,0,0,0,0
2014-04-28 17:52:32,0,0,0,0,0
2014-04-28 17:52:33,0,0,0,0,0
2014-04-28 17:52:34,0,0,0,0,0
