time,24C41EC3-7ECC-40DA-B942-7ABE23017E74,9A5116EA-2793-4C75-AC93-524C9EF550FD,BD49B35A-8999-4987-9759-8D3F28D1292B,1A56F5DD-C5B6-4E56-8690-E5A12BAA7E78
2015-04-29 18:12:56,3,3,4,2
2015-04-29 18:12:57,1,3,4,0
2015-04-29 18:12:58,4,3,4,0
2015-04-29 18:12:59,4,3,2,0
2015-04-29 18:13:00,2,3,2,0
2015-04-29 18:13:01,2,3,2,0
2015-04-29 18:13:02,7,4,2,2
2015-04-29 18:13:03,4,4,2,2
2015-04-29 18:13:04,4,4,2,2
2015-04-29 18:13:05,4,4,2,2
2015-04-29 18:13:06,4,4,2,2
2015-04-29 18:13:07,8,4,2,0
2015-04-29 18:13:08,8,4,2,0
2015-04-29 18:13:09,8,3,8,0
2015-04-29 18:13:10,8,4,8,0
2015-04-29 18:13:11,8,3,8,0
2015-04-29 18:13:12,4,3,7,0
2015-04-29 18:13:13,3,2,7,0
2015-04-29 18:13:14,3,2,8,0
2015-04-29 18:13:15,2,2,8,0
2015-04-29 18:13:16,2,2,8,0
2015-04-29 18:13:17,2,2,7,0
2015-04-29 18:13:18,3,2,7,0
2015-04-29 18:13:19,3,2,7,0
2015-04-29 18:13:20,1,2,8,0
2015-04-29 18:13:21,1,2,8,0
2015-04-29 18:13:22,1,2,8,0
2015-04-29 18:13:23,3,2,8,0
2015-04-29 18:13:24,3,2,8,0
2015-04-29 18:13:25,3,2,8,0
2015-04-29 18:13:26,8,2,8,0
2015-04-29 18:13:27,8,3,7,0
2015-04-29 18:13:28,7,4,8,0
2015-04-29 18:13:29,4,4,7,0
2015-04-29 18:13:30,4,3,8,0
2015-04-29 18:13:31,4,3,8,0
2015-04-29 18:13:32,4,3,8,0
2015-04-29 18:13:33,4,3,8,0
2015-04-29 18:13:34,4,4,8,3
2015-04-29 18:13:35,7,4,8,4
2015-04-29 18:13:36,7,4,8,4
2015-04-29 18:13:37,8,4,8,4
2015-04-29 18:13:38,8,4,8,7
2015-04-29 18:13:39,8,4,4,7
2015-04-29 18:13:40,7,4,4,7
2015-04-29 18:13:41,4,3,8,7
2015-04-29 18:13:42,4,4,8,8
2015-04-29 18:13:43,3,4,8,7
2015-04-29 18:13:44,3,4,8,7
2015-04-29 18:13:45,3,4,8,7
2015-04-29 18:13:46,3,4,8,7
2015-04-29 18:13:47,8,4,8,7
2015-04-29 18:13:48,3,4,8,7
2015-04-29 18:13:49,4,4,8,8
2015-04-29 18:13:50,4,4,3,8
2015-04-29 18:13:51,4,4,4,8
2015-04-29 18:13:52,4,4,4,8
2015-04-29 18:13:53,4,4,2,8
2015-04-29 18:13:54,4,2,2,8
2015-04-29 18:13:55,4,2,2,8
2015-04-29 18:13:56,3,2,2,8
2015-04-29 18:13:57,4,2,2,2
2015-04-29 18:13:58,3,2,2,2
2015-04-29 18:13:59,3,2,8,2
2015-04-29 18:14:00,3,2,8,2
2015-04-29 18:14:01,2,2,4,2
2015-04-29 18:14:02,2,2,4,2
2015-04-29 18:14:03,4,2,4,2
2015-04-29 18:14:04,4,2,4,2
2015-04-29 18:14:05,4,2,4,2
2015-04-29 18:14:06,3,2,7,2
2015-04-29 18:14:07,3,2,7,2
2015-04-29 18:14:08,3,2,7,2
2015-04-29 18:14:09,3,2,4,2
2015-04-29 18:14:10,3,2,4,2
2015-04-29 18:14:11,3,2,4,2
2015-04-29 18:14:12,3,2,4,2
2015-04-29 18:14:13,3,2,3,2
2015-04-29 18:14:14,3,2,1,2
2015-04-29 18:14:15,4,4,2,2
2015-04-29 18:14:16,4,4,2,2
2015-04-29 18:14:17,4,4,4,2
2015-04-29 18:14:18,2,4,4,2
2015-04-29 18:14:19,2,3,4,2
2015-04-29 18:14:20,2,2,4,2
2015-04-29 18:14:21,2,2,4,2
2015-04-29 18:14:22,2,2,4,2
2015-04-29 18:14:23,2,2,4,2
2015-04-29 18:14:24,2,2,2,2
2015-04-29 18:14:25,2,2,2,2
2015-04-29 18:14:26,2,2,5,0
2015-04-29 18:14:27,2,8,5,0
2015-04-29 18:14:28,2,8,5,0
2015-04-29 18:14:29,6,3,2,0
2015-04-29 18:14:30,2,4,2,0
2015-04-29 18:14:31,2,4,2,0
2015-04-29 18:14:32,2,4,2,0
2015-04-29 18:14:33,2,4,2,0
2015-04-29 18:14:34,2,4,2,0
2015-04-29 18:14:35,2,4,2,0
2015-04-29 18:14:36,2,4,3,0
2015-04-29 18:14:37,2,4,4,0
2015-04-29 18:14:38,2,2,4,0
2015-04-29 18:14:39,2,2,4,0
2015-04-29 18:14:40,2,2,3,2
2015-04-29 18:14:41,2,2,4,2
2015-04-29 18:14:42,2,2,4,2
2015-04-29 18:14:43,2,2,4,2
2015-04-29 18:14:44,2,2,4,2
2015-04-29 18:14:45,4,2,4,2
2015-04-29 18:14:46,3,2,4,2
2015-04-29 18:14:47,4,2,4,2
2015-04-29 18:14:48,4,2,4,2
2015-04-29 18:14:49,2,2,4,2
2015-04-29 18:14:50,2,2,2,2
2015-04-29 18:14:51,2,4,3,2
2015-04-29 18:14:52,2,4,4,2
2015-04-29 18:14:53,2,3,4,2
2015-04-29 18:14:54,2,3,4,2
2015-04-29 18:14:55,2,3,4,2
2015-04-29 18:14:56,2,1,3,2
2015-04-29 18:14:57,2,1,2,2
2015-04-29 18:14:58,2,1,2,2
2015-04-29 18:14:59,3,1,1,2
2015-04-29 18:15:00,3,1,2,2
2015-04-29 18:15:01,3,3,1,2
2015-04-29 18:15:02,3,1,2,2
2015-04-29 18:15:03,3,1,2,2
2015-04-29 18:15:04,3,1,2,2
2015-04-29 18:15:05,3,1,2,1
2015-04-29 18:15:06,3,1,2,1
2015-04-29 18:15:07,3,1,2,1
2015-04-29 18:15:08,3,1,2,1
2015-04-29 18:15:09,3,1,2,1
2015-04-29 18:15:10,3,1,2,1
2015-04-29 18:15:11,2,1,2,1
2015-04-29 18:15:12,2,1,2,1
2015-04-29 18:15:13,2,1,2,1
2015-04-29 18:15:14,2,1,2,1
2015-04-29 18:15:15,2,1,2,1
2015-04-29 18:15:16,2,3,2,1
2015-04-29 18:15:17,2,3,2,1
2015-04-29 18:15:18,2,4,2,1
2015-04-29 18:15:19,2,4,6,1
2015-04-29 18:15:20,2,2,0,8
2015-04-29 18:15:21,2,2,0,8
2015-04-29 18:15:22,8,4,0,8
2015-04-29 18:15:23,4,4,0,8
2015-04-29 18:15:24,4,4,8,8
2015-04-29 18:15:25,4,4,7,8
2015-04-29 18:15:26,7,4,7,8
2015-04-29 18:15:27,7,4,7,7
2015-04-29 18:15:28,7,4,7,7
2015-04-29 18:15:29,6,4,7,7
2015-04-29 18:15:30,6,4,7,7
2015-04-29 18:15:31,4,4,7,7
2015-04-29 18:15:32,4,4,7,7
2015-04-29 18:15:33,4,4,7,8
2015-04-29 18:15:34,4,4,7,8
2015-04-29 18:15:35,4,4,7,8
2015-04-29 18:15:36,7,4,7,8
2015-04-29 18:15:37,7,4,7,7
2015-04-29 18:15:38,7,4,8,7
2015-04-29 18:15:39,7,4,8,7
2015-04-29 18:15:40,7,4,8,7
2015-04-29 18:15:41,7,7,8,7
2015-04-29 18:15:42,7,7,8,7
2015-04-29 18:15:43,7,7,8,7
2015-04-29 18:15:44,7,4,8,7
2015-04-29 18:15:45,7,7,8,7
2015-04-29 18:15:46,7,4,7,7
2015-04-29 18:15:47,7,4,8,8
2015-04-29 18:15:48,8,4,4,8
2015-04-29 18:15:49,8,4,4,7
2015-04-29 18:15:50,8,4,2,7
2015-04-29 18:15:51,8,2,2,4
2015-04-29 18:15:52,8,2,2,4
2015-04-29 18:15:53,8,2,2,4
2015-04-29 18:15:54,8,8,2,0
2015-04-29 18:15:55,8,8,2,0
2015-04-29 18:15:56,8,7,2,0
2015-04-29 18:15:57,8,7,2,0
2015-04-29 18:15:58,2,7,2,0
2015-04-29 18:15:59,2,4,2,0
2015-04-29 18:16:00,2,4,2,0
2015-04-29 18:16:01,2,4,2,0
2015-04-29 18:16:02,2,4,2,0
2015-04-29 18:16:03,2,4,2,2
2015-04-29 18:16:04,2,4,2,2
2015-04-29 18:16:05,2,4,5,2
2015-04-29 18:16:06,2,4,5,2
2015-04-29 18:16:07,2,0,5,2
2015-04-29 18:16:08,2,2,5,2
2015-04-29 18:16:09,2,2,5,2
2015-04-29 18:16:10,2,2,2,2
2015-04-29 18:16:11,2,2,2,2
2015-04-29 18:16:12,2,2,5,2
2015-04-29 18:16:13,2,4,6,2
2015-04-29 18:16:14,2,4,5,2
2015-04-29 18:16:15,0,4,6,2
2015-04-29 18:16:16,0,4,2,2
2015-04-29 18:16:17,0,4,6,2
2015-04-29 18:16:18,2,8,2,2
2015-04-29 18:16:19,2,8,2,2
2015-04-29 18:16:20,2,8,2,2
2015-04-29 18:16:21,2,2,2,2
2015-04-29 18:16:22,2,2,2,2
2015-04-29 18:16:23,2,2,6,2
2015-04-29 18:16:24,2,2,1,0
2015-04-29 18:16:25,2,2,2,2
2015-04-29 18:16:26,2,2,2,2
2015-04-29 18:16:27,2,2,2,2
2015-04-29 18:16:28,2,2,2,2
2015-04-29 18:16:29,2,2,2,2
2015-04-29 18:16:30,2,2,2,2
2015-04-29 18:16:31,2,2,2,2
2015-04-29 18:16:32,2,3,2,2
2015-04-29 18:16:33,2,4,2,2
2015-04-29 18:16:34,2,4,2,2
2015-04-29 18:16:35,2,3,2,2
2015-04-29 18:16:36,2,4,2,2
2015-04-29 18:16:37,2,2,2,2
2015-04-29 18:16:38,2,2,2,2
2015-04-29 18:16:39,2,2,2,2
2015-04-29 18:16:40,2,2,2,2
2015-04-29 18:16:41,2,2,8,2
2015-04-29 18:16:42,2,2,8,3
2015-04-29 18:16:43,2,2,8,3
2015-04-29 18:16:44,4,4,8,3
2015-04-29 18:16:45,3,4,8,3
2015-04-29 18:16:46,4,4,8,3
2015-04-29 18:16:47,3,4,8,3
2015-04-29 18:16:48,3,4,8,3
2015-04-29 18:16:49,3,4,8,8
2015-04-29 18:16:50,3,3,8,3
2015-04-29 18:16:51,3,2,8,8
2015-04-29 18:16:52,3,2,3,8
2015-04-29 18:16:53,3,3,2,2
2015-04-29 18:16:54,3,3,2,2
2015-04-29 18:16:55,3,3,2,2
2015-04-29 18:16:56,3,8,2,2
2015-04-29 18:16:57,3,4,2,2
2015-04-29 18:16:58,3,4,2,2
2015-04-29 18:16:59,3,4,2,3
2015-04-29 18:17:00,4,4,2,3
2015-04-29 18:17:01,3,4,2,3
2015-04-29 18:17:02,3,4,2,2
2015-04-29 18:17:03,3,4,2,2
2015-04-29 18:17:04,3,4,2,2
2015-04-29 18:17:05,3,4,2,2
2015-04-29 18:17:06,3,4,2,2
2015-04-29 18:17:07,3,4,2,2
2015-04-29 18:17:08,3,4,2,2
2015-04-29 18:17:09,3,4,2,2
2015-04-29 18:17:10,3,3,2,2
2015-04-29 18:17:11,3,3,2,2
2015-04-29 18:17:12,3,3,2,2
2015-04-29 18:17:13,3,3,1,2
2015-04-29 18:17:14,3,3,2,2
2015-04-29 18:17:15,3,3,2,2
2015-04-29 18:17:16,3,4,2,2
2015-04-29 18:17:17,4,4,4,2
2015-04-29 18:17:18,4,3,4,2
2015-04-29 18:17:19,4,3,4,0
2015-04-29 18:17:20,4,3,7,2
2015-04-29 18:17:21,8,3,7,3
2015-04-29 18:17:22,3,3,7,3
2015-04-29 18:17:23,2,4,7,3
2015-04-29 18:17:24,2,4,7,4
2015-04-29 18:17:25,0,4,7,3
2015-04-29 18:17:26,2,4,7,4
2015-04-29 18:17:27,2,4,7,4
2015-04-29 18:17:28,2,4,7,4
2015-04-29 18:17:29,2,3,7,4
2015-04-29 18:17:30,2,3,7,7
2015-04-29 18:17:31,2,3,7,7
2015-04-29 18:17:32,2,3,7,7
2015-04-29 18:17:33,1,2,7,7
2015-04-29 18:17:34,2,2,7,7
2015-04-29 18:17:35,3,2,7,7
2015-04-29 18:17:36,2,2,7,7
2015-04-29 18:17:37,2,2,7,7
2015-04-29 18:17:38,2,2,7,7
2015-04-29 18:17:39,3,4,4,7
2015-04-29 18:17:40,3,4,4,7
2015-04-29 18:17:41,3,4,3,7
2015-04-29 18:17:42,3,4,0,7
2015-04-29 18:17:43,3,4,0,7
2015-04-29 18:17:44,3,4,2,7
2015-04-29 18:17:45,8,4,2,8
2015-04-29 18:17:46,8,8,8,8
2015-04-29 18:17:47,8,4,8,8
2015-04-29 18:17:48,8,7,8,8
2015-04-29 18:17:49,4,7,4,8
2015-04-29 18:17:50,4,4,4,8
2015-04-29 18:17:51,3,2,4,8
2015-04-29 18:17:52,3,2,4,7
2015-04-29 18:17:53,3,3,7,7
2015-04-29 18:17:54,3,3,7,4
2015-04-29 18:17:55,3,3,7,4
2015-04-29 18:17:56,3,2,7,4
2015-04-29 18:17:57,3,3,7,7
2015-04-29 18:17:58,3,3,7,8
2015-04-29 18:17:59,3,3,7,8
2015-04-29 18:18:00,1,3,6,8
2015-04-29 18:18:01,1,8,6,8
2015-04-29 18:18:02,1,8,7,8
2015-04-29 18:18:03,1,8,7,8
2015-04-29 18:18:04,8,8,7,8
2015-04-29 18:18:05,8,8,7,8
2015-04-29 18:18:06,8,8,4,8
2015-04-29 18:18:07,8,3,4,8
2015-04-29 18:18:08,3,3,4,8
2015-04-29 18:18:09,3,3,8,8
2015-04-29 18:18:10,3,4,3,8
2015-04-29 18:18:11,3,4,3,8
2015-04-29 18:18:12,3,8,3,8
2015-04-29 18:18:13,3,8,3,8
2015-04-29 18:18:14,3,8,3,8
2015-04-29 18:18:15,3,8,3,8
2015-04-29 18:18:16,3,8,8,8
2015-04-29 18:18:17,3,8,7,8
2015-04-29 18:18:18,3,1,4,8
2015-04-29 18:18:19,4,3,4,8
2015-04-29 18:18:20,4,3,4,8
2015-04-29 18:18:21,6,1,4,8
2015-04-29 18:18:22,6,1,4,7
2015-04-29 18:18:23,2,1,4,4
2015-04-29 18:18:24,2,8,4,4
2015-04-29 18:18:25,8,8,4,4
2015-04-29 18:18:26,3,8,4,4
2015-04-29 18:18:27,3,8,8,4
2015-04-29 18:18:28,3,8,2,4
2015-04-29 18:18:29,3,1,2,4
2015-04-29 18:18:30,1,1,2,4
2015-04-29 18:18:31,3,1,2,4
2015-04-29 18:18:32,3,3,2,7
2015-04-29 18:18:33,3,4,2,8
2015-04-29 18:18:34,3,4,2,7
2015-04-29 18:18:35,3,4,2,7
2015-04-29 18:18:36,4,3,2,7
2015-04-29 18:18:37,4,3,8,7
2015-04-29 18:18:38,3,3,4,7
2015-04-29 18:18:39,3,3,4,7
2015-04-29 18:18:40,3,3,4,7
2015-04-29 18:18:41,3,1,4,3
2015-04-29 18:18:42,3,1,4,3
2015-04-29 18:18:43,3,1,4,7
2015-04-29 18:18:44,3,1,4,7
2015-04-29 18:18:45,3,1,2,7
2015-04-29 18:18:46,3,1,2,7
2015-04-29 18:18:47,3,1,2,7
2015-04-29 18:18:48,3,3,8,3
2015-04-29 18:18:49,3,3,8,3
2015-04-29 18:18:50,2,3,7,3
2015-04-29 18:18:51,0,3,7,2
2015-04-29 18:18:52,0,3,7,3
2015-04-29 18:18:53,0,3,7,3
2015-04-29 18:18:54,2,3,7,3
2015-04-29 18:18:55,2,4,7,3
2015-04-29 18:18:56,2,4,7,4
2015-04-29 18:18:57,2,3,7,7
2015-04-29 18:18:58,2,3,7,7
2015-04-29 18:18:59,3,3,7,7
2015-04-29 18:19:00,3,2,7,8
2015-04-29 18:19:01,3,1,7,4
2015-04-29 18:19:02,3,1,7,4
2015-04-29 18:19:03,3,1,7,2
2015-04-29 18:19:04,1,1,7,2
2015-04-29 18:19:05,2,1,7,2
2015-04-29 18:19:06,3,1,7,2
2015-04-29 18:19:07,3,1,7,2
2015-04-29 18:19:08,3,1,7,3
2015-04-29 18:19:09,2,1,7,3
2015-04-29 18:19:10,2,3,8,3
2015-04-29 18:19:11,2,3,8,3
2015-04-29 18:19:12,2,3,8,3
2015-04-29 18:19:13,2,4,8,2
2015-04-29 18:19:14,2,4,8,3
2015-04-29 18:19:15,2,2,8,3
2015-04-29 18:19:16,2,2,8,1
2015-04-29 18:19:17,2,3,8,1
2015-04-29 18:19:18,2,4,8,3
2015-04-29 18:19:19,2,4,8,3
2015-04-29 18:19:20,2,4,8,2
2015-04-29 18:19:21,2,4,8,2
2015-04-29 18:19:22,2,3,8,2
2015-04-29 18:19:23,2,3,8,3
2015-04-29 18:19:24,2,3,8,3
2015-04-29 18:19:25,2,3,8,3
2015-04-29 18:19:26,2,3,8,3
2015-04-29 18:19:27,2,3,8,3
2015-04-29 18:19:28,2,3,8,2
2015-04-29 18:19:29,2,3,8,2
2015-04-29 18:19:30,2,1,8,2
2015-04-29 18:19:31,2,1,8,2
2015-04-29 18:19:32,2,1,8,2
2015-04-29 18:19:33,2,1,8,2
2015-04-29 18:19:34,1,1,8,2
2015-04-29 18:19:35,1,1,7,2
2015-04-29 18:19:36,3,3,7,2
2015-04-29 18:19:37,3,3,7,2
2015-04-29 18:19:38,3,3,4,2
2015-04-29 18:19:39,3,4,4,2
2015-04-29 18:19:40,3,4,4,2
2015-04-29 18:19:41,3,4,4,2
2015-04-29 18:19:42,3,4,6,2
2015-04-29 18:19:43,3,4,4,3
2015-04-29 18:19:44,3,7,4,1
2015-04-29 18:19:45,3,7,4,1
2015-04-29 18:19:46,1,7,4,1
2015-04-29 18:19:47,1,4,4,1
2015-04-29 18:19:48,3,4,4,1
2015-04-29 18:19:49,3,4,4,1
2015-04-29 18:19:50,3,4,4,1
2015-04-29 18:19:51,3,4,4,1
2015-04-29 18:19:52,3,4,4,1
2015-04-29 18:19:53,3,3,4,1
2015-04-29 18:19:54,3,2,4,1
2015-04-29 18:19:55,3,2,7,1
2015-04-29 18:19:56,1,2,8,1
2015-04-29 18:19:57,1,2,8,1
2015-04-29 18:19:58,3,2,7,1
2015-04-29 18:19:59,3,2,7,1
2015-04-29 18:20:00,3,2,4,1
2015-04-29 18:20:01,3,2,3,1
2015-04-29 18:20:02,3,2,8,1
2015-04-29 18:20:03,3,2,8,1
2015-04-29 18:20:04,3,2,2,1
2015-04-29 18:20:05,3,2,2,1
2015-04-29 18:20:06,3,3,2,1
2015-04-29 18:20:07,3,3,2,1
2015-04-29 18:20:08,3,3,2,1
2015-04-29 18:20:09,3,3,2,1
2015-04-29 18:20:10,3,2,2,1
2015-04-29 18:20:11,3,2,2,1
2015-04-29 18:20:12,3,2,2,1
2015-04-29 18:20:13,3,2,2,1
2015-04-29 18:20:14,3,3,2,1
2015-04-29 18:20:15,3,3,2,1
2015-04-29 18:20:16,3,2,2,1
2015-04-29 18:20:17,3,3,2,8
2015-04-29 18:20:18,1,1,2,8
2015-04-29 18:20:19,3,1,3,8
2015-04-29 18:20:20,3,1,4,8
2015-04-29 18:20:21,3,1,7,8
2015-04-29 18:20:22,8,8,8,8
2015-04-29 18:20:23,8,8,8,8
2015-04-29 18:20:24,8,8,8,8
2015-04-29 18:20:25,8,8,8,1
2015-04-29 18:20:26,8,8,7,1
2015-04-29 18:20:27,7,1,7,1
2015-04-29 18:20:28,4,1,7,1
2015-04-29 18:20:29,4,1,7,1
2015-04-29 18:20:30,5,1,7,1
2015-04-29 18:20:31,5,2,7,1
2015-04-29 18:20:32,2,2,7,2
2015-04-29 18:20:33,2,1,7,4
2015-04-29 18:20:34,2,1,7,4
2015-04-29 18:20:35,2,3,7,4
2015-04-29 18:20:36,2,4,7,4
2015-04-29 18:20:37,2,4,7,4
2015-04-29 18:20:38,3,4,4,4
2015-04-29 18:20:39,2,4,0,4
2015-04-29 18:20:40,2,4,0,2
2015-04-29 18:20:41,2,4,0,2
2015-04-29 18:20:42,2,0,0,2
2015-04-29 18:20:43,2,0,0,2
2015-04-29 18:20:44,0,0,0,2
2015-04-29 18:20:45,0,0,0,2
2015-04-29 18:20:46,0,0,0,0
2015-04-29 18:20:47,0,0,0,0
2015-04-29 18:20:48,0,0,0,0
2015-04-29 18:20:49,0,0,0,0
2015-04-29 18:20:50,0,0,0,0
2015-04-29 18:20:51,0,0,0,0
2015-04-29 18:20:52,0,0,0,0
2015-04-29 18:20:53,0,0,0,0
2015-04-29 18:20:54,0,0,0,0
2015-04-29 18:20:55,0,0,0,0
2015-04-29 18:20:56,0,0,0,0
2015-04-29 18:20:57,0,0,0,0
2015-04-29 18:20:58,0,0,0,0
2015-04-29 18:20:59,0,0,0,0
2015-04-29 18:21:00,0,0,0,0
2015-04-29 18:21:01,0,0,0,0
2015-04-29 18:21:02,0,0,0,0
2015-04-29 18:21:03,0,0,0,0
2015-04-29 18:21:04,0,0,0,0
2015-04-29 18:21:05,0,0,0,0
2015-04-29 18:21:06,0,0,0,0
2015-04-29 18:21:07,0,0,0,0
