time,yvonne,christina,jonathan,charles
2014-04-28 18:23:28,0,0,4,2
2014-04-28 18:23:29,0,0,3,2
2014-04-28 18:23:30,0,0,1,2
2014-04-28 18:23:31,0,0,1,2
2014-04-28 18:23:32,0,0,1,2
2014-04-28 18:23:33,0,0,1,4
2014-04-28 18:23:34,0,0,1,4
2014-04-28 18:23:35,0,0,3,6
2014-04-28 18:23:36,0,2,3,6
2014-04-28 18:23:37,0,2,1,4
2014-04-28 18:23:38,0,3,3,2
2014-04-28 18:23:39,0,3,3,5
2014-04-28 18:23:40,0,3,3,5
2014-04-28 18:23:41,0,3,3,5
2014-04-28 18:23:42,0,3,3,5
2014-04-28 18:23:43,4,3,4,5
2014-04-28 18:23:44,4,2,4,4
2014-04-28 18:23:45,4,2,4,4
2014-04-28 18:23:46,4,2,4,4
2014-04-28 18:23:47,4,2,4,8
2014-04-28 18:23:48,3,2,4,8
2014-04-28 18:23:49,2,2,4,4
2014-04-28 18:23:50,2,2,4,5
2014-04-28 18:23:51,2,2,4,5
2014-04-28 18:23:52,2,1,0,6
2014-04-28 18:23:53,3,1,0,6
2014-04-28 18:23:54,4,1,0,6
2014-04-28 18:23:55,4,2,0,8
2014-04-28 18:23:56,4,1,0,8
2014-04-28 18:23:57,4,1,0,4
2014-04-28 18:23:58,3,1,0,2
2014-04-28 18:23:59,3,1,0,3
2014-04-28 18:24:00,3,1,0,3
2014-04-28 18:24:01,4,2,0,4
2014-04-28 18:24:02,4,2,0,4
2014-04-28 18:24:03,4,2,0,4
2014-04-28 18:24:04,4,2,0,4
2014-04-28 18:24:05,4,3,0,4
2014-04-28 18:24:06,4,2,0,8
2014-04-28 18:24:07,4,2,0,3
2014-04-28 18:24:08,4,2,0,3
2014-04-28 18:24:09,4,1,0,4
2014-04-28 18:24:10,4,8,0,4
2014-04-28 18:24:11,4,8,0,4
2014-04-28 18:24:12,2,8,0,4
2014-04-28 18:24:13,2,8,0,4
2014-04-28 18:24:14,2,7,0,4
2014-04-28 18:24:15,2,5,0,4
2014-04-28 18:24:16,2,5,0,4
2014-04-28 18:24:17,2,5,0,4
2014-04-28 18:24:18,2,5,0,4
2014-04-28 18:24:19,2,2,0,4
2014-04-28 18:24:20,2,0,0,4
2014-04-28 18:24:21,2,0,0,4
2014-04-28 18:24:22,2,0,0,4
2014-04-28 18:24:23,2,0,0,4
2014-04-28 18:24:24,2,0,0,4
2014-04-28 18:24:25,2,0,0,2
2014-04-28 18:24:26,1,0,0,0
2014-04-28 18:24:27,1,0,0,0
2014-04-28 18:24:28,0,0,0,0
2014-04-28 18:24:29,0,0,0,0
2014-04-28 18:24:30,0,0,0,0
2014-04-28 18:24:31,0,0,0,0
2014-04-28 18:24:32,0,0,0,0
2014-04-28 18:24:33,0,0,0,0
2014-04-28 18:24:34,0,2,0,0
2014-04-28 18:24:35,0,7,0,0
2014-04-28 18:24:36,0,7,0,0
2014-04-28 18:24:37,0,7,0,0
2014-04-28 18:24:38,0,7,0,0
2014-04-28 18:24:39,0,2,0,0
2014-04-28 18:24:40,0,5,0,0
2014-04-28 18:24:41,0,6,0,0
2014-04-28 18:24:42,0,8,0,0
2014-04-28 18:24:43,0,4,0,0
2014-04-28 18:24:44,0,7,0,0
2014-04-28 18:24:45,0,4,0,0
2014-04-28 18:24:46,0,7,0,0
2014-04-28 18:24:47,0,4,0,2
2014-04-28 18:24:48,0,4,0,2
2014-04-28 18:24:49,0,1,0,2
2014-04-28 18:24:50,0,5,0,2
2014-04-28 18:24:51,0,3,0,2
2014-04-28 18:24:52,0,3,0,2
2014-04-28 18:24:53,0,3,0,2
2014-04-28 18:24:54,0,3,0,2
2014-04-28 18:24:55,0,1,0,0
2014-04-28 18:24:56,0,3,0,0
2014-04-28 18:24:57,0,3,0,0
2014-04-28 18:24:58,0,1,0,0
2014-04-28 18:24:59,0,1,0,0
2014-04-28 18:25:00,0,1,0,0
2014-04-28 18:25:01,0,1,0,0
2014-04-28 18:25:02,0,1,0,0
2014-04-28 18:25:03,0,1,0,0
2014-04-28 18:25:04,0,1,0,0
2014-04-28 18:25:05,0,1,0,0
2014-04-28 18:25:06,0,1,0,0
2014-04-28 18:25:07,0,3,0,0
2014-04-28 18:25:08,0,3,0,0
2014-04-28 18:25:09,0,3,0,0
2014-04-28 18:25:10,0,3,0,0
2014-04-28 18:25:11,0,3,0,0
2014-04-28 18:25:12,0,3,0,0
2014-04-28 18:25:13,0,3,0,0
2014-04-28 18:25:14,0,3,0,0
2014-04-28 18:25:15,0,3,0,0
2014-04-28 18:25:16,0,3,0,0
2014-04-28 18:25:17,0,2,0,0
2014-04-28 18:25:18,0,0,0,0
2014-04-28 18:25:19,0,0,0,0
2014-04-28 18:25:20,0,0,0,0
2014-04-28 18:25:21,0,0,0,3
2014-04-28 18:25:22,0,0,0,3
2014-04-28 18:25:23,0,0,0,3
2014-04-28 18:25:24,0,2,0,3
2014-04-28 18:25:25,0,8,0,3
2014-04-28 18:25:26,0,8,0,3
2014-04-28 18:25:27,0,8,0,3
2014-04-28 18:25:28,0,3,0,2
2014-04-28 18:25:29,2,3,0,2
2014-04-28 18:25:30,2,3,0,2
2014-04-28 18:25:31,3,1,0,2
2014-04-28 18:25:32,3,1,0,2
2014-04-28 18:25:33,3,1,0,0
2014-04-28 18:25:34,3,8,0,0
2014-04-28 18:25:35,3,1,0,0
2014-04-28 18:25:36,3,3,0,0
2014-04-28 18:25:37,3,3,0,0
2014-04-28 18:25:38,4,3,0,0
2014-04-28 18:25:39,3,3,0,0
2014-04-28 18:25:40,4,3,0,0
2014-04-28 18:25:41,3,3,0,0
2014-04-28 18:25:42,3,3,0,0
2014-04-28 18:25:43,1,3,0,0
2014-04-28 18:25:44,1,3,0,0
2014-04-28 18:25:45,1,3,0,0
2014-04-28 18:25:46,3,3,0,0
2014-04-28 18:25:47,3,1,0,0
2014-04-28 18:25:48,4,1,0,0
2014-04-28 18:25:49,3,1,0,0
2014-04-28 18:25:50,2,1,0,0
2014-04-28 18:25:51,1,1,0,0
2014-04-28 18:25:52,1,3,0,0
2014-04-28 18:25:53,1,3,0,0
2014-04-28 18:25:54,1,3,0,0
2014-04-28 18:25:55,1,3,0,0
2014-04-28 18:25:56,1,4,0,0
2014-04-28 18:25:57,2,3,0,0
2014-04-28 18:25:58,0,3,0,0
2014-04-28 18:25:59,0,3,0,0
2014-04-28 18:26:00,0,3,0,0
2014-04-28 18:26:01,0,3,0,0
2014-04-28 18:26:02,0,3,0,0
2014-04-28 18:26:03,0,3,0,0
2014-04-28 18:26:04,0,3,0,0
2014-04-28 18:26:05,0,3,0,0
2014-04-28 18:26:06,0,3,0,0
2014-04-28 18:26:07,0,3,0,0
2014-04-28 18:26:08,0,3,0,0
2014-04-28 18:26:09,0,3,0,0
2014-04-28 18:26:10,0,3,0,0
2014-04-28 18:26:11,0,3,0,0
2014-04-28 18:26:12,0,3,2,0
2014-04-28 18:26:13,0,1,2,0
2014-04-28 18:26:14,0,2,2,0
2014-04-28 18:26:15,0,1,2,0
2014-04-28 18:26:16,0,1,2,0
2014-04-28 18:26:17,0,1,3,0
2014-04-28 18:26:18,0,3,3,2
2014-04-28 18:26:19,2,3,4,2
2014-04-28 18:26:20,2,3,4,3
2014-04-28 18:26:21,2,3,4,4
2014-04-28 18:26:22,2,3,4,4
2014-04-28 18:26:23,2,3,3,4
2014-04-28 18:26:24,2,1,2,4
2014-04-28 18:26:25,2,1,2,4
2014-04-28 18:26:26,2,1,2,4
2014-04-28 18:26:27,2,3,2,4
2014-04-28 18:26:28,2,3,2,4
2014-04-28 18:26:29,2,3,2,4
2014-04-28 18:26:30,2,4,2,4
2014-04-28 18:26:31,2,2,2,4
2014-04-28 18:26:32,2,0,2,4
2014-04-28 18:26:33,3,0,1,4
2014-04-28 18:26:34,3,0,1,2
2014-04-28 18:26:35,3,0,1,0
2014-04-28 18:26:36,3,4,1,0
2014-04-28 18:26:37,3,4,1,0
2014-04-28 18:26:38,2,4,3,0
2014-04-28 18:26:39,2,4,3,0
2014-04-28 18:26:40,2,4,3,0
2014-04-28 18:26:41,2,7,3,0
2014-04-28 18:26:42,2,4,3,0
2014-04-28 18:26:43,2,7,4,0
2014-04-28 18:26:44,0,7,4,0
2014-04-28 18:26:45,0,7,4,0
2014-04-28 18:26:46,0,7,3,0
2014-04-28 18:26:47,0,2,0,0
2014-04-28 18:26:48,0,0,0,0
2014-04-28 18:26:49,0,2,0,0
2014-04-28 18:26:50,0,2,0,0
2014-04-28 18:26:51,0,2,0,0
2014-04-28 18:26:52,0,2,0,0
2014-04-28 18:26:53,0,2,0,0
2014-04-28 18:26:54,0,2,0,0
2014-04-28 18:26:55,0,2,0,0
2014-04-28 18:26:56,0,2,0,0
2014-04-28 18:26:57,0,2,0,0
2014-04-28 18:26:58,2,1,2,0
2014-04-28 18:26:59,2,1,2,0
2014-04-28 18:27:00,2,1,5,0
2014-04-28 18:27:01,2,1,5,0
2014-04-28 18:27:02,2,1,5,0
2014-04-28 18:27:03,2,2,5,0
2014-04-28 18:27:04,2,2,5,0
2014-04-28 18:27:05,2,2,5,0
2014-04-28 18:27:06,2,2,5,0
2014-04-28 18:27:07,2,2,2,0
2014-04-28 18:27:08,2,1,4,0
2014-04-28 18:27:09,2,1,4,0
2014-04-28 18:27:10,8,1,3,0
2014-04-28 18:27:11,3,0,3,0
2014-04-28 18:27:12,1,0,3,2
2014-04-28 18:27:13,1,0,3,2
2014-04-28 18:27:14,1,0,1,2
2014-04-28 18:27:15,1,0,1,2
2014-04-28 18:27:16,0,0,1,2
2014-04-28 18:27:17,0,0,1,2
2014-04-28 18:27:18,0,0,1,2
2014-04-28 18:27:19,0,0,3,1
2014-04-28 18:27:20,0,0,2,3
2014-04-28 18:27:21,0,0,0,0
