time,yvonne,jonathan,christina
2014-07-19 16:51:55,0,1,0
2014-07-19 16:51:56,0,1,0
2014-07-19 16:51:57,0,1,0
2014-07-19 16:51:58,6,2,2
2014-07-19 16:51:59,6,2,2
2014-07-19 16:52:00,6,2,2
2014-07-19 16:52:01,6,2,2
2014-07-19 16:52:02,6,2,2
2014-07-19 16:52:03,6,2,2
2014-07-19 16:52:04,8,2,2
2014-07-19 16:52:05,6,2,2
2014-07-19 16:52:06,6,2,2
2014-07-19 16:52:07,6,3,2
2014-07-19 16:52:08,4,3,2
2014-07-19 16:52:09,4,3,2
2014-07-19 16:52:10,2,2,2
2014-07-19 16:52:11,2,2,2
2014-07-19 16:52:12,2,2,2
2014-07-19 16:52:13,2,2,2
2014-07-19 16:52:14,2,2,2
2014-07-19 16:52:15,2,2,2
2014-07-19 16:52:16,2,2,2
2014-07-19 16:52:17,2,2,2
2014-07-19 16:52:18,2,2,3
2014-07-19 16:52:19,2,2,4
2014-07-19 16:52:20,6,2,8
2014-07-19 16:52:21,0,2,8
2014-07-19 16:52:22,0,5,4
2014-07-19 16:52:23,0,7,7
2014-07-19 16:52:24,0,5,7
2014-07-19 16:52:25,0,7,7
2014-07-19 16:52:26,0,7,7
2014-07-19 16:52:27,0,7,7
2014-07-19 16:52:28,0,7,7
2014-07-19 16:52:29,0,7,7
2014-07-19 16:52:30,0,7,7
2014-07-19 16:52:31,0,7,7
2014-07-19 16:52:32,6,7,7
2014-07-19 16:52:33,6,8,7
2014-07-19 16:52:34,7,8,7
2014-07-19 16:52:35,7,4,7
2014-07-19 16:52:36,7,4,7
2014-07-19 16:52:37,6,3,4
2014-07-19 16:52:38,6,3,4
2014-07-19 16:52:39,6,7,4
2014-07-19 16:52:40,8,8,7
2014-07-19 16:52:41,6,3,7
2014-07-19 16:52:42,6,4,4
2014-07-19 16:52:43,6,4,7
2014-07-19 16:52:44,6,4,7
2014-07-19 16:52:45,6,4,7
2014-07-19 16:52:46,6,7,7
2014-07-19 16:52:47,7,7,7
2014-07-19 16:52:48,7,7,4
2014-07-19 16:52:49,8,7,7
2014-07-19 16:52:50,7,6,7
2014-07-19 16:52:51,7,7,7
2014-07-19 16:52:52,7,4,7
2014-07-19 16:52:53,8,4,7
2014-07-19 16:52:54,7,4,6
2014-07-19 16:52:55,7,4,6
2014-07-19 16:52:56,7,4,6
2014-07-19 16:52:57,7,3,7
2014-07-19 16:52:58,7,0,4
2014-07-19 16:52:59,7,0,4
2014-07-19 16:53:00,7,7,4
2014-07-19 16:53:01,7,7,3
2014-07-19 16:53:02,7,8,3
2014-07-19 16:53:03,7,8,1
2014-07-19 16:53:04,7,8,1
2014-07-19 16:53:05,7,8,1
2014-07-19 16:53:06,6,2,1
2014-07-19 16:53:07,6,0,1
2014-07-19 16:53:08,6,4,1
2014-07-19 16:53:09,6,8,1
2014-07-19 16:53:10,7,8,3
2014-07-19 16:53:11,7,4,3
2014-07-19 16:53:12,7,4,3
2014-07-19 16:53:13,4,4,3
2014-07-19 16:53:14,4,4,3
2014-07-19 16:53:15,4,4,3
2014-07-19 16:53:16,4,4,3
2014-07-19 16:53:17,4,4,3
2014-07-19 16:53:18,7,4,3
2014-07-19 16:53:19,7,4,3
2014-07-19 16:53:20,7,4,3
2014-07-19 16:53:21,7,4,3
2014-07-19 16:53:22,7,2,3
2014-07-19 16:53:23,7,3,1
2014-07-19 16:53:24,7,3,1
2014-07-19 16:53:25,7,3,1
2014-07-19 16:53:26,7,3,1
2014-07-19 16:53:27,7,3,1
2014-07-19 16:53:28,7,2,3
2014-07-19 16:53:29,7,3,3
2014-07-19 16:53:30,7,3,3
2014-07-19 16:53:31,7,1,3
2014-07-19 16:53:32,6,1,3
2014-07-19 16:53:33,4,1,3
2014-07-19 16:53:34,0,3,3
2014-07-19 16:53:35,0,1,4
2014-07-19 16:53:36,0,0,7
2014-07-19 16:53:37,0,0,7
2014-07-19 16:53:38,0,0,7
2014-07-19 16:53:39,0,0,7
2014-07-19 16:53:40,0,0,4
2014-07-19 16:53:41,0,0,4
2014-07-19 16:53:42,0,0,2
2014-07-19 16:53:43,0,0,2
2014-07-19 16:53:44,0,0,2
2014-07-19 16:53:45,7,0,2
2014-07-19 16:53:46,6,0,0
2014-07-19 16:53:47,6,0,0
2014-07-19 16:53:48,7,0,0
2014-07-19 16:53:49,7,0,0
2014-07-19 16:53:50,7,0,0
2014-07-19 16:53:51,0,0,0
