time,christina,jonathan,yvonne,charles
2014-04-28 18:53:32,7,0,0,0
2014-04-28 18:53:33,7,0,0,0
2014-04-28 18:53:34,8,0,0,0
2014-04-28 18:53:35,8,0,0,0
2014-04-28 18:53:36,8,0,0,0
2014-04-28 18:53:37,8,0,0,0
2014-04-28 18:53:38,8,0,0,0
2014-04-28 18:53:39,7,0,0,0
2014-04-28 18:53:40,7,0,0,0
2014-04-28 18:53:41,8,0,0,0
2014-04-28 18:53:42,7,2,0,0
2014-04-28 18:53:43,7,1,0,0
2014-04-28 18:53:44,7,1,0,0
2014-04-28 18:53:45,7,1,0,0
2014-04-28 18:53:46,7,1,0,0
2014-04-28 18:53:47,7,1,0,0
2014-04-28 18:53:48,7,2,0,0
2014-04-28 18:53:49,7,0,0,0
2014-04-28 18:53:50,7,0,0,0
2014-04-28 18:53:51,7,0,0,0
2014-04-28 18:53:52,7,0,0,0
2014-04-28 18:53:53,7,0,0,0
2014-04-28 18:53:54,4,0,0,0
2014-04-28 18:53:55,3,0,0,0
2014-04-28 18:53:56,3,0,0,0
2014-04-28 18:53:57,3,0,0,0
2014-04-28 18:53:58,3,2,0,0
2014-04-28 18:53:59,3,2,0,0
2014-04-28 18:54:00,5,3,0,0
2014-04-28 18:54:01,5,4,0,0
2014-04-28 18:54:02,8,4,0,0
2014-04-28 18:54:03,4,4,0,0
2014-04-28 18:54:04,4,4,0,0
2014-04-28 18:54:05,4,6,0,0
2014-04-28 18:54:06,4,4,0,0
2014-04-28 18:54:07,4,4,0,0
2014-04-28 18:54:08,4,4,0,0
2014-04-28 18:54:09,7,4,0,0
2014-04-28 18:54:10,7,2,0,0
2014-04-28 18:54:11,7,0,0,0
2014-04-28 18:54:12,7,0,0,0
2014-04-28 18:54:13,7,0,0,0
2014-04-28 18:54:14,4,0,0,0
2014-04-28 18:54:15,4,0,0,0
2014-04-28 18:54:16,8,0,0,0
2014-04-28 18:54:17,4,0,0,0
2014-04-28 18:54:18,4,0,0,0
2014-04-28 18:54:19,3,0,0,0
2014-04-28 18:54:20,3,0,0,0
2014-04-28 18:54:21,3,0,0,0
2014-04-28 18:54:22,3,0,0,0
2014-04-28 18:54:23,3,0,0,0
2014-04-28 18:54:24,3,0,0,0
2014-04-28 18:54:25,8,0,0,0
2014-04-28 18:54:26,3,0,0,0
2014-04-28 18:54:27,4,0,0,0
2014-04-28 18:54:28,4,0,0,0
2014-04-28 18:54:29,4,0,0,0
2014-04-28 18:54:30,3,0,0,0
2014-04-28 18:54:31,4,0,0,0
2014-04-28 18:54:32,4,0,0,0
2014-04-28 18:54:33,4,0,0,0
2014-04-28 18:54:34,3,0,0,0
2014-04-28 18:54:35,4,0,0,0
2014-04-28 18:54:36,4,0,0,0
2014-04-28 18:54:37,4,0,0,0
2014-04-28 18:54:38,4,0,0,0
2014-04-28 18:54:39,4,0,0,0
2014-04-28 18:54:40,3,0,0,0
2014-04-28 18:54:41,4,0,0,0
2014-04-28 18:54:42,4,0,0,0
2014-04-28 18:54:43,8,0,0,0
2014-04-28 18:54:44,8,0,0,0
2014-04-28 18:54:45,4,0,0,0
2014-04-28 18:54:46,3,0,0,0
2014-04-28 18:54:47,3,0,0,0
2014-04-28 18:54:48,3,0,0,0
2014-04-28 18:54:49,1,0,0,0
2014-04-28 18:54:50,1,0,0,0
2014-04-28 18:54:51,1,0,0,0
2014-04-28 18:54:52,1,0,0,0
2014-04-28 18:54:53,1,0,0,0
2014-04-28 18:54:54,1,0,0,0
2014-04-28 18:54:55,1,0,0,0
2014-04-28 18:54:56,3,0,0,0
2014-04-28 18:54:57,3,0,0,0
2014-04-28 18:54:58,3,0,0,0
2014-04-28 18:54:59,4,0,0,0
2014-04-28 18:55:00,4,0,0,0
2014-04-28 18:55:01,8,0,0,0
2014-04-28 18:55:02,8,0,0,0
2014-04-28 18:55:03,4,0,0,0
2014-04-28 18:55:04,6,0,0,0
2014-04-28 18:55:05,0,0,0,0
2014-04-28 18:55:06,0,0,0,0
2014-04-28 18:55:07,0,0,0,0
2014-04-28 18:55:08,0,0,0,0
2014-04-28 18:55:09,0,0,0,0
2014-04-28 18:55:10,0,0,0,0
2014-04-28 18:55:11,0,0,0,0
2014-04-28 18:55:12,0,0,0,0
2014-04-28 18:55:13,0,0,0,0
2014-04-28 18:55:14,0,0,0,0
2014-04-28 18:55:15,0,0,0,0
2014-04-28 18:55:16,0,0,0,0
2014-04-28 18:55:17,0,0,0,0
2014-04-28 18:55:18,0,0,0,0
2014-04-28 18:55:19,0,0,0,0
2014-04-28 18:55:20,0,0,0,0
2014-04-28 18:55:21,0,0,0,0
2014-04-28 18:55:22,0,0,0,0
2014-04-28 18:55:23,0,0,0,0
2014-04-28 18:55:24,0,0,0,0
2014-04-28 18:55:25,0,0,0,0
2014-04-28 18:55:26,0,0,0,0
2014-04-28 18:55:27,0,0,0,0
2014-04-28 18:55:28,0,0,0,0
2014-04-28 18:55:29,0,0,0,0
2014-04-28 18:55:30,0,0,0,0
2014-04-28 18:55:31,0,0,0,0
2014-04-28 18:55:32,0,2,0,0
2014-04-28 18:55:33,0,2,0,0
2014-04-28 18:55:34,0,2,0,0
2014-04-28 18:55:35,0,2,0,0
2014-04-28 18:55:36,0,2,0,0
2014-04-28 18:55:37,0,2,2,0
2014-04-28 18:55:38,0,0,2,0
2014-04-28 18:55:39,0,0,8,0
2014-04-28 18:55:40,0,0,8,0
2014-04-28 18:55:41,0,0,4,0
2014-04-28 18:55:42,0,0,4,0
2014-04-28 18:55:43,0,0,6,0
2014-04-28 18:55:44,0,0,6,0
2014-04-28 18:55:45,0,0,6,0
2014-04-28 18:55:46,0,0,4,0
2014-04-28 18:55:47,0,0,7,0
2014-04-28 18:55:48,0,0,7,0
2014-04-28 18:55:49,0,0,4,0
2014-04-28 18:55:50,0,0,3,0
2014-04-28 18:55:51,0,0,3,0
2014-04-28 18:55:52,0,0,3,0
2014-04-28 18:55:53,0,0,3,0
2014-04-28 18:55:54,0,0,3,0
2014-04-28 18:55:55,0,0,2,0
2014-04-28 18:55:56,0,0,2,0
2014-04-28 18:55:57,0,0,2,0
2014-04-28 18:55:58,0,0,0,0
2014-04-28 18:55:59,0,0,0,0
2014-04-28 18:56:00,0,0,0,0
2014-04-28 18:56:01,0,0,0,0
2014-04-28 18:56:02,0,0,0,0
2014-04-28 18:56:03,0,0,0,0
2014-04-28 18:56:04,6,2,2,2
2014-04-28 18:56:05,2,1,2,2
2014-04-28 18:56:06,4,1,2,3
2014-04-28 18:56:07,3,1,2,3
2014-04-28 18:56:08,3,1,2,1
2014-04-28 18:56:09,3,1,2,1
2014-04-28 18:56:10,3,1,4,1
2014-04-28 18:56:11,3,1,7,3
2014-04-28 18:56:12,3,1,7,3
2014-04-28 18:56:13,3,1,7,3
2014-04-28 18:56:14,4,1,5,3
2014-04-28 18:56:15,4,1,7,3
2014-04-28 18:56:16,7,1,6,3
2014-04-28 18:56:17,4,1,6,3
2014-04-28 18:56:18,3,1,4,3
2014-04-28 18:56:19,3,3,4,3
2014-04-28 18:56:20,3,1,7,3
2014-04-28 18:56:21,1,1,0,3
2014-04-28 18:56:22,1,1,0,3
2014-04-28 18:56:23,1,3,0,1
2014-04-28 18:56:24,1,1,0,1
2014-04-28 18:56:25,1,1,0,1
2014-04-28 18:56:26,1,1,0,3
2014-04-28 18:56:27,3,1,0,1
2014-04-28 18:56:28,3,1,0,1
2014-04-28 18:56:29,3,3,0,1
2014-04-28 18:56:30,3,7,0,1
2014-04-28 18:56:31,0,0,0,0
