time,jonathan,christina,charles,yvonne
2013-05-04 13:32:51,4,4,3,2
2013-05-04 13:32:52,0,3,3,2
2013-05-04 13:32:53,0,3,3,2
2013-05-04 13:32:54,0,3,3,2
2013-05-04 13:32:55,0,4,3,2
2013-05-04 13:32:56,0,4,3,2
2013-05-04 13:32:57,0,4,3,8
2013-05-04 13:32:58,0,4,3,8
2013-05-04 13:32:59,2,4,3,2
2013-05-04 13:33:00,4,3,3,2
2013-05-04 13:33:01,0,8,3,2
2013-05-04 13:33:02,0,8,3,5
2013-05-04 13:33:03,0,8,3,5
2013-05-04 13:33:04,0,4,3,5
2013-05-04 13:33:05,0,3,3,5
2013-05-04 13:33:06,0,3,3,5
2013-05-04 13:33:07,0,3,3,5
2013-05-04 13:33:08,0,3,3,8
2013-05-04 13:33:09,0,3,3,8
2013-05-04 13:33:10,0,3,3,8
2013-05-04 13:33:11,0,3,3,5
2013-05-04 13:33:12,0,3,3,8
2013-05-04 13:33:13,0,3,3,8
2013-05-04 13:33:14,0,3,3,8
2013-05-04 13:33:15,0,3,3,8
2013-05-04 13:33:16,0,3,3,8
2013-05-04 13:33:17,0,3,3,2
2013-05-04 13:33:18,0,3,3,2
2013-05-04 13:33:19,0,3,3,2
2013-05-04 13:33:20,0,3,3,2
2013-05-04 13:33:21,0,4,3,2
2013-05-04 13:33:22,0,4,3,2
2013-05-04 13:33:23,0,4,3,5
2013-05-04 13:33:24,0,4,3,5
2013-05-04 13:33:25,0,4,3,5
2013-05-04 13:33:26,0,4,3,2
2013-05-04 13:33:27,0,3,3,2
2013-05-04 13:33:28,0,3,3,2
2013-05-04 13:33:29,0,4,3,2
2013-05-04 13:33:30,0,7,3,2
2013-05-04 13:33:31,0,7,3,2
2013-05-04 13:33:32,0,7,3,2
2013-05-04 13:33:33,0,4,3,2
2013-05-04 13:33:34,0,4,3,2
2013-05-04 13:33:35,0,4,3,2
2013-05-04 13:33:36,0,4,3,2
2013-05-04 13:33:37,0,4,3,2
2013-05-04 13:33:38,0,4,3,2
2013-05-04 13:33:39,0,4,3,2
2013-05-04 13:33:40,0,3,3,2
2013-05-04 13:33:41,0,3,3,2
2013-05-04 13:33:42,0,3,3,2
2013-05-04 13:33:43,0,3,3,2
2013-05-04 13:33:44,0,3,3,2
2013-05-04 13:33:45,0,3,3,2
2013-05-04 13:33:46,0,3,3,2
2013-05-04 13:33:47,0,3,2,2
2013-05-04 13:33:48,0,3,0,2
2013-05-04 13:33:49,0,3,0,2
2013-05-04 13:33:50,0,3,0,2
2013-05-04 13:33:51,0,3,0,2
2013-05-04 13:33:52,0,3,0,2
2013-05-04 13:33:53,0,3,0,2
2013-05-04 13:33:54,0,3,0,2
2013-05-04 13:33:55,0,3,0,2
2013-05-04 13:33:56,0,3,0,2
2013-05-04 13:33:57,0,3,0,2
2013-05-04 13:33:58,0,4,0,2
2013-05-04 13:33:59,0,4,0,2
2013-05-04 13:34:00,0,4,0,2
2013-05-04 13:34:01,0,4,0,2
2013-05-04 13:34:02,0,4,0,2
2013-05-04 13:34:03,0,4,0,2
2013-05-04 13:34:04,0,4,0,2
2013-05-04 13:34:05,0,3,0,2
2013-05-04 13:34:06,0,3,0,2
2013-05-04 13:34:07,0,3,0,2
2013-05-04 13:34:08,0,1,0,2
2013-05-04 13:34:09,0,1,0,2
2013-05-04 13:34:10,0,1,0,2
2013-05-04 13:34:11,0,1,0,2
2013-05-04 13:34:12,0,3,0,2
2013-05-04 13:34:13,0,4,0,2
2013-05-04 13:34:14,0,2,0,2
2013-05-04 13:34:15,0,2,0,2
2013-05-04 13:34:16,0,2,0,2
2013-05-04 13:34:17,0,2,0,2
2013-05-04 13:34:18,0,2,0,2
2013-05-04 13:34:19,0,2,0,2
2013-05-04 13:34:20,0,2,0,2
2013-05-04 13:34:21,0,0,0,2
2013-05-04 13:34:22,0,0,0,2
2013-05-04 13:34:23,0,0,0,2
2013-05-04 13:34:24,0,0,0,2
2013-05-04 13:34:25,0,0,0,2
2013-05-04 13:34:26,0,0,0,2
2013-05-04 13:34:27,0,0,0,2
2013-05-04 13:34:28,0,0,0,2
2013-05-04 13:34:29,0,0,0,2
2013-05-04 13:34:30,0,0,0,2
2013-05-04 13:34:31,0,0,0,2
2013-05-04 13:34:32,0,0,0,2
2013-05-04 13:34:33,0,0,0,2
2013-05-04 13:34:34,0,0,0,2
2013-05-04 13:34:35,0,0,0,2
2013-05-04 13:34:36,0,0,0,2
2013-05-04 13:34:37,0,0,0,2
2013-05-04 13:34:38,0,0,0,2
2013-05-04 13:34:39,0,0,0,2
2013-05-04 13:34:40,0,0,0,2
2013-05-04 13:34:41,0,0,0,2
2013-05-04 13:34:42,0,0,0,0
2013-05-04 13:34:43,0,0,0,0
2013-05-04 13:34:44,0,0,0,0
2013-05-04 13:34:45,0,0,0,0
2013-05-04 13:34:46,0,0,0,0
2013-05-04 13:34:47,0,0,0,0
2013-05-04 13:34:48,0,0,0,0
2013-05-04 13:34:49,0,0,0,0
2013-05-04 13:34:50,0,0,0,2
2013-05-04 13:34:51,0,0,0,2
2013-05-04 13:34:52,0,0,0,2
2013-05-04 13:34:53,0,0,0,2
2013-05-04 13:34:54,0,0,0,2
2013-05-04 13:34:55,0,0,0,2
2013-05-04 13:34:56,0,0,0,2
2013-05-04 13:34:57,0,0,0,2
2013-05-04 13:34:58,0,0,0,2
2013-05-04 13:34:59,0,0,0,2
2013-05-04 13:35:00,0,0,0,2
2013-05-04 13:35:01,0,0,0,2
2013-05-04 13:35:02,0,0,0,2
2013-05-04 13:35:03,0,0,0,2
2013-05-04 13:35:04,0,0,0,2
2013-05-04 13:35:05,0,0,0,2
2013-05-04 13:35:06,0,0,0,2
2013-05-04 13:35:07,0,0,0,2
2013-05-04 13:35:08,0,0,0,2
2013-05-04 13:35:09,0,0,0,2
2013-05-04 13:35:10,0,0,0,2
2013-05-04 13:35:11,0,0,0,2
2013-05-04 13:35:12,0,0,0,1
2013-05-04 13:35:13,0,0,0,2
2013-05-04 13:35:14,0,0,0,2
2013-05-04 13:35:15,0,0,0,1
2013-05-04 13:35:16,0,0,0,2
2013-05-04 13:35:17,0,0,0,1
2013-05-04 13:35:18,0,0,0,1
2013-05-04 13:35:19,0,0,0,1
2013-05-04 13:35:20,0,0,0,1
2013-05-04 13:35:21,0,0,0,3
2013-05-04 13:35:22,0,0,0,3
2013-05-04 13:35:23,0,0,0,1
2013-05-04 13:35:24,0,0,0,1
2013-05-04 13:35:25,0,0,0,3
2013-05-04 13:35:26,0,0,0,3
2013-05-04 13:35:27,0,0,0,1
2013-05-04 13:35:28,0,0,0,3
2013-05-04 13:35:29,0,0,0,3
2013-05-04 13:35:30,0,0,0,1
2013-05-04 13:35:31,0,0,0,1
2013-05-04 13:35:32,0,0,0,3
2013-05-04 13:35:33,0,0,0,3
2013-05-04 13:35:34,0,0,0,3
2013-05-04 13:35:35,0,2,0,1
2013-05-04 13:35:36,0,2,0,3
2013-05-04 13:35:37,0,2,0,1
2013-05-04 13:35:38,0,2,0,3
2013-05-04 13:35:39,0,2,0,3
2013-05-04 13:35:40,0,2,0,3
2013-05-04 13:35:41,0,2,0,3
2013-05-04 13:35:42,0,2,0,3
2013-05-04 13:35:43,0,2,0,3
2013-05-04 13:35:44,0,2,0,1
2013-05-04 13:35:45,0,2,0,1
2013-05-04 13:35:46,0,2,0,1
2013-05-04 13:35:47,0,2,0,1
2013-05-04 13:35:48,0,2,0,1
2013-05-04 13:35:49,0,3,0,1
2013-05-04 13:35:50,0,2,0,3
2013-05-04 13:35:51,0,3,0,3
2013-05-04 13:35:52,0,3,0,3
2013-05-04 13:35:53,0,3,0,3
2013-05-04 13:35:54,0,3,0,3
2013-05-04 13:35:55,0,3,2,3
2013-05-04 13:35:56,0,3,2,3
2013-05-04 13:35:57,0,2,2,1
2013-05-04 13:35:58,0,2,2,1
2013-05-04 13:35:59,0,2,2,1
2013-05-04 13:36:00,0,2,2,3
2013-05-04 13:36:01,0,3,2,1
2013-05-04 13:36:02,0,3,2,3
2013-05-04 13:36:03,0,3,4,3
2013-05-04 13:36:04,0,3,4,1
2013-05-04 13:36:05,0,3,4,1
2013-05-04 13:36:06,0,3,7,3
2013-05-04 13:36:07,0,3,7,1
2013-05-04 13:36:08,0,3,7,3
2013-05-04 13:36:09,0,3,7,3
2013-05-04 13:36:10,0,3,6,3
2013-05-04 13:36:11,0,3,6,3
2013-05-04 13:36:12,0,3,6,3
2013-05-04 13:36:13,0,3,6,3
2013-05-04 13:36:14,0,3,6,3
2013-05-04 13:36:15,0,1,4,3
2013-05-04 13:36:16,0,1,4,3
2013-05-04 13:36:17,0,1,4,3
2013-05-04 13:36:18,0,1,4,3
2013-05-04 13:36:19,0,1,0,3
2013-05-04 13:36:20,0,3,0,3
2013-05-04 13:36:21,0,3,4,3
2013-05-04 13:36:22,0,3,4,3
2013-05-04 13:36:23,0,3,4,3
2013-05-04 13:36:24,0,3,4,3
2013-05-04 13:36:25,0,3,7,3
2013-05-04 13:36:26,0,3,7,3
2013-05-04 13:36:27,0,1,7,3
2013-05-04 13:36:28,0,1,7,3
2013-05-04 13:36:29,0,1,6,3
2013-05-04 13:36:30,0,1,6,3
2013-05-04 13:36:31,0,1,6,3
2013-05-04 13:36:32,0,3,6,3
2013-05-04 13:36:33,0,3,7,3
2013-05-04 13:36:34,0,3,4,3
2013-05-04 13:36:35,0,3,4,3
2013-05-04 13:36:36,0,3,6,3
2013-05-04 13:36:37,0,3,7,3
2013-05-04 13:36:38,0,3,6,3
2013-05-04 13:36:39,0,3,6,3
2013-05-04 13:36:40,0,3,6,3
2013-05-04 13:36:41,0,4,6,3
2013-05-04 13:36:42,0,4,6,3
2013-05-04 13:36:43,0,4,4,3
2013-05-04 13:36:44,0,7,4,3
2013-05-04 13:36:45,0,7,4,3
2013-05-04 13:36:46,0,7,4,3
2013-05-04 13:36:47,0,4,7,3
2013-05-04 13:36:48,0,0,7,3
2013-05-04 13:36:49,0,2,7,3
2013-05-04 13:36:50,0,0,7,3
2013-05-04 13:36:51,0,0,7,3
2013-05-04 13:36:52,0,0,7,3
2013-05-04 13:36:53,0,3,7,3
2013-05-04 13:36:54,0,4,7,3
2013-05-04 13:36:55,0,4,7,3
2013-05-04 13:36:56,0,4,6,3
2013-05-04 13:36:57,0,7,7,3
2013-05-04 13:36:58,0,7,7,3
2013-05-04 13:36:59,0,7,7,3
2013-05-04 13:37:00,0,7,7,3
2013-05-04 13:37:01,0,7,7,3
2013-05-04 13:37:02,0,7,7,3
2013-05-04 13:37:03,0,6,8,3
2013-05-04 13:37:04,0,6,8,3
2013-05-04 13:37:05,0,6,8,3
2013-05-04 13:37:06,0,6,6,3
2013-05-04 13:37:07,0,7,2,3
2013-05-04 13:37:08,0,5,2,3
2013-05-04 13:37:09,0,5,2,3
2013-05-04 13:37:10,0,5,2,3
2013-05-04 13:37:11,0,2,2,3
2013-05-04 13:37:12,0,2,2,3
2013-05-04 13:37:13,0,2,0,3
2013-05-04 13:37:14,0,2,0,3
2013-05-04 13:37:15,0,2,0,3
2013-05-04 13:37:16,0,6,2,3
2013-05-04 13:37:17,0,7,2,3
2013-05-04 13:37:18,0,7,2,3
2013-05-04 13:37:19,0,7,2,3
2013-05-04 13:37:20,0,7,2,1
2013-05-04 13:37:21,0,7,2,3
2013-05-04 13:37:22,0,7,2,3
2013-05-04 13:37:23,0,6,2,3
2013-05-04 13:37:24,0,4,0,3
2013-05-04 13:37:25,0,4,0,3
2013-05-04 13:37:26,0,0,2,3
2013-05-04 13:37:27,0,0,2,3
2013-05-04 13:37:28,0,0,2,3
2013-05-04 13:37:29,0,0,2,3
2013-05-04 13:37:30,0,0,2,3
2013-05-04 13:37:31,0,0,2,3
2013-05-04 13:37:32,0,0,2,3
2013-05-04 13:37:33,0,0,2,3
2013-05-04 13:37:34,0,0,2,3
2013-05-04 13:37:35,0,0,2,3
2013-05-04 13:37:36,0,0,0,3
2013-05-04 13:37:37,0,0,0,3
2013-05-04 13:37:38,0,0,2,3
2013-05-04 13:37:39,0,0,2,3
2013-05-04 13:37:40,0,0,2,3
2013-05-04 13:37:41,0,0,0,0
2013-05-04 13:37:42,0,0,0,0
2013-05-04 13:37:43,0,0,0,0
2013-05-04 13:37:44,0,0,0,0
