time,yvonne,charles,charles_ipadair
2014-05-05 20:08:02,7,2,4
2014-05-05 20:08:03,7,2,4
2014-05-05 20:08:04,7,2,4
2014-05-05 20:08:05,8,2,4
2014-05-05 20:08:06,7,2,8
2014-05-05 20:08:07,7,2,8
2014-05-05 20:08:08,7,2,8
2014-05-05 20:08:09,7,2,8
2014-05-05 20:08:10,7,2,8
2014-05-05 20:08:11,7,2,8
2014-05-05 20:08:12,8,2,8
2014-05-05 20:08:13,7,2,8
2014-05-05 20:08:14,8,2,4
2014-05-05 20:08:15,7,2,4
2014-05-05 20:08:16,8,2,4
2014-05-05 20:08:17,7,2,4
2014-05-05 20:08:18,8,2,4
2014-05-05 20:08:19,7,2,4
2014-05-05 20:08:20,8,2,4
2014-05-05 20:08:21,7,2,4
2014-05-05 20:08:22,8,2,4
2014-05-05 20:08:23,7,2,4
2014-05-05 20:08:24,6,2,4
2014-05-05 20:08:25,6,3,4
2014-05-05 20:08:26,6,2,4
2014-05-05 20:08:27,6,3,4
2014-05-05 20:08:28,6,2,4
2014-05-05 20:08:29,6,2,4
2014-05-05 20:08:30,6,2,4
2014-05-05 20:08:31,8,2,3
2014-05-05 20:08:32,6,2,3
2014-05-05 20:08:33,8,2,8
2014-05-05 20:08:34,7,2,8
2014-05-05 20:08:35,4,2,8
2014-05-05 20:08:36,4,2,8
2014-05-05 20:08:37,4,2,3
2014-05-05 20:08:38,4,2,4
2014-05-05 20:08:39,4,2,4
2014-05-05 20:08:40,4,2,4
2014-05-05 20:08:41,4,2,4
2014-05-05 20:08:42,4,2,4
2014-05-05 20:08:43,7,2,3
2014-05-05 20:08:44,4,2,4
2014-05-05 20:08:45,4,2,3
2014-05-05 20:08:46,4,2,4
2014-05-05 20:08:47,4,2,4
2014-05-05 20:08:48,4,2,4
2014-05-05 20:08:49,4,2,4
2014-05-05 20:08:50,4,2,4
2014-05-05 20:08:51,4,2,4
2014-05-05 20:08:52,4,2,4
2014-05-05 20:08:53,4,2,4
2014-05-05 20:08:54,4,2,3
2014-05-05 20:08:55,4,2,4
2014-05-05 20:08:56,4,2,4
2014-05-05 20:08:57,4,2,4
2014-05-05 20:08:58,4,2,4
2014-05-05 20:08:59,4,2,4
2014-05-05 20:09:00,4,2,3
2014-05-05 20:09:01,4,2,3
2014-05-05 20:09:02,4,2,4
2014-05-05 20:09:03,4,2,3
2014-05-05 20:09:04,4,2,3
2014-05-05 20:09:05,4,2,3
2014-05-05 20:09:06,4,2,3
2014-05-05 20:09:07,3,2,8
2014-05-05 20:09:08,3,3,8
2014-05-05 20:09:09,3,1,8
2014-05-05 20:09:10,3,2,3
2014-05-05 20:09:11,3,2,3
2014-05-05 20:09:12,3,2,3
2014-05-05 20:09:13,8,2,3
2014-05-05 20:09:14,7,2,3
2014-05-05 20:09:15,8,2,3
2014-05-05 20:09:16,7,2,8
2014-05-05 20:09:17,8,2,3
2014-05-05 20:09:18,7,2,8
2014-05-05 20:09:19,8,2,3
2014-05-05 20:09:20,3,1,3
2014-05-05 20:09:21,3,1,3
2014-05-05 20:09:22,3,2,3
2014-05-05 20:09:23,3,2,3
2014-05-05 20:09:24,3,2,3
2014-05-05 20:09:25,4,2,3
2014-05-05 20:09:26,4,2,3
2014-05-05 20:09:27,7,2,3
2014-05-05 20:09:28,4,2,1
2014-05-05 20:09:29,7,2,1
2014-05-05 20:09:30,7,2,1
2014-05-05 20:09:31,8,2,1
2014-05-05 20:09:32,8,3,1
2014-05-05 20:09:33,3,1,1
2014-05-05 20:09:34,3,1,1
2014-05-05 20:09:35,3,3,1
2014-05-05 20:09:36,3,3,1
2014-05-05 20:09:37,3,3,1
2014-05-05 20:09:38,3,3,1
2014-05-05 20:09:39,3,3,1
2014-05-05 20:09:40,3,3,1
2014-05-05 20:09:41,3,3,1
2014-05-05 20:09:42,3,3,1
2014-05-05 20:09:43,3,3,1
2014-05-05 20:09:44,3,3,1
2014-05-05 20:09:45,3,3,1
2014-05-05 20:09:46,3,3,1
2014-05-05 20:09:47,3,1,1
2014-05-05 20:09:48,3,3,1
2014-05-05 20:09:49,3,3,1
2014-05-05 20:09:50,3,3,1
2014-05-05 20:09:51,3,3,1
2014-05-05 20:09:52,3,3,1
2014-05-05 20:09:53,3,1,1
2014-05-05 20:09:54,3,1,1
2014-05-05 20:09:55,3,1,1
2014-05-05 20:09:56,3,1,1
2014-05-05 20:09:57,3,1,1
2014-05-05 20:09:58,3,3,1
2014-05-05 20:09:59,3,1,1
2014-05-05 20:10:00,3,1,1
2014-05-05 20:10:01,3,3,1
2014-05-05 20:10:02,3,3,3
2014-05-05 20:10:03,3,3,3
2014-05-05 20:10:04,3,3,3
2014-05-05 20:10:05,4,4,4
2014-05-05 20:10:06,4,4,4
2014-05-05 20:10:07,4,4,4
2014-05-05 20:10:08,4,4,4
2014-05-05 20:10:09,4,4,4
2014-05-05 20:10:10,4,4,4
2014-05-05 20:10:11,4,4,4
2014-05-05 20:10:12,4,4,4
2014-05-05 20:10:13,4,4,4
2014-05-05 20:10:14,4,4,4
2014-05-05 20:10:15,4,4,4
2014-05-05 20:10:16,4,3,4
2014-05-05 20:10:17,4,4,4
2014-05-05 20:10:18,4,4,4
2014-05-05 20:10:19,4,4,4
2014-05-05 20:10:20,4,4,4
2014-05-05 20:10:21,4,4,4
2014-05-05 20:10:22,4,4,4
2014-05-05 20:10:23,4,4,4
2014-05-05 20:10:24,4,4,7
2014-05-05 20:10:25,4,4,7
2014-05-05 20:10:26,4,3,7
2014-05-05 20:10:27,4,3,7
2014-05-05 20:10:28,4,3,7
2014-05-05 20:10:29,4,3,7
2014-05-05 20:10:30,4,4,7
2014-05-05 20:10:31,4,4,7
2014-05-05 20:10:32,4,4,7
2014-05-05 20:10:33,4,4,7
2014-05-05 20:10:34,4,4,7
2014-05-05 20:10:35,4,4,7
2014-05-05 20:10:36,4,4,7
2014-05-05 20:10:37,4,4,7
2014-05-05 20:10:38,4,4,7
2014-05-05 20:10:39,4,4,8
2014-05-05 20:10:40,4,4,7
2014-05-05 20:10:41,4,4,7
2014-05-05 20:10:42,4,3,7
2014-05-05 20:10:43,4,4,7
2014-05-05 20:10:44,4,4,7
2014-05-05 20:10:45,4,4,7
2014-05-05 20:10:46,4,4,7
2014-05-05 20:10:47,7,4,7
2014-05-05 20:10:48,7,4,7
2014-05-05 20:10:49,7,4,6
2014-05-05 20:10:50,7,3,7
2014-05-05 20:10:51,7,4,6
2014-05-05 20:10:52,7,4,7
2014-05-05 20:10:53,7,4,6
2014-05-05 20:10:54,7,4,7
2014-05-05 20:10:55,7,4,7
2014-05-05 20:10:56,7,4,7
2014-05-05 20:10:57,7,4,7
2014-05-05 20:10:58,7,4,7
2014-05-05 20:10:59,7,4,7
2014-05-05 20:11:00,7,8,6
2014-05-05 20:11:01,7,4,7
2014-05-05 20:11:02,7,7,7
2014-05-05 20:11:03,7,7,6
2014-05-05 20:11:04,7,7,6
2014-05-05 20:11:05,7,7,7
2014-05-05 20:11:06,7,7,6
2014-05-05 20:11:07,7,7,6
2014-05-05 20:11:08,7,7,4
2014-05-05 20:11:09,7,7,7
2014-05-05 20:11:10,7,7,7
2014-05-05 20:11:11,4,7,7
2014-05-05 20:11:12,7,7,7
2014-05-05 20:11:13,4,7,4
2014-05-05 20:11:14,6,7,4
2014-05-05 20:11:15,7,7,4
2014-05-05 20:11:16,7,7,4
2014-05-05 20:11:17,7,7,4
2014-05-05 20:11:18,7,7,4
2014-05-05 20:11:19,7,7,4
2014-05-05 20:11:20,7,7,4
2014-05-05 20:11:21,7,7,4
2014-05-05 20:11:22,7,7,7
2014-05-05 20:11:23,7,7,4
2014-05-05 20:11:24,7,7,7
2014-05-05 20:11:25,7,7,4
2014-05-05 20:11:26,7,7,4
2014-05-05 20:11:27,7,7,4
2014-05-05 20:11:28,7,7,4
2014-05-05 20:11:29,7,7,4
2014-05-05 20:11:30,4,7,4
2014-05-05 20:11:31,6,7,6
2014-05-05 20:11:32,4,7,4
2014-05-05 20:11:33,4,8,4
2014-05-05 20:11:34,4,7,4
2014-05-05 20:11:35,4,7,4
2014-05-05 20:11:36,4,4,4
2014-05-05 20:11:37,4,4,4
2014-05-05 20:11:38,4,7,4
2014-05-05 20:11:39,4,4,4
2014-05-05 20:11:40,4,4,4
2014-05-05 20:11:41,4,4,4
2014-05-05 20:11:42,4,4,4
2014-05-05 20:11:43,4,4,4
2014-05-05 20:11:44,4,4,4
2014-05-05 20:11:45,4,4,4
2014-05-05 20:11:46,4,4,4
2014-05-05 20:11:47,4,4,4
2014-05-05 20:11:48,4,4,4
2014-05-05 20:11:49,4,4,4
2014-05-05 20:11:50,4,4,4
2014-05-05 20:11:51,4,4,4
2014-05-05 20:11:52,4,4,4
2014-05-05 20:11:53,4,4,4
2014-05-05 20:11:54,4,4,4
2014-05-05 20:11:55,4,4,4
2014-05-05 20:11:56,4,7,4
2014-05-05 20:11:57,4,4,4
2014-05-05 20:11:58,7,4,4
2014-05-05 20:11:59,4,4,4
2014-05-05 20:12:00,4,4,4
2014-05-05 20:12:01,4,4,4
2014-05-05 20:12:02,4,4,4
2014-05-05 20:12:03,6,7,7
2014-05-05 20:12:04,6,7,7
2014-05-05 20:12:05,6,7,7
2014-05-05 20:12:06,6,7,7
2014-05-05 20:12:07,6,8,7
2014-05-05 20:12:08,6,7,7
2014-05-05 20:12:09,6,7,7
2014-05-05 20:12:10,8,8,8
2014-05-05 20:12:11,6,7,7
2014-05-05 20:12:12,8,7,8
2014-05-05 20:12:13,8,7,7
2014-05-05 20:12:14,6,7,7
2014-05-05 20:12:15,8,8,7
2014-05-05 20:12:16,6,7,6
2014-05-05 20:12:17,8,7,7
2014-05-05 20:12:18,8,7,7
2014-05-05 20:12:19,6,7,7
2014-05-05 20:12:20,7,7,7
2014-05-05 20:12:21,6,7,3
2014-05-05 20:12:22,8,3,3
2014-05-05 20:12:23,8,8,3
2014-05-05 20:12:24,7,8,1
2014-05-05 20:12:25,8,8,1
2014-05-05 20:12:26,4,8,1
2014-05-05 20:12:27,3,8,1
2014-05-05 20:12:28,3,8,1
2014-05-05 20:12:29,1,8,1
2014-05-05 20:12:30,1,8,1
2014-05-05 20:12:31,1,8,1
2014-05-05 20:12:32,1,8,1
2014-05-05 20:12:33,1,8,1
2014-05-05 20:12:34,8,8,1
2014-05-05 20:12:35,8,8,1
2014-05-05 20:12:36,8,8,1
2014-05-05 20:12:37,8,8,8
2014-05-05 20:12:38,8,8,8
2014-05-05 20:12:39,8,8,5
2014-05-05 20:12:40,8,8,1
2014-05-05 20:12:41,8,8,1
2014-05-05 20:12:42,7,1,3
2014-05-05 20:12:43,7,8,3
2014-05-05 20:12:44,7,8,3
2014-05-05 20:12:45,8,8,7
2014-05-05 20:12:46,8,8,8
2014-05-05 20:12:47,8,8,8
2014-05-05 20:12:48,8,8,8
2014-05-05 20:12:49,8,8,8
2014-05-05 20:12:50,1,8,1
2014-05-05 20:12:51,1,8,1
2014-05-05 20:12:52,1,8,1
2014-05-05 20:12:53,1,8,1
2014-05-05 20:12:54,1,8,1
2014-05-05 20:12:55,1,8,1
2014-05-05 20:12:56,1,8,1
2014-05-05 20:12:57,1,8,1
2014-05-05 20:12:58,1,8,1
2014-05-05 20:12:59,1,8,1
2014-05-05 20:13:00,1,8,1
2014-05-05 20:13:01,1,8,1
2014-05-05 20:13:02,1,8,1
2014-05-05 20:13:03,1,1,1
2014-05-05 20:13:04,1,1,1
2014-05-05 20:13:05,1,1,1
2014-05-05 20:13:06,1,1,1
2014-05-05 20:13:07,1,1,1
2014-05-05 20:13:08,1,1,1
2014-05-05 20:13:09,1,1,1
2014-05-05 20:13:10,1,1,1
2014-05-05 20:13:11,1,1,1
2014-05-05 20:13:12,1,1,1
2014-05-05 20:13:13,1,1,1
2014-05-05 20:13:14,3,3,3
2014-05-05 20:13:15,8,4,2
2014-05-05 20:13:16,2,4,0
2014-05-05 20:13:17,0,0,0
2014-05-05 20:13:18,0,0,0
2014-05-05 20:13:19,0,0,0
2014-05-05 20:13:20,0,0,0
2014-05-05 20:13:21,0,0,0
2014-05-05 20:13:22,0,0,0
2014-05-05 20:13:23,0,0,0
2014-05-05 20:13:24,0,2,0
2014-05-05 20:13:25,0,2,0
2014-05-05 20:13:26,2,3,0
2014-05-05 20:13:27,2,3,0
2014-05-05 20:13:28,2,3,0
2014-05-05 20:13:29,2,3,0
2014-05-05 20:13:30,2,3,0
2014-05-05 20:13:31,2,3,0
2014-05-05 20:13:32,0,3,0
2014-05-05 20:13:33,0,4,0
2014-05-05 20:13:34,0,4,0
2014-05-05 20:13:35,0,6,0
2014-05-05 20:13:36,0,6,0
2014-05-05 20:13:37,0,4,0
2014-05-05 20:13:38,0,4,0
2014-05-05 20:13:39,0,3,0
2014-05-05 20:13:40,0,3,0
2014-05-05 20:13:41,0,0,0
2014-05-05 20:13:42,4,0,0
2014-05-05 20:13:43,4,0,0
2014-05-05 20:13:44,4,0,2
2014-05-05 20:13:45,4,0,4
2014-05-05 20:13:46,4,0,4
2014-05-05 20:13:47,4,0,4
2014-05-05 20:13:48,7,0,4
2014-05-05 20:13:49,7,0,4
2014-05-05 20:13:50,7,0,4
2014-05-05 20:13:51,7,0,4
2014-05-05 20:13:52,7,0,4
2014-05-05 20:13:53,7,0,4
2014-05-05 20:13:54,6,0,6
2014-05-05 20:13:55,6,0,6
2014-05-05 20:13:56,6,0,0
2014-05-05 20:13:57,8,0,0
2014-05-05 20:13:58,8,0,0
2014-05-05 20:13:59,7,0,0
2014-05-05 20:14:00,8,0,0
2014-05-05 20:14:01,8,0,0
2014-05-05 20:14:02,6,0,0
2014-05-05 20:14:03,8,0,0
2014-05-05 20:14:04,7,0,0
2014-05-05 20:14:05,7,0,0
2014-05-05 20:14:06,8,0,0
2014-05-05 20:14:07,7,0,0
2014-05-05 20:14:08,6,0,0
2014-05-05 20:14:09,6,0,0
2014-05-05 20:14:10,4,0,0
2014-05-05 20:14:11,4,0,0
2014-05-05 20:14:12,4,0,0
2014-05-05 20:14:13,4,0,0
2014-05-05 20:14:14,2,0,0
2014-05-05 20:14:15,2,0,0
2014-05-05 20:14:16,0,0,0
