time,charles,charles_ipadair,yvonne
2014-05-05 21:15:38,1,0,2
2014-05-05 21:15:39,1,0,2
2014-05-05 21:15:40,1,0,2
2014-05-05 21:15:41,1,0,2
2014-05-05 21:15:42,1,0,2
2014-05-05 21:15:43,3,0,2
2014-05-05 21:15:44,2,0,2
2014-05-05 21:15:45,2,0,2
2014-05-05 21:15:46,2,0,2
2014-05-05 21:15:47,6,0,2
2014-05-05 21:15:48,2,0,2
2014-05-05 21:15:49,2,0,2
2014-05-05 21:15:50,2,0,2
2014-05-05 21:15:51,2,0,2
2014-05-05 21:15:52,2,0,2
2014-05-05 21:15:53,2,0,2
2014-05-05 21:15:54,2,0,2
2014-05-05 21:15:55,2,0,2
2014-05-05 21:15:56,2,0,2
2014-05-05 21:15:57,2,0,2
2014-05-05 21:15:58,2,0,2
2014-05-05 21:15:59,2,0,2
2014-05-05 21:16:00,2,0,0
2014-05-05 21:16:01,2,0,0
2014-05-05 21:16:02,2,0,0
2014-05-05 21:16:03,2,0,0
2014-05-05 21:16:04,2,0,0
2014-05-05 21:16:05,2,0,0
2014-05-05 21:16:06,0,0,0
2014-05-05 21:16:07,0,0,0
2014-05-05 21:16:08,0,0,0
2014-05-05 21:16:09,2,0,0
2014-05-05 21:16:10,2,0,0
2014-05-05 21:16:11,2,0,0
2014-05-05 21:16:12,2,0,0
2014-05-05 21:16:13,2,0,0
2014-05-05 21:16:14,0,0,0
2014-05-05 21:16:15,0,0,0
2014-05-05 21:16:16,0,0,0
2014-05-05 21:16:17,0,0,0
2014-05-05 21:16:18,0,0,0
2014-05-05 21:16:19,0,0,0
2014-05-05 21:16:20,0,0,0
2014-05-05 21:16:21,0,0,0
2014-05-05 21:16:22,0,0,0
2014-05-05 21:16:23,0,0,0
2014-05-05 21:16:24,0,0,0
2014-05-05 21:16:25,0,0,0
2014-05-05 21:16:26,0,0,0
2014-05-05 21:16:27,0,0,0
2014-05-05 21:16:28,0,0,0
2014-05-05 21:16:29,0,0,0
2014-05-05 21:16:30,0,0,0
2014-05-05 21:16:31,0,0,0
2014-05-05 21:16:32,0,0,0
2014-05-05 21:16:33,0,0,0
2014-05-05 21:16:34,2,0,0
2014-05-05 21:16:35,2,0,0
2014-05-05 21:16:36,2,0,0
2014-05-05 21:16:37,8,0,6
2014-05-05 21:16:38,3,0,6
2014-05-05 21:16:39,1,0,6
2014-05-05 21:16:40,8,0,6
2014-05-05 21:16:41,2,0,6
2014-05-05 21:16:42,2,0,0
2014-05-05 21:16:43,2,0,0
2014-05-05 21:16:44,2,0,0
2014-05-05 21:16:45,2,0,0
2014-05-05 21:16:46,2,0,0
2014-05-05 21:16:47,2,0,0
2014-05-05 21:16:48,2,0,0
2014-05-05 21:16:49,0,0,0
2014-05-05 21:16:50,0,0,0
2014-05-05 21:16:51,0,0,0
2014-05-05 21:16:52,0,0,0
2014-05-05 21:16:53,0,0,0
2014-05-05 21:16:54,0,0,0
2014-05-05 21:16:55,0,0,0
2014-05-05 21:16:56,0,0,0
2014-05-05 21:16:57,0,0,0
2014-05-05 21:16:58,0,0,0
2014-05-05 21:16:59,0,6,0
2014-05-05 21:17:00,0,2,0
2014-05-05 21:17:01,0,2,1
2014-05-05 21:17:02,0,2,8
2014-05-05 21:17:03,0,3,8
2014-05-05 21:17:04,0,1,8
2014-05-05 21:17:05,0,1,8
2014-05-05 21:17:06,0,1,3
2014-05-05 21:17:07,0,1,8
2014-05-05 21:17:08,0,1,2
2014-05-05 21:17:09,0,1,2
2014-05-05 21:17:10,0,2,2
2014-05-05 21:17:11,0,2,2
2014-05-05 21:17:12,0,0,2
2014-05-05 21:17:13,0,0,2
2014-05-05 21:17:14,0,0,2
2014-05-05 21:17:15,0,2,2
2014-05-05 21:17:16,0,2,2
2014-05-05 21:17:17,0,2,3
2014-05-05 21:17:18,0,2,3
2014-05-05 21:17:19,0,2,3
2014-05-05 21:17:20,0,2,3
2014-05-05 21:17:21,0,0,4
2014-05-05 21:17:22,0,0,3
2014-05-05 21:17:23,2,0,0
2014-05-05 21:17:24,2,0,0
2014-05-05 21:17:25,2,0,0
2014-05-05 21:17:26,2,0,4
2014-05-05 21:17:27,2,0,3
2014-05-05 21:17:28,0,0,3
2014-05-05 21:17:29,0,0,3
2014-05-05 21:17:30,0,0,3
2014-05-05 21:17:31,0,0,3
2014-05-05 21:17:32,0,0,3
2014-05-05 21:17:33,0,0,4
2014-05-05 21:17:34,0,0,4
2014-05-05 21:17:35,0,0,4
2014-05-05 21:17:36,0,0,0
2014-05-05 21:17:37,0,0,2
2014-05-05 21:17:38,0,0,2
2014-05-05 21:17:39,0,0,4
2014-05-05 21:17:40,0,0,3
2014-05-05 21:17:41,0,0,3
2014-05-05 21:17:42,0,0,3
2014-05-05 21:17:43,0,0,1
2014-05-05 21:17:44,0,0,1
2014-05-05 21:17:45,0,0,3
2014-05-05 21:17:46,0,2,3
2014-05-05 21:17:47,4,2,3
2014-05-05 21:17:48,4,2,3
2014-05-05 21:17:49,4,2,3
2014-05-05 21:17:50,4,2,4
2014-05-05 21:17:51,4,2,4
2014-05-05 21:17:52,2,2,2
2014-05-05 21:17:53,4,2,0
2014-05-05 21:17:54,4,2,0
2014-05-05 21:17:55,4,2,0
2014-05-05 21:17:56,8,2,0
2014-05-05 21:17:57,4,2,0
2014-05-05 21:17:58,4,2,0
2014-05-05 21:17:59,4,2,0
2014-05-05 21:18:00,4,2,0
2014-05-05 21:18:01,4,2,0
2014-05-05 21:18:02,8,2,0
2014-05-05 21:18:03,7,2,0
2014-05-05 21:18:04,7,2,0
2014-05-05 21:18:05,7,2,0
2014-05-05 21:18:06,4,2,2
2014-05-05 21:18:07,7,2,2
2014-05-05 21:18:08,7,2,2
2014-05-05 21:18:09,7,2,2
2014-05-05 21:18:10,7,2,2
2014-05-05 21:18:11,7,2,2
2014-05-05 21:18:12,7,2,2
2014-05-05 21:18:13,8,2,2
2014-05-05 21:18:14,8,2,2
2014-05-05 21:18:15,2,2,2
2014-05-05 21:18:16,2,2,2
2014-05-05 21:18:17,2,2,7
2014-05-05 21:18:18,2,2,8
2014-05-05 21:18:19,2,2,7
2014-05-05 21:18:20,2,2,7
2014-05-05 21:18:21,2,2,7
2014-05-05 21:18:22,2,2,2
2014-05-05 21:18:23,2,2,2
2014-05-05 21:18:24,2,2,2
2014-05-05 21:18:25,2,2,2
2014-05-05 21:18:26,2,2,2
2014-05-05 21:18:27,2,2,2
2014-05-05 21:18:28,1,2,2
2014-05-05 21:18:29,1,2,2
2014-05-05 21:18:30,1,2,2
2014-05-05 21:18:31,1,2,2
2014-05-05 21:18:32,1,2,2
2014-05-05 21:18:33,1,2,2
2014-05-05 21:18:34,1,2,2
2014-05-05 21:18:35,2,2,5
2014-05-05 21:18:36,2,2,2
2014-05-05 21:18:37,4,2,5
2014-05-05 21:18:38,4,2,5
2014-05-05 21:18:39,4,2,5
2014-05-05 21:18:40,4,2,2
2014-05-05 21:18:41,3,2,2
2014-05-05 21:18:42,0,2,2
2014-05-05 21:18:43,4,2,2
2014-05-05 21:18:44,7,1,2
2014-05-05 21:18:45,7,1,2
2014-05-05 21:18:46,7,1,5
2014-05-05 21:18:47,7,1,5
2014-05-05 21:18:48,7,1,5
2014-05-05 21:18:49,7,1,5
2014-05-05 21:18:50,7,1,5
2014-05-05 21:18:51,4,2,5
2014-05-05 21:18:52,0,1,5
2014-05-05 21:18:53,0,1,5
2014-05-05 21:18:54,0,1,5
2014-05-05 21:18:55,0,1,2
2014-05-05 21:18:56,0,1,2
2014-05-05 21:18:57,0,1,2
2014-05-05 21:18:58,0,1,2
2014-05-05 21:18:59,0,2,2
2014-05-05 21:19:00,0,2,2
2014-05-05 21:19:01,0,2,2
2014-05-05 21:19:02,0,2,5
2014-05-05 21:19:03,0,2,6
2014-05-05 21:19:04,0,2,7
2014-05-05 21:19:05,0,2,7
2014-05-05 21:19:06,0,2,7
2014-05-05 21:19:07,0,2,7
2014-05-05 21:19:08,3,2,7
2014-05-05 21:19:09,8,2,7
2014-05-05 21:19:10,7,2,7
2014-05-05 21:19:11,7,2,7
2014-05-05 21:19:12,7,2,7
2014-05-05 21:19:13,4,2,7
2014-05-05 21:19:14,4,2,7
2014-05-05 21:19:15,0,2,6
2014-05-05 21:19:16,0,2,4
2014-05-05 21:19:17,0,2,4
2014-05-05 21:19:18,0,2,4
2014-05-05 21:19:19,0,2,4
2014-05-05 21:19:20,0,2,2
2014-05-05 21:19:21,0,2,0
2014-05-05 21:19:22,0,2,0
2014-05-05 21:19:23,0,2,2
2014-05-05 21:19:24,0,2,2
2014-05-05 21:19:25,0,2,2
2014-05-05 21:19:26,0,2,2
2014-05-05 21:19:27,0,2,2
2014-05-05 21:19:28,0,2,2
2014-05-05 21:19:29,0,2,2
2014-05-05 21:19:30,0,2,2
2014-05-05 21:19:31,0,1,2
2014-05-05 21:19:32,0,1,2
2014-05-05 21:19:33,0,1,2
2014-05-05 21:19:34,0,1,2
2014-05-05 21:19:35,0,1,2
2014-05-05 21:19:36,0,1,2
2014-05-05 21:19:37,0,1,2
2014-05-05 21:19:38,0,1,2
2014-05-05 21:19:39,0,1,2
2014-05-05 21:19:40,0,2,2
2014-05-05 21:19:41,0,2,2
2014-05-05 21:19:42,0,2,2
2014-05-05 21:19:43,0,1,2
2014-05-05 21:19:44,0,1,2
2014-05-05 21:19:45,0,1,2
2014-05-05 21:19:46,0,3,2
2014-05-05 21:19:47,0,3,2
2014-05-05 21:19:48,0,3,2
2014-05-05 21:19:49,0,8,2
2014-05-05 21:19:50,0,7,2
2014-05-05 21:19:51,0,7,2
2014-05-05 21:19:52,0,7,2
2014-05-05 21:19:53,0,7,2
2014-05-05 21:19:54,0,7,2
2014-05-05 21:19:55,0,7,2
2014-05-05 21:19:56,0,7,2
2014-05-05 21:19:57,0,7,2
2014-05-05 21:19:58,0,8,2
2014-05-05 21:19:59,0,8,2
2014-05-05 21:20:00,0,7,2
2014-05-05 21:20:01,0,7,2
2014-05-05 21:20:02,0,7,2
2014-05-05 21:20:03,0,7,2
2014-05-05 21:20:04,0,5,2
2014-05-05 21:20:05,0,5,2
2014-05-05 21:20:06,0,5,2
2014-05-05 21:20:07,0,5,2
2014-05-05 21:20:08,0,7,0
2014-05-05 21:20:09,0,4,0
2014-05-05 21:20:10,0,7,2
2014-05-05 21:20:11,0,3,2
2014-05-05 21:20:12,0,3,2
2014-05-05 21:20:13,0,3,2
2014-05-05 21:20:14,0,8,2
2014-05-05 21:20:15,0,8,2
2014-05-05 21:20:16,0,7,2
2014-05-05 21:20:17,0,7,2
2014-05-05 21:20:18,0,7,2
2014-05-05 21:20:19,0,7,1
2014-05-05 21:20:20,0,7,2
2014-05-05 21:20:21,0,7,2
2014-05-05 21:20:22,0,7,2
2014-05-05 21:20:23,0,5,2
2014-05-05 21:20:24,0,5,2
2014-05-05 21:20:25,0,5,2
2014-05-05 21:20:26,0,5,0
2014-05-05 21:20:27,0,5,0
2014-05-05 21:20:28,0,8,0
2014-05-05 21:20:29,4,8,0
2014-05-05 21:20:30,7,3,0
2014-05-05 21:20:31,7,2,0
2014-05-05 21:20:32,7,2,0
2014-05-05 21:20:33,7,2,0
2014-05-05 21:20:34,7,0,0
2014-05-05 21:20:35,7,0,0
2014-05-05 21:20:36,8,0,2
2014-05-05 21:20:37,0,0,2
2014-05-05 21:20:38,6,0,2
2014-05-05 21:20:39,6,0,2
2014-05-05 21:20:40,8,0,2
2014-05-05 21:20:41,8,0,0
2014-05-05 21:20:42,8,0,0
2014-05-05 21:20:43,7,0,0
2014-05-05 21:20:44,7,0,0
2014-05-05 21:20:45,7,0,0
2014-05-05 21:20:46,7,0,0
2014-05-05 21:20:47,2,0,0
2014-05-05 21:20:48,5,0,0
2014-05-05 21:20:49,7,0,2
2014-05-05 21:20:50,7,0,2
2014-05-05 21:20:51,7,0,2
2014-05-05 21:20:52,7,0,2
2014-05-05 21:20:53,7,0,2
2014-05-05 21:20:54,7,0,0
2014-05-05 21:20:55,7,0,0
2014-05-05 21:20:56,2,0,0
2014-05-05 21:20:57,2,0,0
2014-05-05 21:20:58,0,0,0
2014-05-05 21:20:59,0,0,0
2014-05-05 21:21:00,0,0,0
2014-05-05 21:21:01,0,0,2
2014-05-05 21:21:02,0,0,2
2014-05-05 21:21:03,0,0,2
2014-05-05 21:21:04,0,0,2
2014-05-05 21:21:05,0,0,2
2014-05-05 21:21:06,0,2,2
2014-05-05 21:21:07,0,2,2
2014-05-05 21:21:08,0,2,2
2014-05-05 21:21:09,0,2,2
2014-05-05 21:21:10,0,2,2
2014-05-05 21:21:11,0,0,8
2014-05-05 21:21:12,0,2,2
2014-05-05 21:21:13,0,2,8
2014-05-05 21:21:14,0,2,2
2014-05-05 21:21:15,0,2,2
2014-05-05 21:21:16,0,2,2
2014-05-05 21:21:17,0,2,2
2014-05-05 21:21:18,0,2,8
2014-05-05 21:21:19,0,2,8
2014-05-05 21:21:20,0,2,8
2014-05-05 21:21:21,0,2,5
2014-05-05 21:21:22,0,2,5
2014-05-05 21:21:23,0,2,8
2014-05-05 21:21:24,0,2,2
2014-05-05 21:21:25,0,2,1
2014-05-05 21:21:26,0,2,1
2014-05-05 21:21:27,0,2,2
2014-05-05 21:21:28,0,2,1
2014-05-05 21:21:29,0,2,1
2014-05-05 21:21:30,0,2,8
2014-05-05 21:21:31,0,2,8
2014-05-05 21:21:32,2,0,8
2014-05-05 21:21:33,2,0,2
2014-05-05 21:21:34,3,0,0
2014-05-05 21:21:35,3,0,0
2014-05-05 21:21:36,3,0,0
2014-05-05 21:21:37,1,0,0
2014-05-05 21:21:38,1,0,0
2014-05-05 21:21:39,3,0,0
2014-05-05 21:21:40,3,0,0
2014-05-05 21:21:41,3,0,0
2014-05-05 21:21:42,2,0,0
2014-05-05 21:21:43,2,0,0
2014-05-05 21:21:44,5,0,0
2014-05-05 21:21:45,2,0,0
2014-05-05 21:21:46,2,0,0
2014-05-05 21:21:47,0,0,0
2014-05-05 21:21:48,0,0,0
2014-05-05 21:21:49,0,0,0
2014-05-05 21:21:50,0,0,0
2014-05-05 21:21:51,0,0,0
2014-05-05 21:21:52,0,0,0
2014-05-05 21:21:53,0,0,0
2014-05-05 21:21:54,0,0,0
2014-05-05 21:21:55,0,0,0
2014-05-05 21:21:56,0,0,0
2014-05-05 21:21:57,0,0,0
2014-05-05 21:21:58,2,0,0
2014-05-05 21:21:59,8,0,0
2014-05-05 21:22:00,8,0,0
2014-05-05 21:22:01,8,0,0
2014-05-05 21:22:02,8,0,0
2014-05-05 21:22:03,8,0,0
2014-05-05 21:22:04,4,0,0
2014-05-05 21:22:05,3,0,0
2014-05-05 21:22:06,4,0,0
2014-05-05 21:22:07,4,0,0
2014-05-05 21:22:08,4,0,0
2014-05-05 21:22:09,4,0,0
2014-05-05 21:22:10,4,0,0
2014-05-05 21:22:11,4,0,0
2014-05-05 21:22:12,4,0,0
2014-05-05 21:22:13,4,0,0
2014-05-05 21:22:14,0,0,0
2014-05-05 21:22:15,0,0,0
2014-05-05 21:22:16,0,0,0
2014-05-05 21:22:17,0,0,0
2014-05-05 21:22:18,0,0,0
2014-05-05 21:22:19,0,0,0
2014-05-05 21:22:20,0,0,0
2014-05-05 21:22:21,0,0,0
2014-05-05 21:22:22,0,0,0
2014-05-05 21:22:23,0,0,0
2014-05-05 21:22:24,0,0,0
2014-05-05 21:22:25,0,0,0
2014-05-05 21:22:26,0,0,0
2014-05-05 21:22:27,0,0,0
2014-05-05 21:22:28,0,0,0
2014-05-05 21:22:29,0,0,0
2014-05-05 21:22:30,0,0,0
2014-05-05 21:22:31,0,0,0
2014-05-05 21:22:32,0,0,0
2014-05-05 21:22:33,0,0,0
2014-05-05 21:22:34,0,0,0
2014-05-05 21:22:35,0,0,0
2014-05-05 21:22:36,0,0,0
2014-05-05 21:22:37,0,0,0
2014-05-05 21:22:38,2,0,0
2014-05-05 21:22:39,2,0,0
2014-05-05 21:22:40,2,0,0
2014-05-05 21:22:41,2,0,0
2014-05-05 21:22:42,2,0,0
2014-05-05 21:22:43,2,0,0
2014-05-05 21:22:44,2,0,0
2014-05-05 21:22:45,2,0,0
2014-05-05 21:22:46,0,0,0
2014-05-05 21:22:47,0,0,0
2014-05-05 21:22:48,0,0,0
2014-05-05 21:22:49,0,0,0
2014-05-05 21:22:50,0,0,0
2014-05-05 21:22:51,0,0,0
2014-05-05 21:22:52,0,0,0
2014-05-05 21:22:53,0,0,0
2014-05-05 21:22:54,0,0,0
2014-05-05 21:22:55,0,0,0
2014-05-05 21:22:56,0,0,0
2014-05-05 21:22:57,0,0,0
2014-05-05 21:22:58,0,0,0
2014-05-05 21:22:59,0,0,0
2014-05-05 21:23:00,0,0,0
2014-05-05 21:23:01,0,0,0
2014-05-05 21:23:02,0,0,0
2014-05-05 21:23:03,0,0,0
2014-05-05 21:23:04,0,0,0
2014-05-05 21:23:05,0,0,0
2014-05-05 21:23:06,0,0,0
2014-05-05 21:23:07,0,0,0
2014-05-05 21:23:08,0,0,0
2014-05-05 21:23:09,0,0,0
2014-05-05 21:23:10,0,0,0
2014-05-05 21:23:11,0,0,0
2014-05-05 21:23:12,0,0,0
2014-05-05 21:23:13,0,0,0
2014-05-05 21:23:14,0,0,0
2014-05-05 21:23:15,0,0,0
2014-05-05 21:23:16,0,0,0
2014-05-05 21:23:17,0,0,0
2014-05-05 21:23:18,0,0,0
2014-05-05 21:23:19,0,0,0
2014-05-05 21:23:20,0,0,0
2014-05-05 21:23:21,0,0,0
2014-05-05 21:23:22,0,0,0
2014-05-05 21:23:23,0,0,0
2014-05-05 21:23:24,0,0,0
2014-05-05 21:23:25,0,0,0
2014-05-05 21:23:26,0,0,0
2014-05-05 21:23:27,0,0,0
2014-05-05 21:23:28,0,0,0
2014-05-05 21:23:29,0,0,0
2014-05-05 21:23:30,0,0,0
2014-05-05 21:23:31,0,0,0
2014-05-05 21:23:32,0,0,0
2014-05-05 21:23:33,0,0,0
2014-05-05 21:23:34,0,0,0
2014-05-05 21:23:35,0,0,0
2014-05-05 21:23:36,0,0,0
2014-05-05 21:23:37,0,0,0
2014-05-05 21:23:38,0,0,0
2014-05-05 21:23:39,0,0,0
2014-05-05 21:23:40,0,0,0
2014-05-05 21:23:41,0,0,0
2014-05-05 21:23:42,0,0,0
2014-05-05 21:23:43,0,0,0
2014-05-05 21:23:44,0,0,0
2014-05-05 21:23:45,0,0,0
2014-05-05 21:23:46,0,0,0
2014-05-05 21:23:47,0,0,0
2014-05-05 21:23:48,0,0,0
2014-05-05 21:23:49,0,0,0
2014-05-05 21:23:50,0,0,0
2014-05-05 21:23:51,0,0,0
2014-05-05 21:23:52,0,0,0
2014-05-05 21:23:53,0,0,0
2014-05-05 21:23:54,0,0,0
2014-05-05 21:23:55,0,0,0
2014-05-05 21:23:56,0,0,0
2014-05-05 21:23:57,0,2,0
2014-05-05 21:23:58,0,2,0
2014-05-05 21:23:59,0,2,0
2014-05-05 21:24:00,0,2,0
2014-05-05 21:24:01,0,2,0
2014-05-05 21:24:02,0,4,0
2014-05-05 21:24:03,0,7,0
2014-05-05 21:24:04,0,7,0
2014-05-05 21:24:05,0,7,0
2014-05-05 21:24:06,0,7,0
2014-05-05 21:24:07,0,7,0
2014-05-05 21:24:08,0,7,0
2014-05-05 21:24:09,0,7,0
2014-05-05 21:24:10,0,7,0
2014-05-05 21:24:11,0,6,0
2014-05-05 21:24:12,0,7,0
2014-05-05 21:24:13,0,7,0
2014-05-05 21:24:14,0,7,0
2014-05-05 21:24:15,0,7,0
2014-05-05 21:24:16,0,7,0
2014-05-05 21:24:17,0,7,0
2014-05-05 21:24:18,0,8,0
2014-05-05 21:24:19,0,7,0
2014-05-05 21:24:20,0,7,0
2014-05-05 21:24:21,0,8,0
2014-05-05 21:24:22,0,8,0
2014-05-05 21:24:23,0,6,0
2014-05-05 21:24:24,0,8,0
2014-05-05 21:24:25,0,8,0
2014-05-05 21:24:26,0,6,0
2014-05-05 21:24:27,0,8,0
2014-05-05 21:24:28,0,7,0
2014-05-05 21:24:29,0,7,0
2014-05-05 21:24:30,0,8,0
2014-05-05 21:24:31,0,8,0
2014-05-05 21:24:32,0,7,0
2014-05-05 21:24:33,0,7,0
2014-05-05 21:24:34,0,4,0
2014-05-05 21:24:35,0,4,0
2014-05-05 21:24:36,0,4,0
2014-05-05 21:24:37,0,2,0
2014-05-05 21:24:38,0,2,0
2014-05-05 21:24:39,0,2,0
2014-05-05 21:24:40,0,2,0
2014-05-05 21:24:41,0,0,0
2014-05-05 21:24:42,0,0,0
2014-05-05 21:24:43,0,0,0
2014-05-05 21:24:44,0,0,0
2014-05-05 21:24:45,0,0,0
2014-05-05 21:24:46,0,0,0
2014-05-05 21:24:47,0,0,0
2014-05-05 21:24:48,0,0,0
2014-05-05 21:24:49,0,0,0
2014-05-05 21:24:50,0,0,0
2014-05-05 21:24:51,0,2,0
2014-05-05 21:24:52,0,2,0
2014-05-05 21:24:53,0,2,0
2014-05-05 21:24:54,0,2,0
2014-05-05 21:24:55,0,2,0
2014-05-05 21:24:56,0,2,0
2014-05-05 21:24:57,0,2,0
2014-05-05 21:24:58,0,2,0
2014-05-05 21:24:59,0,2,0
2014-05-05 21:25:00,0,0,0
2014-05-05 21:25:01,0,0,0
2014-05-05 21:25:02,0,0,0
2014-05-05 21:25:03,0,0,0
2014-05-05 21:25:04,0,0,0
2014-05-05 21:25:05,0,0,0
2014-05-05 21:25:06,0,0,0
2014-05-05 21:25:07,0,0,0
2014-05-05 21:25:08,0,0,0
2014-05-05 21:25:09,0,0,0
2014-05-05 21:25:10,0,0,0
2014-05-05 21:25:11,0,0,0
2014-05-05 21:25:12,0,0,0
2014-05-05 21:25:13,0,0,0
2014-05-05 21:25:14,0,0,0
2014-05-05 21:25:15,0,0,0
2014-05-05 21:25:16,0,0,0
2014-05-05 21:25:17,0,0,0
2014-05-05 21:25:18,0,0,0
2014-05-05 21:25:19,0,0,0
2014-05-05 21:25:20,0,0,0
2014-05-05 21:25:21,0,0,0
2014-05-05 21:25:22,0,0,0
2014-05-05 21:25:23,0,0,0
2014-05-05 21:25:24,0,0,0
2014-05-05 21:25:25,0,0,0
2014-05-05 21:25:26,0,2,0
2014-05-05 21:25:27,0,4,0
2014-05-05 21:25:28,0,4,0
2014-05-05 21:25:29,0,4,0
2014-05-05 21:25:30,0,4,0
2014-05-05 21:25:31,0,4,0
2014-05-05 21:25:32,0,0,0
2014-05-05 21:25:33,0,0,0
2014-05-05 21:25:34,0,0,0
2014-05-05 21:25:35,0,0,0
2014-05-05 21:25:36,0,0,0
2014-05-05 21:25:37,0,0,0
2014-05-05 21:25:38,0,0,0
2014-05-05 21:25:39,0,0,0
2014-05-05 21:25:40,0,0,0
2014-05-05 21:25:41,0,0,0
2014-05-05 21:25:42,0,0,0
2014-05-05 21:25:43,0,0,0
2014-05-05 21:25:44,0,0,0
2014-05-05 21:25:45,0,0,0
2014-05-05 21:25:46,0,0,0
2014-05-05 21:25:47,0,0,0
2014-05-05 21:25:48,0,0,0
2014-05-05 21:25:49,0,0,0
2014-05-05 21:25:50,0,0,0
2014-05-05 21:25:51,0,0,0
2014-05-05 21:25:52,0,0,0
2014-05-05 21:25:53,0,0,0
2014-05-05 21:25:54,0,2,0
2014-05-05 21:25:55,0,2,0
2014-05-05 21:25:56,0,2,0
2014-05-05 21:25:57,0,2,0
2014-05-05 21:25:58,0,2,0
2014-05-05 21:25:59,0,0,0
2014-05-05 21:26:00,0,0,0
2014-05-05 21:26:01,0,0,0
2014-05-05 21:26:02,0,0,0
2014-05-05 21:26:03,0,0,0
