time,yvonne,christina,jonathan
2014-07-19 16:07:29,3,7,1
2014-07-19 16:07:30,3,8,1
2014-07-19 16:07:31,3,7,1
2014-07-19 16:07:32,4,7,1
2014-07-19 16:07:33,2,6,1
2014-07-19 16:07:34,0,6,1
2014-07-19 16:07:35,0,6,1
2014-07-19 16:07:36,0,6,1
2014-07-19 16:07:37,0,7,1
2014-07-19 16:07:38,0,7,1
2014-07-19 16:07:39,0,8,1
2014-07-19 16:07:40,0,7,1
2014-07-19 16:07:41,0,6,1
2014-07-19 16:07:42,0,6,1
2014-07-19 16:07:43,0,6,1
2014-07-19 16:07:44,0,6,1
2014-07-19 16:07:45,0,6,1
2014-07-19 16:07:46,0,6,1
2014-07-19 16:07:47,0,6,1
2014-07-19 16:07:48,0,6,1
2014-07-19 16:07:49,0,6,1
2014-07-19 16:07:50,0,6,1
2014-07-19 16:07:51,0,6,1
2014-07-19 16:07:52,0,6,1
2014-07-19 16:07:53,0,6,1
2014-07-19 16:07:54,0,6,1
2014-07-19 16:07:55,0,7,1
2014-07-19 16:07:56,0,8,1
2014-07-19 16:07:57,2,3,1
2014-07-19 16:07:58,3,3,1
2014-07-19 16:07:59,3,3,1
2014-07-19 16:08:00,3,1,1
2014-07-19 16:08:01,3,3,1
2014-07-19 16:08:02,4,3,1
2014-07-19 16:08:03,2,1,1
2014-07-19 16:08:04,2,1,1
2014-07-19 16:08:05,2,3,1
2014-07-19 16:08:06,2,3,1
2014-07-19 16:08:07,2,3,1
2014-07-19 16:08:08,2,3,1
2014-07-19 16:08:09,2,1,1
2014-07-19 16:08:10,2,1,1
2014-07-19 16:08:11,1,3,1
2014-07-19 16:08:12,1,3,1
2014-07-19 16:08:13,1,3,1
2014-07-19 16:08:14,1,4,1
2014-07-19 16:08:15,1,3,1
2014-07-19 16:08:16,1,3,1
2014-07-19 16:08:17,2,3,1
2014-07-19 16:08:18,0,3,1
2014-07-19 16:08:19,2,3,1
2014-07-19 16:08:20,2,3,1
2014-07-19 16:08:21,2,2,1
2014-07-19 16:08:22,2,0,1
2014-07-19 16:08:23,2,2,1
2014-07-19 16:08:24,2,3,1
2014-07-19 16:08:25,8,3,1
2014-07-19 16:08:26,8,1,1
2014-07-19 16:08:27,8,1,3
2014-07-19 16:08:28,7,3,3
2014-07-19 16:08:29,7,3,3
2014-07-19 16:08:30,6,2,3
2014-07-19 16:08:31,6,2,3
2014-07-19 16:08:32,6,2,3
2014-07-19 16:08:33,6,3,3
2014-07-19 16:08:34,6,3,3
2014-07-19 16:08:35,6,3,3
2014-07-19 16:08:36,6,3,3
2014-07-19 16:08:37,6,5,1
2014-07-19 16:08:38,7,5,1
2014-07-19 16:08:39,7,5,3
2014-07-19 16:08:40,7,5,3
2014-07-19 16:08:41,7,5,3
2014-07-19 16:08:42,8,5,8
2014-07-19 16:08:43,7,5,8
2014-07-19 16:08:44,7,5,8
2014-07-19 16:08:45,7,5,7
2014-07-19 16:08:46,8,5,7
2014-07-19 16:08:47,7,5,8
2014-07-19 16:08:48,7,2,8
2014-07-19 16:08:49,7,2,8
2014-07-19 16:08:50,7,2,8
2014-07-19 16:08:51,7,2,8
2014-07-19 16:08:52,7,2,8
2014-07-19 16:08:53,7,2,8
2014-07-19 16:08:54,7,2,8
2014-07-19 16:08:55,7,2,8
2014-07-19 16:08:56,7,2,8
2014-07-19 16:08:57,7,2,8
2014-07-19 16:08:58,7,2,8
2014-07-19 16:08:59,7,2,8
2014-07-19 16:09:00,7,2,8
2014-07-19 16:09:01,7,2,8
2014-07-19 16:09:02,7,2,8
2014-07-19 16:09:03,7,2,8
2014-07-19 16:09:04,7,2,8
2014-07-19 16:09:05,7,2,8
2014-07-19 16:09:06,7,2,8
2014-07-19 16:09:07,7,2,8
2014-07-19 16:09:08,7,2,8
2014-07-19 16:09:09,7,2,8
2014-07-19 16:09:10,7,2,8
2014-07-19 16:09:11,7,2,8
2014-07-19 16:09:12,7,2,8
2014-07-19 16:09:13,6,2,8
2014-07-19 16:09:14,6,2,8
2014-07-19 16:09:15,6,2,8
2014-07-19 16:09:16,6,2,8
2014-07-19 16:09:17,6,2,8
2014-07-19 16:09:18,7,2,8
2014-07-19 16:09:19,7,2,3
2014-07-19 16:09:20,7,2,3
2014-07-19 16:09:21,7,2,3
2014-07-19 16:09:22,7,2,3
2014-07-19 16:09:23,7,2,3
2014-07-19 16:09:24,7,2,3
2014-07-19 16:09:25,7,0,3
2014-07-19 16:09:26,7,0,0
2014-07-19 16:09:27,7,2,0
2014-07-19 16:09:28,7,7,0
2014-07-19 16:09:29,7,7,0
2014-07-19 16:09:30,7,7,0
2014-07-19 16:09:31,7,0,0
2014-07-19 16:09:32,7,0,0
2014-07-19 16:09:33,7,0,0
2014-07-19 16:09:34,7,0,0
2014-07-19 16:09:35,7,0,0
2014-07-19 16:09:36,0,0,0
