time,charles,christina,jonathan
2014-08-11 20:03:51,7,7,8
2014-08-11 20:03:52,7,8,2
2014-08-11 20:03:53,7,8,2
2014-08-11 20:03:54,7,7,3
2014-08-11 20:03:55,7,7,3
2014-08-11 20:03:56,7,7,4
2014-08-11 20:03:57,7,7,4
2014-08-11 20:03:58,6,7,4
2014-08-11 20:03:59,6,7,3
2014-08-11 20:04:00,6,8,3
2014-08-11 20:04:01,6,8,3
2014-08-11 20:04:02,6,8,3
2014-08-11 20:04:03,6,8,8
2014-08-11 20:04:04,6,8,8
2014-08-11 20:04:05,6,8,8
2014-08-11 20:04:06,6,8,8
2014-08-11 20:04:07,6,8,3
2014-08-11 20:04:08,6,8,2
2014-08-11 20:04:09,6,8,3
2014-08-11 20:04:10,6,8,4
2014-08-11 20:04:11,6,8,8
2014-08-11 20:04:12,6,8,7
2014-08-11 20:04:13,7,4,7
2014-08-11 20:04:14,7,4,7
2014-08-11 20:04:15,4,4,8
2014-08-11 20:04:16,7,4,8
2014-08-11 20:04:17,4,4,2
2014-08-11 20:04:18,4,4,2
2014-08-11 20:04:19,7,7,3
2014-08-11 20:04:20,7,4,4
2014-08-11 20:04:21,7,4,4
2014-08-11 20:04:22,7,4,8
2014-08-11 20:04:23,6,4,7
2014-08-11 20:04:24,6,4,7
2014-08-11 20:04:25,7,4,5
2014-08-11 20:04:26,7,4,2
2014-08-11 20:04:27,7,2,0
2014-08-11 20:04:28,7,0,2
2014-08-11 20:04:29,7,0,5
2014-08-11 20:04:30,7,0,5
2014-08-11 20:04:31,7,0,5
2014-08-11 20:04:32,7,0,7
2014-08-11 20:04:33,8,0,7
2014-08-11 20:04:34,0,2,7
2014-08-11 20:04:35,0,2,7
2014-08-11 20:04:36,0,2,7
2014-08-11 20:04:37,0,2,7
2014-08-11 20:04:38,0,2,7
2014-08-11 20:04:39,2,2,7
2014-08-11 20:04:40,2,1,7
2014-08-11 20:04:41,0,1,7
2014-08-11 20:04:42,1,1,7
2014-08-11 20:04:43,1,1,8
2014-08-11 20:04:44,1,1,3
2014-08-11 20:04:45,1,2,2
2014-08-11 20:04:46,1,2,2
2014-08-11 20:04:47,1,2,2
2014-08-11 20:04:48,1,2,2
2014-08-11 20:04:49,1,2,2
2014-08-11 20:04:50,1,2,2
2014-08-11 20:04:51,0,2,5
2014-08-11 20:04:52,0,2,7
2014-08-11 20:04:53,0,8,7
2014-08-11 20:04:54,0,4,7
2014-08-11 20:04:55,0,4,7
2014-08-11 20:04:56,7,4,7
2014-08-11 20:04:57,0,4,7
2014-08-11 20:04:58,7,4,7
2014-08-11 20:04:59,7,4,7
2014-08-11 20:05:00,7,4,7
2014-08-11 20:05:01,7,3,7
2014-08-11 20:05:02,3,1,7
2014-08-11 20:05:03,1,1,7
2014-08-11 20:05:04,1,1,8
2014-08-11 20:05:05,1,1,3
2014-08-11 20:05:06,1,1,1
2014-08-11 20:05:07,1,1,1
2014-08-11 20:05:08,1,1,1
2014-08-11 20:05:09,1,1,1
2014-08-11 20:05:10,1,1,1
2014-08-11 20:05:11,1,1,1
2014-08-11 20:05:12,1,1,1
2014-08-11 20:05:13,1,1,1
2014-08-11 20:05:14,1,1,2
2014-08-11 20:05:15,1,1,1
2014-08-11 20:05:16,1,1,1
2014-08-11 20:05:17,1,1,1
2014-08-11 20:05:18,1,2,1
2014-08-11 20:05:19,1,1,1
2014-08-11 20:05:20,1,1,2
2014-08-11 20:05:21,1,1,2
2014-08-11 20:05:22,1,1,2
2014-08-11 20:05:23,1,1,2
2014-08-11 20:05:24,1,1,2
2014-08-11 20:05:25,1,1,2
2014-08-11 20:05:26,1,1,2
2014-08-11 20:05:27,1,1,2
2014-08-11 20:05:28,1,1,2
2014-08-11 20:05:29,1,1,2
2014-08-11 20:05:30,1,1,2
2014-08-11 20:05:31,1,1,2
2014-08-11 20:05:32,1,1,2
2014-08-11 20:05:33,1,1,2
2014-08-11 20:05:34,1,1,2
2014-08-11 20:05:35,1,1,2
2014-08-11 20:05:36,1,1,2
2014-08-11 20:05:37,1,1,2
2014-08-11 20:05:38,1,2,2
2014-08-11 20:05:39,1,1,2
2014-08-11 20:05:40,1,3,2
2014-08-11 20:05:41,1,8,2
2014-08-11 20:05:42,1,8,2
2014-08-11 20:05:43,1,7,2
2014-08-11 20:05:44,1,7,2
2014-08-11 20:05:45,1,7,2
2014-08-11 20:05:46,1,7,2
2014-08-11 20:05:47,1,7,2
2014-08-11 20:05:48,1,7,2
2014-08-11 20:05:49,1,7,2
2014-08-11 20:05:50,1,6,2
2014-08-11 20:05:51,1,6,2
2014-08-11 20:05:52,1,6,2
2014-08-11 20:05:53,1,6,2
2014-08-11 20:05:54,1,7,2
2014-08-11 20:05:55,1,7,2
2014-08-11 20:05:56,1,7,2
2014-08-11 20:05:57,1,7,2
2014-08-11 20:05:58,1,7,2
2014-08-11 20:05:59,1,8,2
2014-08-11 20:06:00,1,2,2
2014-08-11 20:06:01,1,2,2
2014-08-11 20:06:02,1,2,2
2014-08-11 20:06:03,1,2,2
2014-08-11 20:06:04,1,2,2
2014-08-11 20:06:05,1,2,2
2014-08-11 20:06:06,1,2,2
2014-08-11 20:06:07,1,2,2
2014-08-11 20:06:08,1,2,2
2014-08-11 20:06:09,1,2,2
2014-08-11 20:06:10,1,2,2
2014-08-11 20:06:11,1,2,2
2014-08-11 20:06:12,1,2,2
2014-08-11 20:06:13,1,2,2
2014-08-11 20:06:14,1,2,2
2014-08-11 20:06:15,1,2,2
2014-08-11 20:06:16,1,2,2
2014-08-11 20:06:17,1,2,2
2014-08-11 20:06:18,1,2,2
2014-08-11 20:06:19,2,2,2
2014-08-11 20:06:20,2,2,2
2014-08-11 20:06:21,2,2,2
2014-08-11 20:06:22,2,2,2
2014-08-11 20:06:23,2,2,2
2014-08-11 20:06:24,2,2,2
2014-08-11 20:06:25,2,2,2
2014-08-11 20:06:26,2,2,2
2014-08-11 20:06:27,2,4,2
2014-08-11 20:06:28,2,2,2
2014-08-11 20:06:29,2,2,2
2014-08-11 20:06:30,2,2,2
2014-08-11 20:06:31,2,2,2
2014-08-11 20:06:32,2,2,2
2014-08-11 20:06:33,2,2,2
2014-08-11 20:06:34,2,2,2
2014-08-11 20:06:35,2,2,2
2014-08-11 20:06:36,2,2,2
2014-08-11 20:06:37,2,2,2
2014-08-11 20:06:38,2,2,2
2014-08-11 20:06:39,2,2,3
2014-08-11 20:06:40,2,2,3
2014-08-11 20:06:41,2,2,2
2014-08-11 20:06:42,2,2,2
2014-08-11 20:06:43,2,2,2
2014-08-11 20:06:44,2,2,2
2014-08-11 20:06:45,2,2,2
2014-08-11 20:06:46,2,2,2
2014-08-11 20:06:47,2,2,2
2014-08-11 20:06:48,2,2,2
2014-08-11 20:06:49,2,2,2
2014-08-11 20:06:50,2,2,2
2014-08-11 20:06:51,2,2,2
2014-08-11 20:06:52,2,2,2
2014-08-11 20:06:53,2,2,2
2014-08-11 20:06:54,2,2,2
2014-08-11 20:06:55,2,2,2
2014-08-11 20:06:56,2,2,2
2014-08-11 20:06:57,2,2,2
2014-08-11 20:06:58,2,2,0
2014-08-11 20:06:59,2,2,2
2014-08-11 20:07:00,2,2,2
2014-08-11 20:07:01,2,2,2
2014-08-11 20:07:02,2,2,2
2014-08-11 20:07:03,2,2,2
2014-08-11 20:07:04,2,2,2
2014-08-11 20:07:05,2,2,2
2014-08-11 20:07:06,2,2,2
2014-08-11 20:07:07,1,2,2
2014-08-11 20:07:08,1,2,2
2014-08-11 20:07:09,1,2,2
2014-08-11 20:07:10,1,2,2
2014-08-11 20:07:11,2,0,2
2014-08-11 20:07:12,2,8,2
2014-08-11 20:07:13,2,7,2
2014-08-11 20:07:14,1,7,2
2014-08-11 20:07:15,1,7,2
2014-08-11 20:07:16,1,7,2
2014-08-11 20:07:17,1,7,2
2014-08-11 20:07:18,1,7,2
2014-08-11 20:07:19,2,7,2
2014-08-11 20:07:20,2,8,2
2014-08-11 20:07:21,2,8,2
2014-08-11 20:07:22,2,3,2
2014-08-11 20:07:23,2,2,2
2014-08-11 20:07:24,2,2,2
2014-08-11 20:07:25,2,2,2
2014-08-11 20:07:26,2,2,2
2014-08-11 20:07:27,2,2,2
2014-08-11 20:07:28,2,2,2
2014-08-11 20:07:29,2,2,2
2014-08-11 20:07:30,2,2,2
2014-08-11 20:07:31,2,2,2
2014-08-11 20:07:32,2,2,1
2014-08-11 20:07:33,2,2,1
2014-08-11 20:07:34,2,2,3
2014-08-11 20:07:35,2,2,2
2014-08-11 20:07:36,2,2,2
2014-08-11 20:07:37,2,2,0
2014-08-11 20:07:38,2,2,0
2014-08-11 20:07:39,2,2,0
2014-08-11 20:07:40,2,2,0
2014-08-11 20:07:41,2,2,0
2014-08-11 20:07:42,2,2,0
2014-08-11 20:07:43,8,2,2
2014-08-11 20:07:44,8,2,2
2014-08-11 20:07:45,8,2,2
2014-08-11 20:07:46,2,2,2
2014-08-11 20:07:47,5,2,2
2014-08-11 20:07:48,5,2,2
2014-08-11 20:07:49,7,2,0
2014-08-11 20:07:50,5,2,0
2014-08-11 20:07:51,7,2,0
2014-08-11 20:07:52,7,2,0
2014-08-11 20:07:53,7,2,0
2014-08-11 20:07:54,7,4,0
2014-08-11 20:07:55,7,8,2
2014-08-11 20:07:56,7,7,7
2014-08-11 20:07:57,5,7,7
2014-08-11 20:07:58,5,7,7
2014-08-11 20:07:59,7,7,7
2014-08-11 20:08:00,7,6,7
2014-08-11 20:08:01,7,6,7
2014-08-11 20:08:02,6,6,7
2014-08-11 20:08:03,6,6,7
2014-08-11 20:08:04,8,6,7
2014-08-11 20:08:05,6,6,7
2014-08-11 20:08:06,7,6,7
2014-08-11 20:08:07,7,6,7
2014-08-11 20:08:08,7,6,7
2014-08-11 20:08:09,7,6,7
2014-08-11 20:08:10,8,7,7
2014-08-11 20:08:11,8,7,7
2014-08-11 20:08:12,8,7,7
2014-08-11 20:08:13,7,6,7
2014-08-11 20:08:14,7,6,7
2014-08-11 20:08:15,7,6,7
2014-08-11 20:08:16,7,6,7
2014-08-11 20:08:17,7,6,7
2014-08-11 20:08:18,7,7,7
2014-08-11 20:08:19,7,7,7
2014-08-11 20:08:20,7,4,7
2014-08-11 20:08:21,7,4,7
2014-08-11 20:08:22,4,4,7
2014-08-11 20:08:23,4,4,7
2014-08-11 20:08:24,7,4,7
2014-08-11 20:08:25,0,4,7
2014-08-11 20:08:26,7,7,7
2014-08-11 20:08:27,7,7,7
2014-08-11 20:08:28,7,7,7
2014-08-11 20:08:29,7,6,7
2014-08-11 20:08:30,7,8,7
2014-08-11 20:08:31,7,8,7
2014-08-11 20:08:32,6,8,7
2014-08-11 20:08:33,6,8,7
2014-08-11 20:08:34,6,8,7
2014-08-11 20:08:35,6,8,7
2014-08-11 20:08:36,6,8,7
2014-08-11 20:08:37,6,8,7
2014-08-11 20:08:38,7,1,7
2014-08-11 20:08:39,6,1,7
2014-08-11 20:08:40,6,3,7
2014-08-11 20:08:41,6,3,8
2014-08-11 20:08:42,7,1,8
2014-08-11 20:08:43,7,1,8
2014-08-11 20:08:44,8,2,8
2014-08-11 20:08:45,8,1,8
2014-08-11 20:08:46,8,2,8
2014-08-11 20:08:47,8,2,8
2014-08-11 20:08:48,8,2,3
2014-08-11 20:08:49,8,2,3
2014-08-11 20:08:50,8,2,3
2014-08-11 20:08:51,8,2,3
2014-08-11 20:08:52,7,2,3
2014-08-11 20:08:53,7,2,3
2014-08-11 20:08:54,7,2,3
2014-08-11 20:08:55,7,2,3
2014-08-11 20:08:56,7,2,3
2014-08-11 20:08:57,8,2,3
2014-08-11 20:08:58,3,2,3
2014-08-11 20:08:59,3,2,3
2014-08-11 20:09:00,5,1,3
2014-08-11 20:09:01,1,1,3
2014-08-11 20:09:02,1,1,3
2014-08-11 20:09:03,1,1,3
2014-08-11 20:09:04,1,1,3
2014-08-11 20:09:05,1,1,3
2014-08-11 20:09:06,1,1,3
2014-08-11 20:09:07,1,1,3
2014-08-11 20:09:08,1,3,3
2014-08-11 20:09:09,1,3,3
2014-08-11 20:09:10,1,3,3
2014-08-11 20:09:11,1,3,3
2014-08-11 20:09:12,1,3,3
2014-08-11 20:09:13,1,3,3
2014-08-11 20:09:14,1,3,3
2014-08-11 20:09:15,1,3,3
2014-08-11 20:09:16,1,3,3
2014-08-11 20:09:17,1,3,3
2014-08-11 20:09:18,1,3,3
2014-08-11 20:09:19,1,3,3
2014-08-11 20:09:20,1,3,3
2014-08-11 20:09:21,1,3,3
2014-08-11 20:09:22,1,3,3
2014-08-11 20:09:23,1,1,3
2014-08-11 20:09:24,1,1,3
2014-08-11 20:09:25,1,1,3
2014-08-11 20:09:26,1,1,3
2014-08-11 20:09:27,1,1,3
2014-08-11 20:09:28,1,1,3
2014-08-11 20:09:29,1,1,3
2014-08-11 20:09:30,1,1,3
2014-08-11 20:09:31,1,1,3
2014-08-11 20:09:32,1,1,3
2014-08-11 20:09:33,1,3,3
2014-08-11 20:09:34,1,3,3
2014-08-11 20:09:35,1,3,3
2014-08-11 20:09:36,1,3,3
2014-08-11 20:09:37,1,3,3
2014-08-11 20:09:38,1,3,3
2014-08-11 20:09:39,1,3,3
2014-08-11 20:09:40,1,3,3
2014-08-11 20:09:41,1,3,3
2014-08-11 20:09:42,1,1,3
2014-08-11 20:09:43,1,1,3
2014-08-11 20:09:44,1,1,3
2014-08-11 20:09:45,1,3,3
2014-08-11 20:09:46,1,3,3
2014-08-11 20:09:47,1,3,3
2014-08-11 20:09:48,1,1,3
2014-08-11 20:09:49,1,1,3
2014-08-11 20:09:50,1,1,3
2014-08-11 20:09:51,1,1,1
2014-08-11 20:09:52,1,1,1
2014-08-11 20:09:53,1,1,1
2014-08-11 20:09:54,1,1,1
2014-08-11 20:09:55,1,1,1
2014-08-11 20:09:56,1,1,3
2014-08-11 20:09:57,1,1,3
2014-08-11 20:09:58,1,1,3
2014-08-11 20:09:59,1,3,3
2014-08-11 20:10:00,3,5,3
2014-08-11 20:10:01,3,3,1
2014-08-11 20:10:02,1,3,1
2014-08-11 20:10:03,3,3,3
2014-08-11 20:10:04,3,3,3
2014-08-11 20:10:05,3,1,3
2014-08-11 20:10:06,3,1,3
2014-08-11 20:10:07,2,1,3
2014-08-11 20:10:08,1,1,1
2014-08-11 20:10:09,1,1,1
2014-08-11 20:10:10,1,1,1
2014-08-11 20:10:11,1,1,3
2014-08-11 20:10:12,1,1,3
2014-08-11 20:10:13,1,1,1
2014-08-11 20:10:14,1,1,3
2014-08-11 20:10:15,1,1,3
2014-08-11 20:10:16,1,1,3
2014-08-11 20:10:17,1,1,3
2014-08-11 20:10:18,1,1,1
2014-08-11 20:10:19,1,1,3
2014-08-11 20:10:20,1,3,1
2014-08-11 20:10:21,1,7,1
2014-08-11 20:10:22,1,7,1
2014-08-11 20:10:23,1,7,3
2014-08-11 20:10:24,1,7,1
2014-08-11 20:10:25,1,7,3
2014-08-11 20:10:26,1,7,1
2014-08-11 20:10:27,1,7,3
2014-08-11 20:10:28,1,7,3
2014-08-11 20:10:29,1,7,3
2014-08-11 20:10:30,1,7,3
2014-08-11 20:10:31,1,7,3
2014-08-11 20:10:32,1,7,3
2014-08-11 20:10:33,1,7,3
2014-08-11 20:10:34,1,7,3
2014-08-11 20:10:35,1,7,3
2014-08-11 20:10:36,1,7,3
2014-08-11 20:10:37,1,7,3
2014-08-11 20:10:38,1,7,8
2014-08-11 20:10:39,1,4,2
2014-08-11 20:10:40,1,4,2
2014-08-11 20:10:41,1,8,2
2014-08-11 20:10:42,1,0,8
2014-08-11 20:10:43,1,0,2
2014-08-11 20:10:44,1,0,1
2014-08-11 20:10:45,1,0,1
2014-08-11 20:10:46,1,0,0
2014-08-11 20:10:47,1,0,0
2014-08-11 20:10:48,1,0,0
2014-08-11 20:10:49,1,0,0
2014-08-11 20:10:50,1,0,0
2014-08-11 20:10:51,1,0,0
2014-08-11 20:10:52,1,0,0
2014-08-11 20:10:53,1,0,0
2014-08-11 20:10:54,1,0,0
2014-08-11 20:10:55,1,0,0
2014-08-11 20:10:56,1,0,0
2014-08-11 20:10:57,1,0,0
2014-08-11 20:10:58,1,0,0
2014-08-11 20:10:59,1,0,0
2014-08-11 20:11:00,1,0,0
2014-08-11 20:11:01,2,0,0
2014-08-11 20:11:02,2,0,0
2014-08-11 20:11:03,2,0,0
2014-08-11 20:11:04,2,0,0
2014-08-11 20:11:05,2,0,0
2014-08-11 20:11:06,2,0,0
2014-08-11 20:11:07,2,0,0
2014-08-11 20:11:08,2,0,0
2014-08-11 20:11:09,2,0,0
2014-08-11 20:11:10,2,0,0
2014-08-11 20:11:11,2,0,0
2014-08-11 20:11:12,2,0,0
2014-08-11 20:11:13,2,0,0
2014-08-11 20:11:14,2,0,0
2014-08-11 20:11:15,2,0,0
2014-08-11 20:11:16,2,0,0
2014-08-11 20:11:17,2,0,0
2014-08-11 20:11:18,2,0,0
2014-08-11 20:11:19,2,0,0
2014-08-11 20:11:20,2,0,0
2014-08-11 20:11:21,2,0,0
2014-08-11 20:11:22,2,0,0
2014-08-11 20:11:23,2,0,0
2014-08-11 20:11:24,2,0,0
2014-08-11 20:11:25,2,0,0
2014-08-11 20:11:26,0,0,0
2014-08-11 20:11:27,0,0,0
