time,jonathan,charles,yvonne,christina
2014-04-28 16:06:55,2,0,2,0
2014-04-28 16:06:56,1,0,2,0
2014-04-28 16:06:57,1,0,2,0
2014-04-28 16:06:58,1,0,2,0
2014-04-28 16:06:59,1,0,2,0
2014-04-28 16:07:00,1,0,2,0
2014-04-28 16:07:01,2,0,2,0
2014-04-28 16:07:02,2,0,2,0
2014-04-28 16:07:03,2,0,0,0
2014-04-28 16:07:04,2,0,2,0
2014-04-28 16:07:05,2,0,2,0
2014-04-28 16:07:06,2,0,2,0
2014-04-28 16:07:07,2,0,2,0
2014-04-28 16:07:08,2,0,2,0
2014-04-28 16:07:09,1,0,2,0
2014-04-28 16:07:10,1,0,2,0
2014-04-28 16:07:11,1,0,2,0
2014-04-28 16:07:12,1,0,2,0
2014-04-28 16:07:13,1,0,2,0
2014-04-28 16:07:14,2,0,2,0
2014-04-28 16:07:15,1,0,2,0
2014-04-28 16:07:16,1,0,2,0
2014-04-28 16:07:17,1,0,2,0
2014-04-28 16:07:18,1,0,1,0
2014-04-28 16:07:19,1,0,1,0
2014-04-28 16:07:20,1,0,1,0
2014-04-28 16:07:21,1,0,1,0
2014-04-28 16:07:22,1,0,1,0
2014-04-28 16:07:23,1,0,1,0
2014-04-28 16:07:24,1,0,1,0
2014-04-28 16:07:25,1,0,1,0
2014-04-28 16:07:26,1,0,1,0
2014-04-28 16:07:27,1,0,1,0
2014-04-28 16:07:28,1,0,2,0
2014-04-28 16:07:29,1,0,2,0
2014-04-28 16:07:30,1,0,2,0
2014-04-28 16:07:31,1,0,2,0
2014-04-28 16:07:32,1,0,2,0
2014-04-28 16:07:33,1,0,2,0
2014-04-28 16:07:34,1,0,2,0
2014-04-28 16:07:35,1,0,2,0
2014-04-28 16:07:36,1,0,2,0
2014-04-28 16:07:37,1,0,2,0
2014-04-28 16:07:38,1,0,2,0
2014-04-28 16:07:39,1,0,2,0
2014-04-28 16:07:40,1,0,2,0
2014-04-28 16:07:41,1,0,2,0
2014-04-28 16:07:42,1,0,2,0
2014-04-28 16:07:43,1,0,2,0
2014-04-28 16:07:44,1,0,2,0
2014-04-28 16:07:45,2,0,2,0
2014-04-28 16:07:46,2,0,2,0
2014-04-28 16:07:47,2,0,2,0
2014-04-28 16:07:48,2,0,2,0
2014-04-28 16:07:49,2,0,2,0
2014-04-28 16:07:50,2,0,2,0
2014-04-28 16:07:51,0,0,0,0
2014-04-28 16:07:52,0,0,0,0
2014-04-28 16:07:53,0,0,0,0
